Feature,31523,31524,31525,31526,31527,31529,31530,36844,37204,37344,37345,37346,37347,37348,37349,37350,37351,37352,37353,37389,37390,37391
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,○,○,○,○,○,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自适应巡航,○,○,○,○,○,○,●,-,-,-,-,-,-,-,-,-,-,-,●,-,-,-
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,○,○,○,○,○,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
腰部支撑调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,汽油,汽油,汽油
胎压监测装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
肩部支撑调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸体材料,铸铁,铸铁,铸铁,铝合金,铝合金,铝合金,铝合金,铝合金,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铝合金,铝合金,铝合金,铸铁,铸铁,铝合金
级别,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车,中大型车
系统综合扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
系统综合功率(kW),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
简称,7挡双离合,7挡双离合,7挡双离合,CVT无级变速(模拟8挡),7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,CVT无级变速(模拟8挡)
第二排靠背角度调节,-,-,-,-,-,-,-,●,○,○,○,○,○,○,●,○,○,●,○,-,-,-
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调控制方式,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●
空气悬架,○,○,○,○,○,○,●,○,-,-,-,-,-,-,-,-,○,○,○,-,-,-
皮质方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池容量(kWh),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动机总扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动机总功率(kW),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆,○,○,○,○,○,●,●,●,○,○,○,○,○,○,●,○,○,●,○,-,-,-
电动天窗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电动吸合门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,○,○,○,○,○,○,●,-,-,-,-,-,-,-,-,●,●,●,●,-,-,-
环保标准,国V,国V,国V,国V,国V,国V,国V,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,汽油,汽油,汽油
温度分区控制,●,●,●,●,●,●,●,●,●,○,○,●,●,●,●,●,●,●,●,●,●,●
流媒体车内后视镜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),75,75,75,75,75,75,75,73,73,73,73,73,73,73,73,73,73,73,73,75,75,75
气缸数(个),4,4,4,6,6,6,6,6,4,4,4,4,4,4,4,4,6,6,6,4,4,6
气缸排列形式,L,L,L,V,V,V,V,V,L,L,L,L,L,L,L,L,V,V,V,L,L,V
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),235,245,245,236,250,250,250,250,240,230,230,245,245,240,240,240,250,250,250,235,245,236
最小离地间隙(mm),110,110,110,110,110,110,110,117,117,117,117,117,117,117,117,117,117,117,117,115,115,115
最大马力(Ps),190,224,224,204,272,272,333,340,224,190,190,224,224,224,224,224,340,340,340,190,224,204
最大扭矩转速(rpm),1400-4100,1500-4500,1500-4500,3000-4750,2150-4780,2150-4780,2900-5300,1370-4500,1600-4500,1450-4200,1450-4200,1600-4500,1600-4500,1600-4500,1600-4500,1600-4500,1370-4500,1370-4500,1370-4500,1400-4100,1500-4500,3000-4750
最大扭矩(N·m)_y,320,350,350,250,400,400,440,500,350,320,320,350,350,350,350,350,500,500,500,320,350,250
最大扭矩(N·m)_x,320,350,350,250,400,400,440,-,350,320,320,350,350,350,350,350,-,-,-,320,350,250
最大功率转速(rpm),4200-6200,4500-6200,4500-6200,6000-6500,4780-6500,4780-6500,5500-6500,5400-6400,5000-6000,4200-6000,4200-6000,5000-6000,5000-6000,5000-6000,5000-6000,5000-6000,5400-6400,5400-6400,5400-6400,4200-6200,4500-6200,6000-6500
最大功率(kW)_y,140,165,165,150,200,200,245,250,165,140,140,165,165,165,165,165,250,250,250,140,165,150
最大功率(kW)_x,140,165,165,150,200,200,245,-,165,140,140,165,165,165,165,165,-,-,-,140,165,150
无钥匙进入系统,○,○,●,●,●,●,●,●,●,○,○,●,●,●,●,●,●,●,●,-,-,●
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-,●,○,-,-,-
方向盘电动调节,○,○,○,○,○,○,●,-,-,-,-,-,-,-,-,-,-,●,●,-,-,-
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘加热,-,-,-,-,-,-,-,○,○,○,○,○,○,○,○,○,○,○,○,-,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1750,1770,1770,1800,1960,1960,1970,1980,1880,1800,1820,1810,1830,1865,1865,1880,1995,1980,1995,1750,1770,1800
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
排量(mL),1798,1984,1984,2498,2995,2995,2995,2995,1984,1984,1984,1984,1984,1984,1984,1984,2995,2995,2995,1798,1984,2498
挡位个数,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8
扬声器品牌,(选装BOSE),(选装BOSE),(选装BOSE),(选装BOSE),(选装BOSE),BOSE,BOSE,-,-,-,-,-,-,-,-,-,Bang & Olufsen,Bang & Olufsen,Bang & Olufsen,-,-,-
扬声器个数,10-11喇叭(选装≥12喇叭),10-11喇叭(选装≥12喇叭),10-11喇叭(选装≥12喇叭),10-11喇叭(选装≥12喇叭),10-11喇叭(选装≥12喇叭),≥12喇叭,≥12喇叭,10-11喇叭,10-11喇叭,10-11喇叭,10-11喇叭,10-11喇叭,10-11喇叭,10-11喇叭,10-11喇叭,10-11喇叭,≥12喇叭,≥12喇叭,≥12喇叭,10-11喇叭,10-11喇叭,10-11喇叭
手机无线充电,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
慢充时间(小时),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅高低调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
座椅材料,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮,真皮
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,○,○,○,○,○,○,●,-,-,-,-,-,-,-,-,-,-,●,●,-,-,-
工信部综合油耗(L/100km),6.5,6.6,6.6,7.6,8.6,8.6,8.6,8,7.5,6.8,6.8,6.8,6.8,7.5,7.5,7.5,8,8,8,6.5,6.6,7.6
工信部续航里程(km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,●,●,●,●,-,-,-
宽度(mm),1874,1874,1874,1874,1874,1874,1874,1886,1886,1886,1886,1886,1886,1886,1886,1886,1886,1886,1886,1874,1874,1874
实测油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,37.99,37.89,-,-,-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-,5.02,7.04,-,-,-,-,-,-,-,-,-,-,-,-,-
定速巡航,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
官方0-100km/h加速(s),8.5,7.5,7.5,8.8,6.5,6.5,5.6,6.6,7.5,8.3,8.3,7.9,7.9,7.5,7.5,7.5,6.6,6.6,6.6,8.5,7.5,8.8
安全带未系提示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
夜视系统,○,○,○,○,○,○,○,-,-,-,-,-,-,-,-,-,-,-,●,-,-,-
多天窗,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外接音源接口,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽,USB+AUX+SD卡插槽
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,-,-,-,-,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,-,-,-,-,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,-,-,-
后风挡遮阳帘,●,●,●,●,●,●,●,○,○,○,○,○,○,○,○,○,○,○,●,●,●,●
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮胎规格,245/45 R18 ,245/45 R18 ,255/40 R19,245/45 R18 ,255/40 R19,255/40 R19,255/40 R19,245/45 R19,255/40 R20,225/55 R18,245/45 R19,225/55 R18,245/45 R19,245/45 R19,245/45 R19,255/40 R20,255/40 R20,255/40 R20,255/40 R20,245/45 R18 ,245/45 R18 ,255/40 R19
后视镜记忆,○,○,○,○,○,●,●,●,○,○,○,○,○,○,●,○,○,●,○,-,-,-
后视镜电动调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后视镜电动折叠,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后视镜加热,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后电动机最大功率(kW),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排独立空调,○,○,●,●,●,●,●,●,●,○,○,●,●,●,●,●,●,●,●,○,○,●
后排液晶屏,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅电动调节,-,-,-,-,-,-,-,●,○,○,○,○,○,○,●,○,○,●,○,-,-,-
后排座椅放倒方式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,●,○,○,○,○,○,○,●,○,○,●,○,-,-,-
后排侧遮阳帘,●,●,●,●,●,●,●,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●
后悬架类型,梯形连杆式独立悬架,梯形连杆式独立悬架,梯形连杆式独立悬架,梯形连杆式独立悬架,梯形连杆式独立悬架,梯形连杆式独立悬架,梯形连杆式独立悬架,五连杆式独立悬架,五连杆式独立悬架,五连杆式独立悬架,五连杆式独立悬架,五连杆式独立悬架,五连杆式独立悬架,五连杆式独立悬架,五连杆式独立悬架,五连杆式独立悬架,五连杆式独立悬架,五连杆式独立悬架,五连杆式独立悬架,梯形连杆式独立悬架,梯形连杆式独立悬架,梯形连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,○,○,○,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,-
可变悬架,(选装软硬+高低调节),(选装软硬+高低调节),(选装软硬+高低调节),(选装软硬+高低调节),(选装软硬+高低调节),(选装软硬+高低调节),软硬+高低调节,(选装软硬+高低调节),-,-,-,-,-,-,-,-,(选装软硬+高低调节),(选装软硬+高低调节),(选装软硬+高低调节),-,-,-
可加热/制冷杯架,-,-,-,(选装加热),(选装加热),(选装加热),加热,加热,加热,加热,加热,加热,加热,加热,加热,加热,加热,加热,加热,-,-,-
变速箱类型,双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),无级变速箱(CVT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),无级变速箱(CVT)
变速箱,7挡双离合,7挡双离合,7挡双离合,CVT无级变速(模拟8挡),7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,CVT无级变速(模拟8挡)
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机型号,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机,1.8T 190马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.5L 204马力 V6,3.0T 272马力 V6,3.0T 272马力 V6,3.0T 333马力 V6,3.0T 340马力 V6,2.0T 224马力 L4,2.0T 190马力 L4,2.0T 190马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,3.0T 340马力 V6,3.0T 340马力 V6,3.0T 340马力 V6,1.8T 190马力 L4,2.0T 224马力 L4,2.5L 204马力 V6
压缩比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厂商指导价(元),40.28万,41.78万,44.50万,46.38万,50.66万,58.66万,69.48万,55.48万,47.88万,41.78万,41.78万,44.28万,44.28万,47.88万,51.88万,51.88万,55.48万,66.68万,66.68万,40.28万,41.78万,46.38万
厂商,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,○,○,○,○,○,●,●,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
