Feature,57253,57254,57255,57256,61332,61333,61334,61945,61946
车型名称,奥迪Q4 e-tron 2022款 40 e-tron 创行版,奥迪Q4 e-tron 2022款 50 e-tron quattro 创境版,奥迪Q4 e-tron 2022款 40 e-tron 创境版,奥迪Q4 e-tron 2022款 50 e-tron quattro 创享版,奥迪Q4 e-tron 2023款 40 e-tron 创境曜夜版,奥迪Q4 e-tron 2023款 50 e-tron quattro 创境版,奥迪Q4 e-tron 2023款 50 e-tron quattro 创享版,奥迪Q4 e-tron 2023款 40 e-tron 创行版,奥迪Q4 e-tron 2023款 40 e-tron 创境版
车前雾灯,-,-,-,-,-,-,-,-,-
车内环境氛围灯,,,,,,,,,
车内化妆镜,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,,,,
负离子发生器,●,●,●,●,●,●,●,●,●
语音识别控制系统,,,,,,,,,
语音分区域唤醒识别,,,,,,,,,
触摸式阅读灯,●,●,●,●,●,●,●,●,●
行车电脑显示屏幕,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,●,●,●,●
蓝牙/车载电话,●,●,●,●,●,●,●,●,●
自适应远近光,○,○,○,●,○,○,●,○,○
自动驻车,●,●,●,●,●,●,●,●,●
自动泊车入位,○,○,●,●,-,○,●,○,●
自动头灯,●,●,●,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,
缺气保用轮胎,●,●,●,●,●,●,●,●,●
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,
离去角(°),21,21,21,21,21,21,21,21,21
百公里耗电量(kWh/100km),14.4,16.1,14.4,16.1,14.4,15.5	,15.5	,14.4,14.4
疲劳驾驶提示,-,-,-,-,-,-,-,-,-
电能当量燃料消耗量(L/100km),1.63,1.82,1.63,1.82,1.63,1.75,1.75,1.63,1.63
电池预加热,●,●,●,●,●,●,●,●,●
电池能量密度(Wh/kg),165,165,165,165,165,165,165,165,165
电池能量(kWh),84.8,84.8,84.8,84.8,84.8,84.8,84.8,84.8,84.8
电池组质保,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里,八年或16万公里
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电机类型,永磁/同步,前交流/异步 后永磁/同步,永磁/同步,前交流/异步 后永磁/同步,永磁/同步,前交流/异步 后永磁/同步,前交流/异步 后永磁/同步,永磁/同步,永磁/同步
电机布局,后置,前置+后置,后置,前置+后置,后置,前置+后置,前置+后置,后置,后置
电动机总扭矩(N·m),310,472,310,472,310,472,472,310,310
电动机总功率(kW),150,230,150,230,150,230,230,150,150
电动机总功率(Ps),204,313,204,313,204,313,313,204,204
电动机(Ps),204,313,204,313,204,313,313,204,204
电动座椅记忆功能,-,,,,,,,-,
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●
热泵空调,○,○,○,○,○,○,○,○,○
灯光特色功能,,,,,,,,,
满载最小离地间隙(mm),154,154,154,154,154,154,154,154,154
温度分区控制,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,
毫米波雷达数量,,,,,,,,,
模拟声浪,●,●,●,●,●,●,●,●,●
最高车速(km/h),160,160,160,160,160,160,160,160,160
最小转弯半径(m),5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
最大满载质量(kg),2640,2720,2640,2720,2640,2720,2720,2640,2640
最大扭矩(N·m),310,472,310,472,310,472,472,310,310
最大功率(kW),150,230,150,230,150,230,230,150,150
无钥匙进入功能,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●
方向盘加热,○,○,○,○,○,○,○,○,○
方向盘位置调节,,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),2160,2255,2160,2255,2160,2255,2255,2160,2160
摄像头数量,,,,,,,,,
接近角(°),16,16,16,16,16,16,16,16,16
换挡形式,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,
扬声器品牌名称,,,,,,,,,
手机无线充电功能,,,,,,,,,
手机互联/映射,,,,,,,,,
手机APP远程功能,,,,,,,,,
慢充时间(小时)_y,12,12,12,12,12,12,12,12,12
慢充时间(小时)_x,12,12,12,12,12,12,12,12,12
感应雨刷功能,,,,,,,,,
感应后备厢,○,●,●,●,●,●,●,○,●
快充电量百分比,80,80,80,80,80,80,80,80,80
快充电量(%),80,80,80,80,80,80,80,80,80
快充时间(小时)_y,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68
快充时间(小时)_x,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.68
快充功能,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5
并线辅助,○,●,●,●,●,●,●,○,●
巡航系统,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●
宽度(mm),1865,1865,1865,1865,1865,1865,1865,1865,1865
官方0-50km/h加速(s),3.3,3,3.3,3,3.3,3,3,3.3,3.3
官方0-100km/h加速(s),8.8,6.8,8.8,6.8,8.8,6.8,6.8,8.8,8.8
安全带未系提醒,,,,,,,,,
天窗类型,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯清洗装置,○,○,○,●,○,○,●,○,○
大灯延时关闭,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无,无
四驱形式,-,电动四驱,-,电动四驱,-,电动四驱,电动四驱,-,-
后雨刷,●,●,●,●,●,●,●,●,●
后轮距(mm),1565,1566,1565,1566,1565,1566,1566,1565,1565
后轮胎规格,255/50 R19,255/45 R20,255/45 R20,255/40 R21,255/45 R20,255/45 R20,255/40 R21,255/50 R19,255/45 R20
后电动机最大扭矩(N·m),310,310,310,310,310,310,310,310,310
后电动机最大功率(kW),150,150,150,150,150,150,150,150,150
后排独立空调,●,●,●,●,●,●,●,●,●
后排杯架,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,
后排侧隐私玻璃,○,○,○,○,●,○,○,○,○
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●
后备厢容积(L),520,520,520,520,520,520,520,520,520
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,●,●,●,●,●,●,●,●,●
可变悬架功能,-,,-,,-,,,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),29.99万,34.27万,32.71万,37.71万,31.37万,33.27万,36.71万,28.99万,31.71万
厂商,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪
卫星导航系统,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,
前轮距(mm),1587,1587,1587,1587,1587,1587,1587,1587,1587
前轮胎规格,235/55 R19,235/50 R20,235/50 R20,235/45 R21,235/50 R20,235/50 R20,235/45 R21,235/55 R19,235/50 R20
前电动机最大扭矩(N·m),-,162,-,162,-,162,162,-,-
前电动机最大功率(kW),-,80,-,80,-,80,80,-,-
前方碰撞预警,●,●,●,●,●,●,●,●,●
前排座椅功能,,,,,,,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,●,-,-,●,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,○,●,●,●,●,●,●,○,●
低速行车警告,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,
主动闭合式进气格栅,●,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-,-
上市时间,2022.07,2022.07,2022.07,2022.07,2023.03,2023.03,2023.03,2023.03,2023.03
上坡辅助,●,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
ETC装置,○,○,○,○,○,○,○,○,○
CLTC纯电续航里程(km)_y,605,543,605,543,605,560,560,605,605
CLTC纯电续航里程(km)_x,605,543,605,543,605,560,560,605,605
ABS防抱死,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,
