Feature,35030,39086,46228,46229
前大灯雨雾模式,-,-,-,-
前制动器类型,陶瓷通风盘式,陶瓷通风盘式,陶瓷通风盘式,陶瓷通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,-,-,-,-
全液晶仪表盘,-,-,-,-
倒车车侧预警系统,-,-,-,-
供油方式,直喷,直喷,直喷,直喷
主动降噪,-,-,-,-
主动闭合式进气格栅,-,-,-,-
主动刹车/主动安全系统,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-
中央差速器锁止功能,-,-,-,-
上市时间,2018.06,2019.04,2020.06,2020.06
上坡辅助,●,●,●,●
OTA升级,-,-,-,-
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,-,-,-,-
GPS导航系统,●,●,●,●
ABS防抱死,●,●,●,●
220V/230V电源,-,-,-,-
