Feature,52638,52710,52711,52712,52713,55252,55253,55254,56560,56561,56562,56563,56564,56684,56971
轴距(mm),2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700,2700
轮圈材质,,,,,,,,,,,,,,,
转向辅助灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
转向头灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车顶行李架,-,-,-,●,●,-,○,○,-,-,○,○,○,-,○
车门数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,-,-,-,-,●,-,-,●,-,●,-,●,●,-,●
车道偏离预警系统,-,-,-,-,●,-,-,●,-,●,-,●,●,-,●
车道保持辅助系统,-,-,-,-,●,-,-,●,-,●,-,●,●,-,●
车载空气净化器,-,-,-,●,●,-,●,●,-,-,●,●,●,-,●
车载冰箱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,,,,
车型名称,几何C 2021款 C400 平方版,几何C 2021款 C400 立方版,几何C 2021款 400 奋斗版,几何C 2021款 C550 幂方版,几何C 2021款 C550 魔方版,几何C 2022款 蓝莓C400,几何C 2022款 葡萄C550,几何C 2022款 西柚C550,几何C 2022款 400KM 蓝莓Pro,几何C 2022款 400KM 蓝莓Plus,几何C 2022款 550KM 西柚Pro,几何C 2022款 550KM 西柚Plus,几何C 2022款 550KM 西柚Halo,几何C 2022款 400KM 出行版,几何C 2022款 550KM 公务版
车前雾灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内香氛装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,,-,-,,-,-,-,-,,-,
车内化妆镜,,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,-,,,,,,,,,,,,,,
负离子发生器,-,-,-,●,●,-,●,●,-,-,●,●,●,-,●
语音识别控制系统,-,,,,,,,,,,,,,,
触摸式阅读灯,-,-,-,●,●,-,●,●,-,-,-,-,●,-,●
被动行人保护,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,,,,,,
行李厢12V电源接口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,●,-,-,●,-,●,-,●,●,-,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,●,-,-,●,-,-,-,-,●,-,-
自动头灯,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
离去角(°),27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8,27.8
百公里耗电量(kWh/100km),13.9,13.9,13.9,14,14,13.9,14,14,13.9,13.9,14,14,14,13.9,14
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,宁德时代,宁德时代,宁德时代,宁德时代,宁德时代,宁德时代,宁德时代,宁德时代,宁德时代,宁德时代,宁德时代,宁德时代,宁德时代,宁德时代,宁德时代
电能当量燃料消耗量(L/100km),-,-,-,-,-,1.6,1.6,1.6,1.6,1.6,1.58,1.58,1.58,1.6,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池预加热,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电池能量密度(Wh/kg),160.28,160.28,160.28,183.23,183.23,160.28,183.23,183.23,160.28,160.28,183.23,183.23,183.23,160.28,183.23
电池能量(kWh),53,53,53,70,70,53,70,70,53,53,70,70,70,53,70
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,五年或50万公里,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),310,310,310,310,310,310,310,310,310,310,310,310,310,310,310
电动机总功率(kW),150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
电动机总功率(Ps),204,204,204,204,204,204,204,204,204,204,204,204,204,204,204
电动机(Ps),204,204,204,204,204,204,204,204,204,204,204,204,204,204,204
电动扰流板,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,,-,-,,-,-,-,-,,-,
电动吸合车门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
热泵空调,-,-,-,○,○,-,○,○,-,-,○,○,○,-,○
灯光特色功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
满载最小离地间隙(mm),140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
温度分区控制,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,,,,,,,
油箱容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
毫米波雷达数量,-,-,-,-,,-,-,,-,-,-,-,,-,
最高车速(km/h),150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
最小转弯半径(m),5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35,5.35
最大满载质量(kg),-,-,-,-,-,2015,2065,2065,2015,2015,2065,2065,2065,2015,-
最大扭矩(N·m),310,310,310,310,310,310,310,310,310,310,310,310,310,310,310
最大功率(kW),150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
无钥匙进入功能,-,-,-,,,-,,,-,-,,,,-,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,
整车质保,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里,四年或15万公里
整备质量(kg),1545,1545,1545,1665,1665,1545,1665,1665,1545,1545,1665,1665,1665,1545,1665
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
摄像头数量,-,,,,,,,,,,,,,,
接近角(°),17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
换挡形式,,,,,,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,,-,-,,-,-,-,-,,-,
手机无线充电功能,-,-,-,-,,-,-,,-,-,-,-,,-,
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机APP远程控制,-,,,,,,,,,,,,,,
手势控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时)_y,8.5,8.5,8.5,11,11,8.5,11,11,8.5,8.5,11,11,11,8.5,11
慢充时间(小时)_x,8.5,8.5,8.5,11,11,8.5,11,11,8.5,8.5,11,11,11,8.5,11
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充电量百分比,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
快充电量(%),80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
快充时间(小时)_y,0.5,0.5,0.5,0.63,0.63,0.5,0.63,0.63,0.5,0.5,0.63,0.63,0.63,0.5,0.63
快充时间(小时)_x,0.5,0.5,0.5,0.63,0.63,0.5,0.63,0.63,0.5,0.5,0.63,0.63,0.63,0.5,0.63
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,●,-,-,●,-,-,-,-,●,-,●
巡航系统,-,,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
对外放电,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1833,1833,1833,1833,1833,1833,1833,1833,1833,1833,1833,1833,1833,1833,1833
官方0-100km/h加速(s),6.9,6.9,6.9,7,7,6.9,7,7,6.9,6.9,7,7,7,6.9,7
安全带未系提醒,,,,,,,,,,,,,,,
天窗类型,-,-,-,,,-,,,-,-,,,,-,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,●,●,-,●,●,-,-,●,●,●,-,●
后轮距(mm),1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560
后轮胎规格,215/60 R16,225/50 R17,225/50 R17,225/50 R17,225/45 R18,225/50 R17,225/50 R17,225/45 R18,225/50 R17,225/50 R17,225/50 R17,225/50 R17,225/45 R18,225/50 R17,225/45 R18
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,●,●,-,●,●,-,-,●,●,●,-,●
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),340-1150,340-1150,340-1150,340-1150,340-1150,340-1150,340-1150,340-1150,340-1150,340-1150,340-1150,340-1150,340-1150,340-1150,340-1150
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),12.98万,13.98万,17.58万,16.28万,18.28万,13.57万,15.57万,17.27万,13.97万,14.57万,15.97万,16.27万,17.57万,17.98万,20.78万
厂商,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车,几何汽车
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,
前轮距(mm),1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561,1561
前轮胎规格,215/60 R16,225/50 R17,225/50 R17,225/50 R17,225/45 R18,225/50 R17,225/50 R17,225/45 R18,225/50 R17,225/50 R17,225/50 R17,225/50 R17,225/45 R18,225/50 R17,225/45 R18
前电动机最大扭矩(N·m),310,310,310,310,310,310,310,310,310,310,310,310,310,310,310
前电动机最大功率(kW),150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
前方碰撞预警,-,-,-,-,●,-,-,●,-,●,-,●,●,-,●
前排座椅功能,-,-,-,,,-,,,-,-,,,,-,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,-,-,-,-,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●
前/后排侧气囊,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动能量回收系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
低速行车警告,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,●,●,-,●,●,-,-,●,●,●,-,●
主动刹车/主动安全系统,-,-,-,-,●,-,-,●,-,●,-,●,●,-,●
主/副驾驶座电动调节,-,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,
上市时间,2021.08,2021.08,2021.08,2021.08,2021.08,2022.01,2022.01,2022.01,2022.04,2022.04,2022.04,2022.04,2022.04,2022.08,2022.05
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
NEDC纯电续航里程(km)_y,400,400,400,550,550,400,550,550,400,400,550,550,550,400,550
NEDC纯电续航里程(km)_x,400,400,400,550,550,400,550,550,400,400,550,550,550,400,550
LED日间行车灯,-,-,-,●,●,-,●,●,-,-,●,●,●,-,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,●,●,-,-,●,-,-,-,-,●,-,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,-,,,,,,,,,,,,,,
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
