Feature,30961,30962,30963,30964,30965,34703,34704
行车电脑显示屏,●,●,●,●,●,●,●
行程(mm),-,-,-,-,-,-,-
行李厢容积(L),540,540,540,540,540,540,540
蓝牙/车载电话,-,●,●,○,●,-,●
自适应远近光,-,-,-,-,-,-,-
自适应巡航,-,-,○,○,●,-,-
自动驻车,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,-,-
自动头灯,-,●,●,●,●,-,●
膝部气囊,-,-,-,-,-,-,-
腰部支撑调节,●,●,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测装置,●,●,●,●,●,●,●
肩部支撑调节,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
第二排靠背角度调节,●,●,●,●,●,●,●
第二排独立座椅,-,-,-,-,-,-,-
第二排座椅移动,●,●,●,●,●,●,●
第三排座椅,-,-,-,-,-,-,-
空调控制方式,自动●,自动●,自动●,自动●,自动●,自动●,自动●
空气悬架,-,-,-,-,-,-,-
皮质方向盘,●,●,●,●,●,●,●
疲劳驾驶提示,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-
电动座椅记忆,-,-,-,-,●,-,-
电动天窗,●,●,●,●,●,●,●
电动吸合门,-,-,-,-,-,-,-
电动后备厢,●,●,●,●,●,●,●
环保标准,国V,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,●,●,●,●,-,●
流媒体车内后视镜,-,-,-,-,-,-,-
油箱容积(L),75,75,75,75,75,75,75
气缸数(个),4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4
最高车速(km/h),230,230,230,230,230,230,230
最小离地间隙(mm),185,185,185,185,185,185,185
最大马力(Ps),230,230,230,230,230,230,230
最大扭矩转速(rpm),1500-4200,1500-4200,1500-4200,1500-4200,1500-4200,1500-4200,1500-4200
最大扭矩(N·m)_y,350,350,350,350,350,350,350
最大扭矩(N·m)_x,350,350,350,350,350,350,350
最大功率转速(rpm),4300-6000,4300-6000,4300-6000,4300-6000,4300-6000,4300-6000,4300-6000
最大功率(kW)_y,169,169,169,169,169,169,169
最大功率(kW)_x,169,169,169,169,169,169,169
无钥匙进入系统,○,●,●,●,●,○,●
无钥匙启动系统,○,●,●,●,●,○,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-
方向盘换挡,○,○,●,●,●,○,○
方向盘加热,-,-,-,-,-,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1900,1900,1900,1900,1900,1900,1900
整体主动转向系统,-,-,-,-,-,-,-
排量(mL),1984,1984,1984,1984,1984,1984,1984
挡位个数,8,8,8,8,8,8,8
扬声器品牌,-,-,Bang & Olufsen,Bang & Olufsen,Bang & Olufsen,-,-
扬声器个数,10-11喇叭,10-11喇叭,≥12喇叭,≥12喇叭,≥12喇叭,10-11喇叭,10-11喇叭
手机无线充电,-,-,-,-,-,-,-
手机互联/映射功能,-,-,-,-,-,-,-
感应雨刷,-,●,●,●,●,-,●
感应后备厢,-,-,-,-,-,-,-
座椅高低调节,●,●,●,●,●,●,●
座椅材料,真皮,真皮,真皮,真皮,真皮,真皮,真皮
座位数(个),5,5,5,5,5,5,5
并线辅助,-,●,●,●,●,-,●
工信部综合油耗(L/100km),8.4,8.4,8.4,8.4,8.4,8.4,8.4
宽度(mm),1898,1898,1898,1898,1898,1898,1898
实测油耗(L/100km),-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-
定速巡航,●,●,●,●,●,●,●
官方0-100km/h加速(s),7.2,7.2,7.2,7.2,7.2,7.2,7.2
安全带未系提示,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●
大灯清洗装置,●,●,●,●,●,●,●
夜视系统,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-
多功能方向盘,○,●,●,●,●,●,●
外接音源接口,AUX+SD卡插槽,AUX+SD卡插槽,AUX+SD卡插槽,AUX+SD卡插槽,AUX+SD卡插槽,AUX+SD卡插槽,AUX+SD卡插槽
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
四驱形式,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱,全时四驱
后风挡遮阳帘,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●
后轮距(mm),-,-,-,-,-,-,-
后轮胎规格,235/55 R19,235/55 R19,235/55 R19,255/45 R20,255/45 R20,235/55 R19,235/55 R19
后视镜记忆,-,-,-,-,●,-,-
后视镜电动调节,●,●,●,●,●,●,●
后视镜电动折叠,-,●,●,●,●,-,●
后视镜加热,●,●,●,●,●,●,●
后桥限滑差速器/差速锁,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●
后排座椅电动调节,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,○,○,●,●,●,○,●
后排侧遮阳帘,○,○,-,-,-,○,○
后悬架类型,梯形连杆式独立悬架,梯形连杆式独立悬架,梯形连杆式独立悬架,梯形连杆式独立悬架,梯形连杆式独立悬架,梯形连杆式独立悬架,梯形连杆式独立悬架
后座出风口,-,●,●,●,●,-,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,○,○,●,-,-,-
可变悬架,-,(选装软硬调节),(选装软硬调节),软硬调节,-,-,-
可加热/制冷杯架,(选装加热/制冷),(选装加热/制冷),加热/制冷,加热/制冷,加热/制冷,(选装加热/制冷),(选装加热/制冷)
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●
发动机特有技术,AVS可变气门升程系统,AVS可变气门升程系统,AVS可变气门升程系统,AVS可变气门升程系统,AVS可变气门升程系统,AVS可变气门升程系统,AVS可变气门升程系统
发动机型号,EA888,EA888,EA888,EA888,EA888,EA888,EA888
发动机启停技术,●,●,●,●,●,●,●
发动机,2.0T 230马力 L4,2.0T 230马力 L4,2.0T 230马力 L4,2.0T 230马力 L4,2.0T 230马力 L4,2.0T 230马力 L4,2.0T 230马力 L4
压缩比,-,-,-,-,-,-,-
厂商指导价(元),39.96万,42.76万,47.09万,50.51万,51.92万,39.64万,42.37万
厂商,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪,一汽-大众奥迪
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
前雾灯,●,●,●,●,●,●,●
前轮距(mm),-,-,-,-,-,-,-
前轮胎规格,235/55 R19,235/55 R19,235/55 R19,255/45 R20,255/45 R20,235/55 R19,235/55 R19
前桥限滑差速器/差速锁,-,-,-,-,-,-,-
前悬架类型,五连杆式独立悬架,五连杆式独立悬架,五连杆式独立悬架,五连杆式独立悬架,五连杆式独立悬架,五连杆式独立悬架,五连杆式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-
前/后排座椅加热,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-
内/外后视镜自动防眩目,-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外●,-,内●&nbsp;/&nbsp;外-
全液晶仪表盘,-,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-,-
全景天窗,●,●,●,●,●,●,●
倒车视频影像,○,○,●,●,●,-,-
侧滑门,-,-,-,-,-,-,-
供油方式,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射
主动降噪,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-
中控台彩色大屏尺寸,-,-,-,-,-,-,-
中控台彩色大屏,●,●,●,●,●,●,●
中央差速器锁止功能,-,-,-,-,-,-,-
中央差速器结构,托森式差速器,托森式差速器,托森式差速器,托森式差速器,托森式差速器,托森式差速器,托森式差速器
上市时间,2017.07,2017.07,2017.07,2017.07,2017.07,2018.05,2018.05
上坡辅助,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-
GPS导航系统,-,○,●,●,●,-,-
CD/DVD,单碟CD(选装多碟CD),单碟CD(选装多碟CD),多碟CD,多碟CD,多碟CD,单碟CD(选装多碟CD),多碟CD
ABS防抱死,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-
