Feature,56069,56588,56744
厂商,长安汽车,长安汽车,长安汽车
卫星导航系统,-,-,-
助力类型,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1470,1470,1470
前轮胎规格,165/70 R14,165/70 R14,165/70 R14
前电动机最大功率(kW),30,30,35
前排座椅功能,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-
前制动器类型,盘式,盘式,盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-
前/后排侧气囊,-,-,-
前/后中央扶手,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-
制动能量回收系统,●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,-,-,-
内后视镜功能,,,
全液晶仪表盘,-,-,-
倒车车侧预警系统,-,-,-
低速行车警告,●,●,●
主座椅调节方式,,,
主动降噪,-,-,-
主动闭合式进气格栅,-,-,-
主动刹车/主动安全系统,-,-,-
主/副驾驶座电动调节,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
上市时间,2022.06,2022.06,2022.06
上坡辅助,●,●,●
USB/Type-C接口数量,,,
OTA升级,-,-,-
LED日间行车灯,○,○,○
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,-,-,-
CLTC纯电续航里程(km)_y,210,155,301
CLTC纯电续航里程(km)_x,210,155,301
ABS防抱死,●,●,●
220V/230V电源,-,-,-
