Feature,46832,47113,47311,49471,49472,50088,50123,50124,50164,50165,50166,50167,52937,52938,55213,58642,59966,59967,59968,59969,62819,62820
车门数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
车道居中保持,-,●,-,●,●,-,-,●,-,-,●,●,●,●,-,●,-,●,-,●,-,●
车道偏离预警系统,-,●,-,●,●,-,-,●,-,-,●,●,●,●,-,●,-,●,-,●,-,●
车道保持辅助系统,-,●,-,●,●,-,-,●,-,-,●,●,●,●,-,●,-,●,-,●,-,●
车载空气净化器,-,-,-,-,-,○,○,●,-,○,●,●,●,●,-,-,-,-,-,●,-,-
车载冰箱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载CD/DVD,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV,SUV
车身结构_x,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV,5门5座SUV
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,,,,,,,,,,,
车型名称,哈弗H6 2021款 第三代 1.5T 自动两驱Pro,哈弗H6 2021款 第三代 1.5T 自动两驱Max,哈弗H6 2021款 第三代 1.5T 自动两驱Plus,哈弗H6 2021款 第三代 2.0T 自动四驱Max,哈弗H6 2021款 第三代 2.0T 自动两驱Max,哈弗H6 2021款 国潮版 1.5T 自动冠军版,哈弗H6 2021款 国潮版 2.0GDIT 自动冠军版,哈弗H6 2021款 国潮版 2.0GDIT 自动GT版,哈弗H6 2021款 国潮版 1.5T 自动都市版,哈弗H6 2021款 国潮版 1.5GDIT 自动冠军版,哈弗H6 2021款 国潮版 1.5GDIT 自动豪华版,哈弗H6 2021款 国潮版 1.5GDIT 自动超豪版,哈弗H6 2021款 第三代 1.5T 自动两驱Supreme+,哈弗H6 2021款 第三代 2.0T 自动四驱Supreme+,哈弗H6 2021款 第三代 1.5T 自动乐享型,哈弗H6 2022款 第三代 1.5T DHT,哈弗H6 2022款 第三代 1.5T 自动两驱Plus,哈弗H6 2022款 第三代 1.5T 自动两驱Max,哈弗H6 2022款 第三代 1.5T 自动两驱Pro,哈弗H6 2022款  第三代 1.5T 自动两驱Supreme+,哈弗H6 2023款 国潮版 1.5T 自动都市版,哈弗H6 2023款 国潮版 1.5T 自动冠军版
车前雾灯,,,-,,,,,,,,,,,,,,-,,,,,
车内香氛装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,,-,-
车内化妆镜,,,,,,,,,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,-,-,-,-,-,●,●,-,●,●,-,-,●,●,-,-,-,-,-,●,-,-
语音识别控制系统,,,,,,,,,,,,,,,,,,,,,,
触摸式阅读灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,,,,,,,,,,,,,
行李厢12V电源接口,●,●,●,●,●,-,-,-,-,-,-,-,●,●,●,●,●,●,●,●,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,●,-,●,●,-,-,-,-,-,-,-,●,●,-,●,-,●,-,●,-,-
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,-,-,-,-,-,-,●,●,●,-,-,-,-,-,●,-,-
自动头灯,●,●,●,●,●,●,●,●,-,●,●,●,●,●,●,●,●,●,●,●,-,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铸铁,铸铁,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
系统综合扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,530,-,-,-,-,-,-
系统综合功率(kW),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,179,-,-,-,-,-,-
系统综合功率(Ps),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,243,-,-,-,-,-,-
简称,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,2挡DHT,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
离去角(°),27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电芯品牌,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,宁德时代/比亚迪,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池能量(kWh),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.7,-,-,-,-,-,-
电池组质保,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,八年或15万公里,-,-,-,-,-,-
电池类型,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,三元锂电池,-,-,-,-,-,-
电机类型,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,永磁/同步,-,-,-,-,-,-
电机布局,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,前置,-,-,-,-,-,-
电动机总扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,300,-,-,-,-,-,-
电动机总功率(kW),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130,-,-,-,-,-,-
电动机总功率(Ps),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,177,-,-,-,-,-,-
电动机(Ps),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,177,-,-,-,-,-,-
电动扰流板,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-,-,-,●,●,-,○,-,-,-,●,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,●,●,-,○,-,-,-,●,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,汽油,汽油,汽油,汽油,汽油,汽油
灯光特色功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
满载最小离地间隙(mm),-,-,-,-,-,145,145,145,145,145,145,145,-,-,-,-,-,-,-,-,145,145
温度分区控制,-,●,-,●,●,○,○,●,-,○,●,●,●,●,-,●,-,●,-,●,-,-
液晶仪表尺寸,,,,,,,,,,,,,,,,,,,,,,
油箱容积(L),-,-,-,-,-,55,55,55,55,55,55,55,-,-,-,-,-,-,-,-,55,55
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),185,185,185,200,200,175,205,205,175,180,180,180,185,200,170,180,190,190,190,190,165,165
最大马力(Ps),169,169,169,211,211,150,224,224,150,169,169,169,169,211,154,154,184,184,184,184,150,150
最大满载质量(kg),1985,1985,1985,2075,2000,1985,2230,2230,1985,2135,2135,2135,1985,2075,1985,2140,1990,1990,1990,1990,1980,1980
最大扭矩转速(rpm),1400-3600,1400-3600,1400-3600,1500-4000,1500-4000,1800-4400,1800-3600,1800-3600,1800-4400,1400-3000,1400-3000,1400-3000,1400-3600,1500-4000,1500-4000,1500-4000,-,-,-,-,1800-4400,1800-4400
最大扭矩(N·m)_y,285,285,285,325,325,210,385,385,210,285,285,285,285,325,233,233,275,275,275,275,218,218
最大扭矩(N·m)_x,285,285,285,325,325,210,385,385,210,285,285,285,285,325,233,530,275,275,275,275,218,218
最大功率转速(rpm),5000-5600,5000-5600,5000-5600,6000-6300,6000-6300,5600-6000,5500,5500,5600-6000,5000-5600,5000-5600,5000-5600,5000-5600,6000-6300,5500-6000,5500-6000,-,-,-,-,5500-6000,5500-6000
最大功率(kW)_y,124,124,124,155,155,110,165,165,110,124,124,124,124,155,113,113,135,135,135,135,110,110
最大功率(kW)_x,124,124,124,155,155,110,165,165,110,124,124,124,124,155,113,179,135,135,135,135,110,110
最大净功率(kW),120,120,120,150,150,105,160,160,105,120,120,120,120,150,110,110,130,130,130,130,105,105
无钥匙进入功能,,,,,,,,,,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●,●,●,●,●
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,●,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1550,1550,1510,1659,1590,1610,1670,1670,1610,1645,1645,1645,1550,1659,1510,1720,1520,1560,1560,1560,1580,1580
接近角(°),20,20,20,20,20,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,21,21
排量(mL),1499,1499,1499,1998,1998,1497,1967,1967,1497,1499,1499,1499,1499,1998,1499,1499,1499,1499,1499,1499,1497,1497
换挡形式,,,,,,,,,,,,,,,,,,,,,,
挡位个数,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7
扬声器数量,,,,,,,,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,,,,,-,,,-,,,,,,,,,,,,-,
手机互联/映射,,,,,,,,,,,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,,,,,,,,,,
手势控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,,,,,,,,,-,,,,,,,,,,,,-,
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,●,●,-,-,-,-,-,●,-,-
快充电量(%),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
循迹倒车,-,-,-,-,-,-,-,-,-,-,-,-,●,●,-,-,-,-,-,●,-,-
座椅材质,,,,,,,,,,,,,,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,-,●,-,●,●,-,-,●,-,-,●,●,●,●,-,●,-,●,-,●,-,-
巡航系统,,,,,,,,,,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1886,1886,1886,1886,1886,1860,1860,1860,1860,1860,1860,1860,1886,1886,1886,1886,1886,1886,1886,1886,1860,1860
实测油耗(L/100km),-,-,-,9.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,43.98,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,8.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
官方0-100km/h加速(s),-,-,-,-,-,12.4,7.6,7.6,12.4,11.2,11.2,11.2,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,,,,,,,,
天窗类型,,,-,,,,,,,,,,,,,,-,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,无,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
地图品牌,,,,,,,,,,,,,,,,,,,,,,
四驱形式,-,-,-,适时四驱,-,-,-,-,-,-,-,-,-,适时四驱,-,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1640,1640,1640,1640,1640,1585,1585,1585,1585,1585,1585,1585,1640,1640,1640,1640,1640,1640,1640,1640,1585,1585
后轮胎规格,225/60 R18,225/60 R18,225/60 R18,225/55 R19,225/55 R19,235/60 R18,235/60 R18,235/55 R19,225/65 R17,235/60 R18,235/55 R19,235/55 R19,225/55 R19,225/55 R19,225/60 R18,225/60 R18,225/60 R18,225/60 R18,225/60 R18,225/55 R19,225/65 R17,235/55 R19
后方碰撞预警,-,-,-,-,-,-,-,●,-,-,●,●,-,-,-,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,-,●,●,-,-,-,-,-,-,-,●,●,●,●,-,●,●,●,-,-
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,,,,,,,,,,,
后排小桌板,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,双横臂式独立悬架,双横臂式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,347-1296,347-1296,347-1296,347-1296,347-1296,347-1296,347-1296,-,-,-,-,-,-,-,-,347-1296,347-1296
后制动器类型,盘式,盘式,盘式,盘式,盘式,通风盘式,通风盘式,通风盘式,盘式,通风盘式,通风盘式,通风盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,通风盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),混合动力专用变速箱(DHT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,2挡DHT,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,CVVL,CVVL,CVVL,VVT,VVT,-,-,-,-,CVVL,CVVL,CVVL,CVVL,VVT,-,-,-,-,-,-,-,-
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,GW4B15A,GW4B15A,GW4B15A,GW4N20,GW4N20,GW4G15F,GW4C20B,GW4C20B,GW4G15F,GW4B15A,GW4B15A,GW4B15A,GW4B15A,GW4N20,GW4B15D,GW4B15D,GW4B15L,GW4B15L,GW4B15L,GW4B15L,GW4G15M,GW4G15M
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●,●,●,-,-
发动机,1.5T 169马力 L4,1.5T 169马力 L4,1.5T 169马力 L4,2.0T 211马力 L4,2.0T 211马力 L4,1.5T 150马力 L4,2.0T 224马力 L4,2.0T 224马力 L4,1.5T 150马力 L4,1.5T 169马力 L4,1.5T 169马力 L4,1.5T 169马力 L4,1.5T 169马力 L4,2.0T 211马力 L4,1.5T 154马力 L4,1.5T 154马力 L4,1.5T 184马力 L4,1.5T 184马力 L4,1.5T 184马力 L4,1.5T 184马力 L4,1.5T 150马力 L4,1.5T 150马力 L4
压缩比,-,-,-,12,12,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-
厂商指导价(元),12.29万,12.89万,11.59万,14.69万,13.69万,10.89万,12.19万,12.89万,9.89万,11.39万,12.19万,12.89万,13.70万,15.70万,12.10万,14.98万,11.59万,12.89万,12.29万,13.70万,9.89万,10.89万
厂商,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车,长城汽车
