Feature,48937,51146,51187
自动泊车入位,-,-,-
自动头灯,●,●,●
膝部气囊,●,●,●
能源类型,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,
缺气保用轮胎,-,-,-
缸盖材料,铝合金,铝合金,铝合金
缸径(mm),87.5,87.5,87.5
缸体材料,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV
系统综合功率(kW),225,194,225
系统综合功率(Ps),306,264,306
简称,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排独立座椅,-,-,-
第二排座椅调节,,,
第二排座椅电动调节,-,-,-
第二排座椅功能,,,
空调温度控制方式,,,
空气悬架,-,-,-
离去角(°),13,13,13
百公里耗电量(kWh/100km),14.2,13.3,14.2
疲劳驾驶提示,-,-,-
电芯品牌,新中源丰田,新中源丰田,新中源丰田
电能当量燃料消耗量(L/100km),1.6,1.5,1.6
电磁感应悬架,-,-,-
电池能量(kWh),15.984,15.984,15.984
电池组质保,八年或20万公里,八年或20万公里,八年或20万公里
电池类型,三元锂电池,三元锂电池,三元锂电池
电池冷却方式,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步
电机布局,前置+后置,前置,前置+后置
电动机总扭矩(N·m)_y,391,270,391
电动机总扭矩(N·m)_x,391,270,391
电动机总功率(kW),174,134,174
电动机总功率(Ps),237,180,237
电动机(Ps),237,182,237
电动扰流板,-,-,-
电动座椅记忆功能,-,-,-
电动吸合车门,-,-,-
电动后备厢位置记忆,●,-,-
电动后备厢,●,-,-
环保标准_y,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,92号,92号,92号
燃料形式,插电式混合动力,插电式混合动力,插电式混合动力
灯光特色功能,-,-,-
温度分区控制,●,●,●
液晶仪表尺寸,,,
油箱容积(L),55,55,55
气缸数(个),4,4,4
气缸排列形式,L,L,L
每缸气门数(个),4,4,4
最高车速(km/h),180,180,180
最小转弯半径(m),5.7,5.5,5.7
最大马力(Ps),180,180,180
最大满载质量(kg),2510,2435,2510
最大扭矩转速(rpm),3600-3700,3600-3700,3600-3700
最大扭矩(N·m),224,224,224
最大功率转速(rpm),6000,6000,6000
最大功率(kW)_y,132,132,132
最大功率(kW)_x,225,194,225
最大净功率(kW),132,132,132
最低荷电状态油耗(L/100km),5.59,5.26,5.59
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,●,●,●
方向盘位置调节,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1990,1885,1965
整体主动转向系统,-,-,-
接近角(°),17,17,17
排量(mL),2487,2487,2487
换挡形式,,,
挡位个数,无级变速,无级变速,无级变速
扬声器数量,,,
扬声器品牌名称,-,-,-
手机无线充电功能,-,-,-
手机互联/映射,-,-,-
手机APP远程控制,,,
手势控制,-,-,-
慢充时间(小时)_y,9.5,9.5,9.5
慢充时间(小时)_x,9.5,9.5,9.5
感应雨刷功能,-,-,-
感应后备厢,●,-,-
快充电量百分比,-,-,-
快充电量(%),-,-,-
快充时间(小时)_y,-,-,-
快充时间(小时)_x,-,-,-
座椅材质,,,
座位数(个),5,5,5
并线辅助,●,-,-
巡航系统,,,
导航路况信息显示,●,●,●
对外放电,●,-,-
宽度(mm),1855,1855,1855
官方0-100km/h加速(s),-,-,-
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯清洗装置,-,-,-
大灯延时关闭,-,-,-
多层隔音玻璃,-,-,-
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸
地图品牌,,,
四驱形式,电动四驱,-,电动四驱
后风挡遮阳帘,-,-,-
后雨刷,●,●,●
后轮距(mm),1610,1620,1610
后轮胎规格,235/55 R19,225/60 R18,235/55 R19
后电动机最大扭矩(N·m),121,-,121
后电动机最大功率(kW),40,-,40
后排独立空调,-,-,-
后排液晶屏幕,-,-,-
后排杯架,●,●,●
后排控制多媒体,-,-,-
后排座椅电动放倒,-,-,-
后排座椅放倒形式,,,
后排小桌板,-,-,-
后排侧隐私玻璃,-,-,-
后排侧窗遮阳帘,-,-,-
后悬架类型,E型多连杆式独立悬架,E型多连杆式独立悬架,E型多连杆式独立悬架
后座出风口,●,●,●
后备厢容积(L),-,-,-
后制动器类型,盘式,盘式,盘式
可变转向比,-,-,-
可变悬架功能,-,-,-
可加热喷水嘴,-,-,-
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●
发动机特有技术,VVT-iE、VVT-i,VVT-iE、VVT-i,VVT-iE、VVT-i
发动机最大扭矩(N·m),224,224,224
发动机布局,横置,横置,横置
发动机型号,A25D,A25D,A25D
发动机启停技术,-,-,-
发动机,2.5L 180马力 L4,2.5L 180马力 L4,2.5L 180马力 L4
压缩比,14,14,14
厂商指导价(元),29.98万,25.88万,28.28万
厂商,广汽丰田,广汽丰田,广汽丰田
卫星导航系统,●,●,●
助力类型,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1595,1605,1595
前轮胎规格,235/55 R19,225/60 R18,235/55 R19
前电动机最大扭矩(N·m),270,270,270
前电动机最大功率(kW),134,134,134
前方碰撞预警,●,●,●
前排座椅功能,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动能量回收系统,●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,-,-,-
内后视镜功能,,,
全液晶仪表盘,●,-,-
倒车车侧预警系统,●,-,-
供油方式,混合喷射,混合喷射,混合喷射
低速行车警告,●,●,●
主座椅调节方式,,,
主动降噪,-,-,-
主动闭合式进气格栅,●,●,●
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
上市时间,2021.05,2021.05,2021.05
上坡辅助,●,●,●
Wi-Fi热点,●,●,●
WLTC纯电续航里程(km)_y,73,78,73
WLTC纯电续航里程(km)_x,73,78,73
USB/Type-C接口数量,,,
OTA升级,●,●,●
NEDC综合油耗(L/100km),1.2,1.1,1.2
NEDC纯电续航里程(km)_y,87,95,87
NEDC纯电续航里程(km)_x,87,95,87
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,●,●,●
ETC装置,○,○,○
ABS防抱死,●,●,●
4G/5G网络,,,
220V/230V电源,●,-,-
