Feature,1002004,1002005,1002006,1002007,1002008,1002009,1002429,1002430,1002431,1002432,1002433
车内空气调节/花粉过滤,-,-,-,-,-,-,-,-,-,-,-
车内氛围灯,-,-,-,-,-,-,-,-,-,-,-
车内中控锁,-,-,-,●,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
货箱尺寸(mm),-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏,-,-,-,-,-,-,-,-,-,-,-
行程(mm),-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,-,-,-,-,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-,-,-,-
膝部气囊,-,-,-,-,-,-,-,-,-,-,-
腰部支撑调节,-,-,-,-,-,-,-,-,-,-,-
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,纯电动,纯电动,汽油,汽油
胎压监测装置,-,-,-,-,-,-,-,-,-,-,-
肩部支撑调节,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,未知,未知,未知,未知,未知,未知,未知,-,-,未知,未知
缸径(mm),-,-,-,-,-,-,-,-,-,-,-
缸体材料,未知,未知,未知,未知,未知,未知,未知,-,-,未知,未知
级别,微面,微面,微面,微面,微面,微面,微面,微面,微面,微面,微面
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,电动车单速变速箱,电动车单速变速箱,5挡手动,5挡手动
第二排靠背角度调节,-,-,-,-,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-,-,-,-,-
第三排座椅,3座,3座,3座,3座,3座,3座,3座,3座,3座,3座,3座
空调控制方式,手动●,手动●,手动●,手动●,手动●,手动●,手动●,手动○,-,手动●,手动●
空气悬架,-,-,-,-,-,-,-,-,-,-,-
皮质方向盘,-,-,-,-,-,-,-,-,-,-,-
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-,-,-,-
电池组质保,-,-,-,-,-,-,-,-,-,-,-
电池类型,-,-,-,-,-,-,-,-,-,-,-
电池容量(kWh),-,-,-,-,-,-,-,-,-,-,-
电池充电时间,-,-,-,-,-,-,-,-,-,-,-
电机类型,-,-,-,-,-,-,-,-,-,-,-
电机布局,-,-,-,-,-,-,-,-,-,-,-
电动机总扭矩(N·m),-,-,-,-,-,-,-,100,100,-,-
电动机总功率(kW),-,-,-,-,-,-,-,27,27,-,-
电动座椅记忆,-,-,-,-,-,-,-,-,-,-,-
电动天窗,-,-,-,-,-,-,-,-,-,-,-
电动吸合门,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-
环保标准,国IV,国IV,国IV,国IV,国IV,国IV,国IV,-,-,国IV,国IV
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,-,-
燃油标号,92号,92号,92号,92号,92号,92号,92号,-,-,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,纯电动,纯电动,汽油,汽油
温度分区控制,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),45,45,45,45,45,45,45,45,45,45,45
气缸数(个),4,4,4,4,4,4,4,-,-,4,4
气缸排列形式,L,L,L,L,L,L,L,-,-,L,L
每缸气门数(个),4,4,4,4,4,4,4,-,-,4,4
最高车速(km/h),125,135,135,135,110,110,135,85,85,-,-
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-,-
最大马力(Ps),60,82,82,82,74,74,82,27,27,82,82
最大载重质量(kg),-,-,-,-,-,-,-,-,-,-,-
最大扭矩转速(rpm),3000-4000,3000-3500,3000-3500,3000-3500,3000-3500,3000-3500,3000-3500,-,-,3000-3500,3000-3500
最大扭矩(N·m)_y,84,102,102,102,92,92,102,100,100,102,102
最大扭矩(N·m)_x,84,102,102,102,92,92,102,100,100,102,102
最大功率转速(rpm),5500,6000,6000,6000,6000,6000,6000,-,-,6000,6000
最大功率(kW)_y,44,60.5,60.5,60.5,54.3,54.3,60.5,20,20,60.5,60.5
最大功率(kW)_x,44,60.5,60.5,60.5,54.3,54.3,60.5,27,27,60.5,60.5
无钥匙进入系统,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-
方向盘调节,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-
整车质保,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,-,-
整备质量(kg),-,1178,1178,1178,1268,1268,1178,1400,1400,-,-
排量(mL),970,1298,1298,1298,1298,1298,1298,-,-,1298,1298
挡位个数,5,5,5,5,5,5,5,1,1,5,5
扬声器品牌,-,-,-,-,-,-,-,-,-,-,-
扬声器个数,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭,2-3喇叭
慢充时间(小时),-,-,-,-,-,-,-,-,-,-,-
感应雨刷,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-
快充电量百分比,-,-,-,-,-,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-,-,-,-,-,-
座椅高低调节,-,-,-,-,-,-,-,-,-,-,-
座椅材料,织物,织物,织物,织物,织物,织物,织物,织物,织物,织物,织物
座位数(个),2-8,2-8,2-8,2-8,2-8,2-8,2-8,2-8,2-8,2-8,2-8
并线辅助,-,-,-,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-
工信部续航里程(km),-,-,-,-,-,-,-,-,-,-,-
工信部纯电续航里程(km),-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1620,1620,1620,1620,1620,1620,1620,1620,1620,1620,1620
定速巡航,-,-,-,-,-,-,-,-,-,-,-
安全带未系提示,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,-,-,-,-,-,-,-,-,-,-,-
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-,-,-,-,-,-
外接音源接口,-,-,-,-,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1408,1408,1408,1408,1408,1408,1408,1408,1408,1408,1408
后轮胎规格,175/70 R14,175/70 R14,175/70 R14,175/70 R14,175/70 R14,175/70 R14,175/70 R14,175/70 R14,175/70 R14,175/70 R14,175/70 R14
后视镜记忆,-,-,-,-,-,-,-,-,-,-,-
后视镜电动调节,-,-,-,-,-,-,-,-,-,-,-
后视镜电动折叠,-,-,-,-,-,-,-,-,-,-,-
后视镜加热,-,-,-,-,-,-,-,-,-,-,-
后电动机最大扭矩(N·m),-,-,-,-,-,-,-,100,100,-,-
后电动机最大功率(kW),-,-,-,-,-,-,-,27,27,-,-
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-
后排车门开启方式,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门
后排独立空调,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒,整体放倒,-,整体放倒,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,○,-,●,●,-,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),固定齿比变速箱,固定齿比变速箱,手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,电动车单速变速箱,电动车单速变速箱,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-,-,-,-,-,-
发动机型号,-,-,-,-,-,-,-,-,-,-,-
发动机启停技术,-,-,-,-,-,-,-,-,-,-,-
发动机,1.0L 60马力 L4,1.3L 82马力 L4,1.3L 82马力 L4,1.3L 82马力 L4,1.3L 74马力 L4,1.3L 74马力 L4,1.3L 82马力 L4,纯电动 27马力,纯电动 27马力,1.3L 82马力 L4,1.3L 82马力 L4
压缩比,-,-,-,-,-,-,-,-,-,-,-
厂商指导价(元),3.58万,3.78万,3.98万,4.28万,4.58万,4.78万,3.83万,17.80万,17.80万,4.58万,4.78万
厂商,陕汽通家,陕汽通家,陕汽通家,陕汽通家,陕汽通家,陕汽通家,陕汽通家,陕汽通家,陕汽通家,陕汽通家,陕汽通家
助力类型,无助力,无助力,无助力,无助力,无助力,无助力,无助力,无助力,无助力,无助力,无助力
前雾灯,○,○,●,●,○,○,○,○,○,○,○
前轮距(mm),1386,1386,1386,1386,1386,1386,1386,1386,1386,1386,1386
前轮胎规格,175/70 R14,175/70 R14,175/70 R14,175/70 R14,175/70 R14,175/70 R14,175/70 R14,175/70 R14,175/70 R14,175/70 R14,175/70 R14
前电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-
前电动机最大功率(kW),-,-,-,-,-,-,-,-,-,-,-
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂,麦弗逊式独立悬挂
前制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
前/后驻车雷达,-,-,-,前-&nbsp;/&nbsp;后○,-,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,-,-,-,-
前/后排座椅通风,-,-,-,-,-,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-,-,-,-,-
前/后排座椅加热,-,-,-,-,-,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),-,-,-,○,-,-,-,-,-,-,-
内/外后视镜自动防眩目,-,-,-,-,-,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-,-,-,-,-,-
全景天窗,-,-,-,-,-,-,-,-,-,-,-
倒车视频影像,-,-,-,-,-,-,-,-,-,-,-
侧滑门,手动侧滑门,手动侧滑门,手动侧滑门,手动侧滑门,手动侧滑门,手动侧滑门,手动侧滑门,手动侧滑门,手动侧滑门,手动侧滑门,手动侧滑门
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,-,-,多点电喷,多点电喷
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,主○&nbsp;/&nbsp;副○,-,-,-,-,-,-,-
中控台彩色大屏,-,-,-,-,-,-,-,-,-,-,-
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-,-
上市时间,2013.11,2013.11,2013.11,2013.11,2013.11,2013.11,2014.05,2014.05,2014.05,2014.05,2014.05
上坡辅助,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-
GPS导航系统,-,-,-,-,-,-,-,-,-,-,-
CD/DVD,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,-,-,-,○,-,-,-,-,-,-,-
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-
