Feature,35695,35696,35710,35711
疲劳驾驶提示,-,-,-,-
电磁感应悬架,-,-,-,-
电池能量(kWh),71.8,71.8,71.8,71.8
电池组质保,待查,待查,待查,待查
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电机类型,永磁 / 同步,永磁 / 同步,永磁 / 同步,永磁 / 同步
电机布局,后置,后置,后置,后置
电动机总扭矩(N·m),380,380,380,380
电动机总功率(kW),75,75,75,75
电动座椅记忆,-,●,-,-
电动天窗,-,●,●,-
电动吸合门,-,-,-,-
电动后备厢,-,●,●,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-
温度分区控制,-,-,-,-
油箱容积(L),-,-,-,-
最高车速(km/h),150,150,150,150
最小离地间隙(mm),-,-,-,-
最大扭矩(N·m),380,380,380,380
最大功率(kW),75,75,75,75
无钥匙进入系统,-,●,●,-
无钥匙启动系统,-,●,●,-
方向盘调节,上下调节,上下调节,上下调节,上下调节
方向盘记忆,-,-,-,-
方向盘电动调节,-,-,-,-
方向盘换挡,-,-,-,-
方向盘加热,-,-,-,-
整车质保,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里
整备质量(kg),-,-,-,-
挡位个数,1,1,1,1
扬声器品牌,-,-,-,-
扬声器个数,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭
手机无线充电,-,-,-,-
手机互联/映射功能,-,●,-,-
慢充时间(小时)_y,10,10,10,10
慢充时间(小时)_x,10,10,10,10
感应雨刷,-,●,●,-
感应后备厢,-,●,●,-
快充电量百分比,-,-,-,-
快充电量(%),-,-,-,-
快充时间(小时)_y,1.5,1.5,1.5,1.5
快充时间(小时)_x,1.5,1.5,1.5,1.5
座椅高低调节,●,●,●,●
座椅材料,皮/织物混搭,真皮,真皮,皮/织物混搭
座位数(个),7,7,7,7
并线辅助,-,-,-,-
工信部纯电续航里程(km)_y,300,300,300,300
工信部纯电续航里程(km)_x,300,300,300,300
导航路况信息显示,-,-,-,-
宽度(mm),1980,1980,1980,1980
实测续航里程(km),-,-,-,-
实测慢充时间(小时),-,-,-,-
实测快充时间(小时),-,-,-,-
实测100-0km/h制动(m),-,-,-,-
实测0-100km/h加速(s),-,-,-,-
定速巡航,-,-,-,-
官方0-100km/h加速(s),-,-,-,-
安全带未系提示,●,●,●,●
大灯高度可调,●,●,●,●
大灯清洗装置,-,●,●,-
夜视系统,-,-,-,-
多天窗,-,-,-,-
多功能方向盘,-,●,●,●
外接音源接口,USB+AUX,AUX,AUX,AUX
备胎规格,全尺寸,非全尺寸,非全尺寸,全尺寸
后风挡遮阳帘,-,-,-,-
后雨刷,●,●,●,●
后轮距(mm),-,-,-,-
后轮胎规格,215/70 R16,225/55 R18,225/55 R18,215/70 R16
后视镜记忆,-,-,-,-
后视镜电动调节,●,●,●,●
后视镜电动折叠,-,●,●,-
后视镜加热,-,●,●,-
后电动机最大扭矩(N·m),-,-,-,-
后电动机最大功率(kW),-,-,-,-
后排独立空调,●,●,●,●
后排液晶屏,-,-,-,-
后排杯架,●,●,●,●
后排座椅电动调节,-,●,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-
后排侧遮阳帘,-,-,-,-
后悬架类型,五连杆式非独立悬架,五连杆式非独立悬架,五连杆式非独立悬架,五连杆式非独立悬架
后座出风口,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-
可变悬架,-,高低调节,高低调节,-
可加热/制冷杯架,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),30.28万,41.68万,37.48万,31.98万
厂商,上汽MAXUS,上汽MAXUS,上汽MAXUS,上汽MAXUS
助力类型,机械液压助力,机械液压助力,机械液压助力,机械液压助力
副驾驶位后排可调节按钮,-,-,-,-
前雾灯,●,●,●,●
前轮距(mm),-,-,-,-
前轮胎规格,215/70 R16,225/55 R18,225/55 R18,215/70 R16
前电动机最大扭矩(N·m),-,-,-,-
前电动机最大功率(kW),-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排座椅通风,-,-,-,-
前/后排座椅按摩,-,-,-,-
前/后排座椅加热,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,-,-,-,-
内/外后视镜自动防眩目,-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,-
全液晶仪表盘,-,-,-,-
全景摄像头,-,●,●,-
全景天窗,-,●,●,-
倒车视频影像,-,●,●,●
侧滑门,手动侧滑门,双侧电动侧滑门,单侧电动侧滑门,手动侧滑门
主动降噪,-,-,-,-
主动刹车/主动安全系统,-,-,-,-
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-
中控台彩色大屏尺寸,-,-,-,7英寸
中控台彩色大屏,-,●,●,●
上市时间,2018.09,2018.09,2018.09,2018.09
上坡辅助,-,-,-,-
LED日间行车灯,-,●,●,-
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,-,-,-,-
GPS导航系统,-,-,-,-
CD/DVD,-,-,-,单碟DVD
ABS防抱死,●,●,●,●
220V/230V电源,-,●,●,-
