Feature,29177,30893,30894,30895,30896,35145,35146,35263,35264
行李厢容积(L),498,142,498,498,498,-,-,-,-
蓝牙/车载电话,●,-,●,-,-,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-
自适应巡航,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-
自动泊车入位,-,-,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●,●,●,●
膝部气囊,-,-,-,-,-,-,-,-,-
腰部支撑调节,-,-,-,-,-,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,柴油,汽油,汽油,汽油,汽油
胎压监测装置,●,●,●,●,●,●,●,●,●
肩部支撑调节,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-,-
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV,中型SUV
简称,5挡手自一体,5挡手自一体,5挡手自一体,5挡手自一体,5挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
第二排靠背角度调节,-,-,-,-,-,-,-,-,-
第二排独立座椅,-,-,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-,-,-
空调控制方式,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●
空气悬架,-,-,-,-,-,-,-,-,-
皮质方向盘,●,●,●,●,●,●,●,●,●
疲劳驾驶提示,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-
电动座椅记忆,-,-,-,-,-,-,-,-,-
电动天窗,-,-,-,-,-,-,-,-,-
电动吸合门,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-
环保标准,国V,国V,国V,国V,国IV(国V),国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,0号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,柴油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-,●,●,●,●
流媒体车内后视镜,-,-,-,-,-,-,-,-,-
油箱容积(L),85,70,85,85,85,81.4,81.4,70,70
气缸数(个),6,6,6,6,4,4,4,4,4
气缸排列形式,V,V,V,V,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4
最高车速(km/h),180,180,180,180,172,-,-,-,-
最小离地间隙(mm),220,223,220,220,220,242,251,251,251
最大马力(Ps),284,284,284,234,200,266,266,266,266
最大扭矩转速(rpm),4300,4300,4300,4400,2000,3000,3000,3000,3000
最大扭矩(N·m)_y,347,347,347,285,460,400,400,400,400
最大扭矩(N·m)_x,347,347,347,285,460,400,400,400,400
最大功率转速(rpm),6350,6350,6350,6350,3600,5250,5250,5250,5250
最大功率(kW)_y,209,209,209,172,147,195.4,195.4,195.4,195.4
最大功率(kW)_x,209,209,209,172,147,195.4,195.4,195.4,195.4
无钥匙进入系统,-,-,-,-,-,-,●,-,-
无钥匙启动系统,-,-,-,-,-,●,●,●,●
方向盘调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,●,●,-,●
整车质保,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里
整备质量(kg),1985,1906,1985,2066,2066,1991,2049,1843,1943
整体主动转向系统,-,-,-,-,-,-,-,-,-
排量(mL),3604,3604,3604,2985,2776,1995,1995,1995,1995
挡位个数,5,5,5,5,5,8,8,8,8
扬声器品牌,ALPINE阿尔派,ALPINE阿尔派,ALPINE阿尔派,ALPINE阿尔派,ALPINE阿尔派,-,ALPINE阿尔派,-,-
扬声器个数,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭,8-9喇叭
手机无线充电,-,-,-,-,-,-,-,-,-
手机互联/映射功能,-,-,-,-,-,●,●,●,●
感应雨刷,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-
座椅高低调节,●,●,●,●,●,●,●,●,●
座椅材料,真皮,真皮,真皮,真皮,织物,真皮,真皮,织物,真皮
座位数(个),5,4,5,5,5,5,5,4,4
并线辅助,-,-,-,-,-,-,●,-,-
工信部综合油耗(L/100km),12.1,11.9,12.1,11.6,8.8,9,9.9,8.9,9.6
导航路况信息显示,-,-,-,-,-,-,-,-,-
宽度(mm),1877,1873,1877,1877,1877,1894,1894,1894,1894
实测油耗(L/100km),-,-,-,-,-,10,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,44.64,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,6.95,-,-,-
定速巡航,●,●,●,●,●,●,●,●,●
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-
安全带未系提示,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●
外接音源接口,USB+AUX,AUX,USB+AUX,USB+AUX,AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX
备胎规格,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸
四驱形式,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱
后风挡遮阳帘,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●
后轮距(mm),1572,1572,1572,1572,1572,1598,1598,1598,1598
后轮胎规格,255/70 R18,245/75 R17,245/75 R17,245/75 R17,245/75 R17,245/75 R17,255/75 R17,245/75 R17,255/75 R17
后视镜记忆,-,-,-,-,-,-,-,-,-
后视镜电动调节,●,●,●,●,●,●,●,●,●
后视镜电动折叠,-,-,-,-,-,-,-,-,-
后视镜加热,●,●,●,●,●,●,●,●,●
后桥限滑差速器/差速锁,差速锁,差速锁,差速锁,-,-,-,限滑差速器+差速锁,-,限滑差速器+差速锁
后排独立空调,-,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●
后排座椅电动调节,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,整体放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-,-,-,-
后悬架类型,五连杆整体桥式非独立悬架,五连杆整体桥式非独立悬架,五连杆整体桥式非独立悬架,五连杆整体桥式非独立悬架,五连杆整体桥式非独立悬架,多连杆整体桥式,多连杆整体桥式,多连杆整体桥式,多连杆整体桥式
后座出风口,-,-,-,-,-,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,5挡手自一体,5挡手自一体,5挡手自一体,5挡手自一体,5挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-,-
发动机型号,-,-,-,-,-,-,-,-,-
发动机启停技术,-,-,-,-,-,●,●,●,●
发动机,3.6L 284马力 V6,3.6L 284马力 V6,3.6L 284马力 V6,3.0L 234马力 V6,2.8T 200马力 L4,2.0T 266马力 L4,2.0T 266马力 L4,2.0T 266马力 L4,2.0T 266马力 L4
压缩比,-,-,-,-,-,10,10,10,10
厂商指导价(元),54.99万,48.99万,53.99万,45.99万,42.99万,45.99万,53.99万,42.99万,48.99万
厂商,Jeep(进口),Jeep(进口),Jeep(进口),Jeep(进口),Jeep(进口),Jeep(进口),Jeep(进口),Jeep(进口),Jeep(进口)
助力类型,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力,电子液压助力,电子液压助力,电子液压助力,电子液压助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-
前雾灯,●,●,●,●,●,●,●,●,●
前轮距(mm),1572,1572,1572,1572,1572,1598,1598,1598,1598
前轮胎规格,255/70 R18,245/75 R17,245/75 R17,245/75 R17,245/75 R17,245/75 R17,255/75 R17,245/75 R17,255/75 R17
前桥限滑差速器/差速锁,差速锁,差速锁,差速锁,-,-,-,限滑差速器+差速锁,-,限滑差速器+差速锁
前悬架类型,五连杆整体桥式非独立悬架,五连杆整体桥式非独立悬架,五连杆整体桥式非独立悬架,五连杆整体桥式非独立悬架,五连杆整体桥式非独立悬架,多连杆整体桥式,多连杆整体桥式,多连杆整体桥式,多连杆整体桥式
前大灯雨雾模式,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,-,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排座椅通风,-,-,-,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-,-,-
前/后排座椅加热,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-
内/外后视镜自动防眩目,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-
全液晶仪表盘,-,-,-,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-,-,-,-
全景天窗,-,-,-,-,-,-,-,-,-
倒车视频影像,-,-,-,-,-,●,●,●,●
侧滑门,-,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,直喷,直喷,直喷,直喷,直喷
主动降噪,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-
中控台彩色大屏尺寸,6.5英寸,-,6.5英寸,-,-,7英寸,8.4英寸,7英寸,7英寸
中控台彩色大屏,●,-,●,-,-,●,●,●,●
中央差速器锁止功能,-,-,-,-,-,-,-,-,-
上市时间,2017.08,2017.06,2017.06,2017.06,2017.06,2018.07,2018.07,2018.07,2018.07
上坡辅助,●,●,●,●,●,●,●,●,●
LED日间行车灯,-,-,-,-,-,●,●,-,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-
GPS导航系统,●,-,●,-,-,-,●,-,-
CD/DVD,单碟DVD,多碟CD,单碟DVD,多碟CD,单碟CD,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-
