Feature,1008782,1008783,1008784,1008785,1008786,1008787,1009067
气缸数(个),4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L
每缸气门数(个),未知,未知,未知,未知,未知,未知,未知
最高车速(km/h),-,-,-,-,-,-,-
最小离地间隙(mm),175,175,175,165,165,165,-
最大马力(Ps),143,143,143,110,110,110,143
最大载重质量(kg),-,-,-,-,-,-,-
最大扭矩转速(rpm),1600-2400,1600-2400,1600-2400,1600-2400,1600-2400,1600-2400,1600-2400
最大扭矩(N·m)_y,350,350,350,280,280,280,350
最大扭矩(N·m)_x,350,350,350,280,280,280,350
最大功率转速(rpm),3200,3200,3200,3200,3200,3200,3200
最大功率(kW)_y,105,105,105,81,81,81,105
最大功率(kW)_x,105,105,105,81,81,81,105
无钥匙启动系统,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-
整车质保,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里
整备质量(kg),2615,2710,2710,2350,2630,2580,-
排量(mL),2776,2776,2776,2290,2290,2290,2776
挡位个数,6,6,6,5,5,5,6
感应后备厢,-,-,-,-,-,-,-
座位数(个),2-3,6-9,10-15,2-3,10-11,4-9,8-9
并线辅助,-,-,-,-,-,-,-
工信部综合油耗(L/100km),10.5,10.5,10.5,11,11,11,-
宽度(mm),2040,2040,2040,1985,1985,1985,2040
大灯高度可调,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-
多功能方向盘,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,●
后轮距(mm),-,-,-,-,-,-,-
后轮胎规格,235/65 R16,235/65 R16,235/65 R16,215/75 R16LT,215/75 R16LT,215/75 R16LT,235/65 R16
后排车门开启方式,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门,侧滑门
后排独立空调,○,●,●,-,-,○,●
后排杯架,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,●
后悬架类型,变截面钢板弹簧,变截面钢板弹簧,变截面钢板弹簧,变截面钢板弹簧,变截面钢板弹簧,变截面钢板弹簧,变截面钢板弹簧
后座出风口,○,●,●,-,-,○,●
后制动器类型,盘式,盘式,盘式,鼓式,鼓式,鼓式,盘式
可变转向比,-,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,6挡手动,6挡手动,6挡手动,5挡手动,5挡手动,5挡手动,6挡手动
发动机电子防盗,-,-,-,-,-,-,-
发动机型号,SC28R,SC28R,SC28R,WP,WP,WP,SC28R
发动机启停技术,-,-,-,-,-,-,-
发动机,2.8T 143马力 L4,2.8T 143马力 L4,2.8T 143马力 L4,2.3T 110马力 L4,2.3T 110马力 L4,2.3T 110马力 L4,2.8T 143马力 L4
压缩比,-,-,-,-,-,-,-
厂商指导价(元),18.58万~21.60万,22.88万~38.00万,19.68万~31.88万,13.88万~15.00万,16.88万~20.60万,15.88万~28.80万,25.00万~38.00万
厂商,厦门金龙,厦门金龙,厦门金龙,厦门金龙,厦门金龙,厦门金龙,厦门金龙
助力类型,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力
前轮距(mm),-,-,-,-,-,-,-
前轮胎规格,235/65 R16,235/65 R16,235/65 R16,215/75 R16LT,215/75 R16LT,215/75 R16LT,235/65 R16
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,双横臂式独立悬架,双横臂式独立悬架,双横臂式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后○,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
全液晶仪表盘,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主/副驾驶座电动调节,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-
中央差速器锁止功能,-,-,-,-,-,-,-
上市时间,2019.12,2019.12,2019.12,2019.12,2019.12,2019.12,2020.02
上坡辅助,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,●
ISOFIX儿童座椅接口,-,-,-,-,-,-,-
GPS导航系统,-,-,-,-,-,-,●
ABS防抱死,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-
