Feature,46332,47330,47421,47695
车侧脚踏板,-,-,-,-
车体结构,承载式,承载式,承载式,承载式
超声波雷达数量,-,-,-,-
负离子发生器,●,-,-,-
语音识别控制系统,,,,
触摸式阅读灯,-,-,-,-
被动行人保护,-,-,-,-
行车电脑显示屏幕,,,,
行程(mm),-,-,-,-
行李厢容积(L),467,467,467,467
行李厢12V电源接口,-,-,-,-
蓝牙/车载电话,●,●,●,●
芯片总算力,-,-,-,-
自适应远近光,●,-,-,●
自动驻车,●,●,●,●
自动泊车入位,-,-,-,-
自动头灯,●,●,●,●
膝部气囊,-,-,-,-
能源类型,汽油,汽油,汽油,汽油
胎压监测功能,,,,
缺气保用轮胎,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-
缸体材料,铝合金,铝合金,铝合金,铝合金
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
第二排独立座椅,-,-,-,-
第二排座椅调节,-,-,-,-
空调温度控制方式,,,,
空气悬架,-,-,-,-
疲劳驾驶提示,●,-,-,●
电磁感应悬架,-,-,-,-
电池预加热,-,-,-,-
电动扰流板,-,-,-,-
电动座椅记忆功能,-,-,-,-
电动吸合车门,-,-,-,-
电动后备厢位置记忆,-,-,-,-
电动后备厢,-,-,-,-
电动可调踏板,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●
燃油标号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油
灯光特色功能,-,-,-,-
激光雷达数量,-,-,-,-
温度分区控制,●,-,-,-
液晶仪表尺寸,,,,
涉水感应系统,-,-,-,-
油箱容积(L),50,50,50,50
气缸数(个),4,4,4,4
气缸排列形式,L,L,L,L
毫米波雷达数量,-,-,-,-
每缸气门数(个),4,4,4,4
最高车速(km/h),210,210,210,210
最小离地间隙(mm),-,-,-,-
最大马力(Ps),173,173,173,173
最大扭矩转速(rpm),1750-4000,1750-4000,1750-4000,1750-4000
最大扭矩(N·m)_y,275,275,275,275
最大扭矩(N·m)_x,275,275,275,275
最大功率转速(rpm),5600,5600,5600,5600
最大功率(kW)_y,127,127,127,127
最大功率(kW)_x,127,127,127,127
最大净功率(kW),121,121,121,121
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
无框设计车门,-,-,-,-
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,●,●,●,●
方向盘加热,-,-,-,-
方向盘位置调节,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1320,1320,1320,1320
整体主动转向系统,-,-,-,-
摄像头数量,-,-,-,-
排量(mL),1490,1490,1490,1490
挡位个数,7,7,7,7
扬声器数量,,,,
扬声器品牌名称,-,-,-,-
手机无线充电功能,,,-,-
手机互联/映射,-,-,-,-
手势控制,-,-,-,-
感应雨刷功能,,-,-,-
感应后备厢,-,-,-,-
座椅材质,,,,
座椅布局,-,-,-,-
座位数(个),5,5,5,5
并线辅助,●,-,-,-
巡航系统,,,,
尾门玻璃独立开启,-,-,-,-
导航路况信息显示,●,●,●,●
宽度(mm),1835,1835,1835,1835
实测油耗(L/100km),6.4,-,-,-
实测100-0km/h制动(m),39.75,39.78,-,-
实测0-100km/h加速(s),8.6,8.33,-,-
官方0-100km/h加速(s),8.1,8.1,8.1,8.1
安全带未系提醒,,,,
天窗类型,,,,
大灯高度可调,●,●,●,●
大灯清洗装置,-,-,-,-
大灯延时关闭,●,●,●,●
夜视系统,-,-,-,-
多层隔音玻璃,,,,
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-,-
后雨刷,-,-,-,-
后轮距(mm),-,-,-,-
后轮胎规格,215/50 R17,215/50 R17,215/50 R17,215/50 R17
后排独立空调,-,-,-,-
后排液晶屏幕,-,-,-,-
后排杯架,●,●,●,●
后排控制多媒体,-,-,-,-
后排座椅防下滑气囊,-,-,-,-
后排座椅电动调节,-,-,-,-
后排座椅电动放倒,-,-,-,-
后排座椅放倒形式,,,,
后排座椅功能,-,-,-,-
后排小桌板,-,-,-,-
后排安全带式气囊,-,-,-,-
后排侧隐私玻璃,-,-,-,-
后排侧窗遮阳帘,-,-,-,-
后排中央安全气囊,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-
可变悬架功能,-,-,-,-
可加热喷水嘴,-,-,-,-
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●
发动机特有技术,-,-,-,-
发动机布局,横置,横置,横置,横置
发动机型号,15C4E,15C4E,15C4E,15C4E
发动机启停技术,-,-,-,-
发动机,1.5T 173马力 L4,1.5T 173马力 L4,1.5T 173马力 L4,1.5T 173马力 L4
压缩比,-,-,-,-
厂商指导价(元),12.58万,11.98万,10.98万,11.88万
厂商,上汽集团,上汽集团,上汽集团,上汽集团
卫星导航系统,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-
副驾驶座垫式气囊,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-
副座椅调节方式,,,,
前轮距(mm),-,-,-,-
前轮胎规格,215/50 R17,215/50 R17,215/50 R17,215/50 R17
前排座椅功能,,-,-,-
前排中间气囊,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,-,-,-,-
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
倒车车侧预警系统,●,-,-,-
侧滑门形式,-,-,-,-
供油方式,直喷,直喷,直喷,直喷
主座椅调节方式,,,,
主动降噪,-,-,-,-
主动闭合式进气格栅,-,-,-,-
主动刹车/主动安全系统,●,-,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
中央差速器锁止功能,-,-,-,-
上市时间,2020.09,2020.09,2020.09,2020.09
上坡辅助,●,●,●,●
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
NEDC综合油耗(L/100km),5.9,5.9,5.9,5.9
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,-,-,-,-
ABS防抱死,●,●,●,●
220V/230V电源,-,-,-,-
