Feature,1006675,1006676,1006677
助力类型,液压助力,液压助力,液压助力
副座椅调节方式,,,
前轮距(mm),1655,1655,1655
前轮胎规格,215/75 R16LT,215/75 R16LT,215/75 R16LT
前排座椅功能,-,-,-
前悬架类型,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂
前制动器类型,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-
前/后排侧气囊,-,-,-
前/后中央扶手,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-
制动力分配(EBD/CBC等),●,●,●
内后视镜功能,,,
全液晶仪表盘,-,-,-
侧滑门形式,,,
供油方式,直喷,多点电喷,直喷
主座椅调节方式,,,
主/副驾驶座电动调节,-,-,-
主/副驾驶座安全气囊,-,-,-
中控彩色屏幕,,,
中央差速器锁止功能,-,-,-
上市时间,2018.08,2018.08,2018.08
上坡辅助,-,-,-
LED日间行车灯,-,-,-
ISOFIX儿童座椅接口,-,-,-
ABS防抱死,●,●,●
220V/230V电源,-,-,-
