Feature,59420,61087,61381,61382,61484,62687,62835
蓝牙/车载电话,●,●,●,●,-,●,●
自适应远近光,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-
自动泊车入位,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-
膝部气囊,-,-,-,-,-,-,-
能量回收系统,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-
级别,微型车,微型车,微型车,微型车,微型车,微型车,微型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-
空载最小离地间隙(mm),170,170,170,170,170,170,170
空调温度控制方式,,,,,,,
空气悬架,-,-,-,-,-,-,-
离去角(°),33,33,33,33,33,31,31
百公里耗电量(kWh/100km),9.8,9.8,-,9.8,-,9.8,9.8
疲劳驾驶提示,-,-,-,-,-,-,-
电芯品牌,国轩高科,国轩高科,-,国轩高科,-,国轩高科,国轩高科
电能当量燃料消耗量(L/100km),1.11,1.11,1.11,1.11,1.11,1.11,1.11
电磁感应悬架,-,-,-,-,-,-,-
电池预加热,●,●,●,●,●,●,●
电池能量密度(Wh/kg),120.74,120.74,-,120.74,-,120.74,120.74
电池能量(kWh),17.03,17.03,9.61,17.03,9.61,17.03,17.03
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）
电池类型,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池,磷酸铁锂电池
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置,后置
电动机总扭矩(N·m),110,110,85,110,85,110,110
电动机总功率(kW),30,30,20,30,20,30,30
电动机总功率(Ps),41,41,27,41,27,41,41
电动机(Ps),41,41,27,41,27,41,41
电动扰流板,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-
灯光特色功能,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,
最高车速(km/h),100,100,100,100,100,100,100
最小转弯半径(m),4,4,4,4,4,4,4
最大满载质量(kg),1105,1105,1023,1096,1023,1105,1105
最大扭矩(N·m),110,110,85,110,85,110,110
最大功率(kW),30,30,20,30,20,30,30
无钥匙进入功能,,,,,-,,
无钥匙启动系统,●,●,●,●,-,●,●
方向盘记忆,-,-,-,-,-,-,-
方向盘材质,,,,,,,
方向盘换挡,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-
整车质保,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里
整备质量(kg),797,797,715,788,715,788,788
整体主动转向系统,-,-,-,-,-,-,-
接近角(°),29,29,29,29,29,29,29
换挡形式,,,,,,,
挡位个数,1,1,1,1,1,1,1
扬声器数量,,,,,-,,
扬声器品牌名称,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-
手机互联/映射,,,,,-,,
手机APP远程功能,,,,,-,,
手势控制,-,-,-,-,-,-,-
慢充时间(小时)_y,-,-,6,-,6,-,-
慢充时间(小时)_x,-,-,6,-,6,-,-
感应雨刷功能,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-
快充电量百分比,80,80,80,80,-,80,80
快充电量(%),80,80,80,80,-,80,80
快充时间(小时)_y,0.5,0.5,-,0.5,-,0.5,0.5
快充时间(小时)_x,0.5,0.5,-,0.5,-,0.5,0.5
快充功能,支持,支持,不支持,支持,不支持,支持,支持
快充功率(kW),22,22,-,22,-,22,22
座椅材质,,,,,,,
座位数(个),4,4,4,4,4,4,4
并线辅助,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-
宽度(mm),1522,1522,1522,1522,1522,1522,1522
官方0-100km/h加速(s),-,-,-,-,-,-,-
安全带未系提醒,,,,,,,
天窗类型,,,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-,-,-
多媒体/充电接口,,,,,-,,
多功能方向盘,-,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-
备胎规格,无,无,无,无,无,无,无
四驱形式,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-
后轮距(mm),1311,1311,1311,1311,1311,1311,1311
后轮胎规格,155/65 R14,155/65 R14,155/70 R13,155/70 R13,155/70 R13,155/70 R13,155/70 R13
后电动机最大扭矩(N·m),110,110,85,110,85,110,110
后电动机最大功率(kW),30,30,20,30,20,30,30
后排独立空调,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-
后排控制多媒体,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,
后排小桌板,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-
后悬架类型,多连杆非独立悬架,多连杆非独立悬架,多连杆非独立悬架,多连杆非独立悬架,多连杆非独立悬架,多连杆非独立悬架,多连杆非独立悬架
后座出风口,-,-,-,-,-,-,-
后备厢容积(L),69-800,69-800,69-800,69-800,69-800,69-800,69-800
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),5.39万,5.58万,4.29万,4.99万,3.99万,5.39万,5.69万
厂商,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车,吉利汽车
卫星导航系统,-,-,-,-,-,-,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,
前轮距(mm),1315,1315,1315,1315,1315,1315,1315
前轮胎规格,155/65 R14,155/65 R14,155/70 R13,155/70 R13,155/70 R13,155/70 R13,155/70 R13
前排座椅功能,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-
前制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-
内后视镜功能,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-
倒车车侧预警系统,-,-,-,-,-,-,-
低速行车警告,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,
主动降噪,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
中控彩色屏幕,,,,,-,,
中控屏幕尺寸,,,,,-,,
中央差速器结构,-,-,-,-,-,-,-
上市时间,2023.02,2022.12,2023.02,2023.02,2023.02,2023.04,2023.04
上坡辅助,-,-,-,-,-,-,-
USB/Type-C接口数量,,,,,-,,
OTA升级,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-
CLTC纯电续航里程(km)_y,200,200,120,200,120,200,200
CLTC纯电续航里程(km)_x,200,200,120,200,120,200,200
ABS防抱死,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-
