Feature,32644,32645,32646,32647,32648,32649,32650,32651,32652,32653,32654,32655,34534,34605,34690,36070,36171,36172,36173,36174,36175,36176,36177,36178,36179,36180
轴距(mm),2840,2840,2840,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2920,2840,2920,2840,2840,2840,2920,2920,2920,2920,2920,2920,2920
转向辅助灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
转向头灯,-,●,●,-,-,-,-,-,●,●,●,●,●,-,-,○,○,○,●,-,○,○,○,○,○,●
车顶行李架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
车道偏离预警系统,○,○,●,○,○,○,○,○,○,○,●,●,●,-,-,○,○,○,●,-,○,○,○,○,○,●
车载空气净化器,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载电视,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车载冰箱,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,-,-,●,-,-,-,-,-,-,-,●,●,●,-,-,-,-,-,●,-,-,-,-,-,-,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车,全车
车型名称,奔驰C级 2018款 C 200 运动版,奔驰C级 2018款 C 200 运动版 4MATIC,奔驰C级 2018款 C 300 运动版,奔驰C级 2018款 C 180 L 时尚型,奔驰C级 2018款 C 180 L 动感型运动版,奔驰C级 2018款 C 180 L 时尚型运动版,奔驰C级 2018款 C 200 L,奔驰C级 2018款 C 200 L 运动版,奔驰C级 2018款 C 200 L 4MATIC,奔驰C级 2018款 C 200 L 4MATIC 运动版,奔驰C级 2018款 C 300 L,奔驰C级 2018款 C 300 L 运动版,奔驰C级 2019款 C 300 L 运动版,奔驰C级 2018款 C 200 L 运动版 成就特别版,奔驰C级 2018款 C 200 成就特别版,奔驰C级 2019款 C 260 L 运动版,奔驰C级 2019款 C 260 运动版,奔驰C级 2019款 C 260 运动版 4MATIC,奔驰C级 2019款 C 300 运动版,奔驰C级 2019款 C 180 L 动感型运动版,奔驰C级 2019款 C 180 L 时尚型,奔驰C级 2019款 C 180 L 时尚型运动版,奔驰C级 2019款 C 260 L,奔驰C级 2019款 C 260 L 4MATIC,奔驰C级 2019款 C 260 L 4MATIC 运动版,奔驰C级 2019款 C 300 L
车内空气调节/花粉过滤,-,-,●,-,-,-,-,-,-,-,●,●,●,-,-,-,-,-,●,-,-,-,-,-,-,●
车内氛围灯,○,●,●,○,○,○,○,○,●,●,●,●,●,-,-,○,○,○,●,-,○,○,○,●,●,●
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
行程(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行李厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,●,●,-,-,-,-,-,●,●,●,●,●,-,-,○,○,○,●,-,○,○,○,○,○,●
自适应巡航,○,○,○,○,○,○,○,○,○,○,○,○,○,-,-,○,○,○,○,○,○,○,○,○,○,○
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,●,●,●,●,○,●,●,●,●,●,●,●,●,●,●,●,●,●,●,-,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
腰部支撑调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,汽油
胎压监测装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
肩部支撑调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车
系统综合扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
系统综合功率(kW),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
简称,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
第二排靠背角度调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调控制方式,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
皮质方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
疲劳驾驶提示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池组质保,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,待查,待查,待查,-,-,-,-,待查,待查,待查,-
电池类型,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池容量(kWh),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电机类型,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电机布局,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动机总扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160,160,160,-,-,-,-,160,160,160,-
电动机总功率(kW),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,10,-,-,-,-,10,10,10,-
电动座椅记忆,○,○,●,○,○,○,○,○,●,●,●,●,●,-,-,○,○,○,●,-,○,○,○,○,○,●
电动天窗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
电动吸合门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准,欧V,欧V,欧V,欧V,欧V,欧V,欧V,欧V,欧V,欧V,欧V,欧V,欧V,欧V,欧V,欧V,欧V,欧V,欧V,欧V,欧V,欧V,欧V,欧V,欧V,欧V
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,汽油
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
流媒体车内后视镜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),236,229,250,221,221,221,236,236,229,229,250,250,250,236,236,236,236,229,250,221,221,221,236,229,229,250
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大马力(Ps),184,184,245,156,156,156,184,184,184,184,245,245,258,184,184,184,184,184,258,156,156,156,184,184,184,258
最大扭矩转速(rpm),1200-4000,1200-4000,1300-4000,1200-4000,1200-4000,1200-4000,1200-4000,1200-4000,1200-4000,1200-4000,1300-4000,1300-4000,1800-4000,1200-4000,1200-4000,3000-4000,3000-4000,3000-4000,1800-4000,1200-4000,1200-4000,1200-4000,3000-4000,3000-4000,3000-4000,1800-4000
最大扭矩(N·m)_y,300,300,370,250,250,250,300,300,300,300,370,370,370,300,300,280,280,280,370,250,250,250,280,280,280,370
最大扭矩(N·m)_x,300,300,370,250,250,250,300,300,300,300,370,370,370,300,300,-,-,-,370,250,250,250,-,-,-,370
最大功率转速(rpm),5500,5500,5500,5300,5300,5300,5500,5500,5500,5500,5500,5500,6100,5500,5500,6100,6100,6100,6100,5300,5300,5300,6100,6100,6100,6100
最大功率(kW)_y,135,135,180,115,115,115,135,135,135,135,180,180,190,135,135,135,135,135,190,115,115,115,135,135,135,190
最大功率(kW)_x,135,135,180,115,115,115,135,135,135,135,180,180,190,135,135,-,-,-,190,115,115,115,-,-,-,190
无钥匙进入系统,○,○,○,○,○,○,○,○,○,○,○,○,○,-,-,○,○,○,○,○,○,○,○,○,○,○
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,●,-,-,-,-,-,●,●,●,●,●,-,-,-,-,-,●,-,-,-,-,●,●,●
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里
整备质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1660,-,-,-,-,-,1600,-,-,1750,-
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
排量(mL),1991,1991,1991,1595,1595,1595,1991,1991,1991,1991,1991,1991,1991,1991,1991,1497,1497,1497,1991,1595,1595,1595,1497,1497,1497,1991
挡位个数,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
扬声器品牌,(选装Burmester柏林之声),(选装Burmester柏林之声),(选装Burmester柏林之声),(选装Burmester柏林之声),(选装Burmester柏林之声),(选装Burmester柏林之声),(选装Burmester柏林之声),(选装Burmester柏林之声),(选装Burmester柏林之声),(选装Burmester柏林之声),(选装Burmester柏林之声),(选装Burmester柏林之声),(选装Burmester柏林之声),Burmester柏林之声,Burmester柏林之声,(选装Burmester柏林之声),(选装Burmester柏林之声),(选装Burmester柏林之声),(选装Burmester柏林之声),(选装Burmester柏林之声),(选装Burmester柏林之声),(选装Burmester柏林之声),(选装Burmester柏林之声),(选装Burmester柏林之声),(选装Burmester柏林之声),(选装Burmester柏林之声)
扬声器个数,8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),≥12喇叭,≥12喇叭,8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭)
手机无线充电,-,-,-,-,-,-,-,-,-,-,-,-,●,-,-,●,-,-,●,-,-,-,●,●,●,●
手机互联/映射功能,●,●,-,●,○,●,●,●,●,●,-,-,●,●,●,●,●,●,-,●,●,●,●,●,●,●
慢充时间(小时),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅高低调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
座椅材料,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮,真皮,真皮,真皮,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮,真皮
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,○,○,●,○,○,○,○,○,○,○,●,●,●,-,-,○,○,○,●,-,○,○,○,○,○,●
工信部综合油耗(L/100km),6.3,7.3,6.8,6,6,6,6.3,6.3,7.3,7.3,6.8,6.8,6.7,6.3,6.3,6,6,7.1,6.7,6.2,6.2,6.2,6,7.1,7.1,6.7
工信部续航里程(km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-,●,-,-,○,○,○,●,-,○,○,○,○,○,●
宽度(mm),1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810,1810
实测油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
定速巡航,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
官方0-100km/h加速(s),7.7,8,6.3,9.1,9.1,9.1,7.9,7.9,8.2,8.2,6.4,6.4,6.4,7.9,7.7,8.5,8.3,8.6,6.2,9.1,9.1,9.1,8.5,8.8,8.8,6.4
安全带未系提示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外接音源接口,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽,USB+SD卡插槽
备胎规格,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
四驱形式,-,全时四驱,-,-,-,-,-,-,全时四驱,全时四驱,-,-,-,-,-,-,-,全时四驱,-,-,-,-,-,全时四驱,全时四驱,-
后风挡遮阳帘,-,-,-,○,○,○,○,○,●,●,●,●,●,-,-,○,-,-,-,-,○,○,○,○,○,●
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1545,1547,1545,1545,1547,1540,1540,1540,1547,1547,1547,1547,1547,1547,1547
后轮胎规格,225/50 R17,245/40 R18,245/40 R18,225/50 R17,225/50 R17,225/50 R17,225/50 R17,225/50 R17,245/40 R18,245/40 R18,245/40 R18,245/40 R18,245/40 R18,245/40 R18,245/40 R18,225/50 R17,225/50 R17,245/40 R18,245/40 R18,225/50 R17,225/50 R17,225/50 R17,225/50 R17,245/40 R18,245/40 R18,245/40 R18
后视镜记忆,○,○,●,○,○,○,○,○,●,●,●,●,●,-,-,○,○,○,●,-,○,○,○,○,○,●
后视镜电动调节,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后视镜电动折叠,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后视镜加热,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后电动机最大功率(kW),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排独立空调,-,-,●,○,○,○,○,○,○,○,●,●,●,-,-,○,-,-,●,-,○,○,○,○,○,●
后排液晶屏,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,●,●,●,●,○,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排侧遮阳帘,-,-,-,○,○,○,○,○,●,●,●,●,●,-,-,○,-,-,-,-,○,○,○,○,○,●
