Feature,28499,29138,29418,29419,29420,29421,29422,31191
变速箱类型,无级变速箱(CVT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),无级变速箱(CVT),无级变速箱(CVT),手动变速箱(MT),手动变速箱(MT)
变速箱,CVT无级变速(模拟6挡),5挡手动,5挡手动,5挡手动,CVT无级变速(模拟6挡),CVT无级变速(模拟6挡),6挡手动,6挡手动
发动机电子防盗,●,●,●,●,●,●,●,●
发动机特有技术,MIVEC,MIVEC,MIVEC,MIVEC,MIVEC,MIVEC,CVVT,CVVT
发动机型号,4A92,4A91S,4A91S,4A91S,4A92,4A92,DFMB20,DFMB20
发动机启停技术,-,-,-,-,-,-,-,-
发动机,1.6L 122马力 L4,1.5L 120马力 L4,1.5L 120马力 L4,1.5L 120马力 L4,1.6L 122马力 L4,1.6L 122马力 L4,2.0L 147马力 L4,2.0L 147马力 L4
压缩比,10.5,10.5,10.5,10.5,10.5,10.5,11,11
厂商指导价(元),10.29万,7.49万,6.59万,6.99万,8.29万,8.79万,8.79万,8.59万
厂商,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行
助力类型,电动助力,机械液压助力,机械液压助力,机械液压助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
前雾灯,●,●,●,●,●,●,●,●
前轮距(mm),1540,1540,1540,1540,1540,1540,1540,1540
前轮胎规格,195/60 R16,195/60 R16,195/60 R16,195/60 R16,195/60 R16,195/60 R16,215/50 R17,215/50 R17
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架+横向稳定杆,麦弗逊式独立悬架+横向稳定杆,麦弗逊式独立悬架+横向稳定杆,麦弗逊式独立悬架+横向稳定杆,麦弗逊式独立悬架+横向稳定杆,麦弗逊式独立悬架+横向稳定杆,麦弗逊式独立悬架+横向稳定杆,麦弗逊式独立悬架+横向稳定杆
前大灯雨雾模式,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-,-
前/后排座椅加热,-,-,-,-,-,-,-,-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,-,-,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,-,-,-,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-
内/外后视镜自动防眩目,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-
全景摄像头,●,-,-,-,-,-,-,-
全景天窗,-,-,-,-,-,-,-,-
倒车视频影像,●,●,-,●,●,●,●,-
侧滑门,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主动降噪,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-
中控台彩色大屏尺寸,8英寸,8英寸,-,8英寸,8英寸,8英寸,8英寸,-
中控台彩色大屏,●,●,-,●,●,●,●,-
中央差速器锁止功能,-,-,-,-,-,-,-,-
上市时间,2017.02,2017.02,2017.02,2017.02,2017.02,2017.02,2017.02,2017.08
上坡辅助,●,●,-,-,-,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-
GPS导航系统,●,-,-,-,-,-,-,-
CD/DVD,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-
