Feature,27120,27121,27122,27153,27154,27155,32564,32565,36030,36031,36764,36765
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1520,1530,1645,1530,1540,1600,1530,1625,1540,1530,1530,1540
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-
排量(mL),1987,1987,2494,1987,1987,1987,1987,2494,1987,1987,1987,1987
挡位个数,8,8,6,8,8,8,8,6,8,8,8,8
扬声器品牌,-,-,JBL,-,-,-,-,-,-,-,-,-
扬声器个数,4-5喇叭,6-7喇叭,10-11喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,4-5喇叭,4-5喇叭,6-7喇叭
手机无线充电,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射功能,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷,-,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-
座椅高低调节,●,●,●,●,●,●,●,●,●,●,●,●
座椅材料,织物,织物,仿皮+真皮,织物,仿皮+真皮,仿皮+真皮,织物,仿皮+真皮,织物,织物,织物,织物
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,●,-,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),6.4,6.4,8,6.4,6.4,6.9,6.4,8,6.4,6.4,6.4,6.4
工信部纯电续航里程(km),-,-,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1845,1845,1845,1845,1845,1845,1845,1845,1895,1845,1845,1895
实测油耗(L/100km),-,-,-,-,-,-,-,6.9,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,40.44,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-,13.32,-,-,-,-
定速巡航,-,●,●,●,●,●,●,●,●,●,●,●
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提示,●,●,●,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●
外接音源接口,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX
备胎规格,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸
四驱形式,-,-,适时四驱,-,-,适时四驱,-,适时四驱,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1570,1570,1560,1570,1570,1570,1570,1560,1570,1570,1570,1570
后轮胎规格,225/65 R17,225/65 R17,235/55 R18,225/65 R17,225/65 R17,225/65 R17,225/65 R17,235/55 R18,225/65 R17,225/65 R17,225/65 R17,225/65 R17
后视镜记忆,-,-,-,-,-,-,-,-,-,-,-,-
后视镜电动调节,●,●,●,●,●,●,●,●,●,●,●,●
后视镜电动折叠,-,●,●,●,●,●,●,●,●,-,-,●
后视镜加热,-,●,●,●,●,●,●,●,●,-,-,●
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,●,●,●,●,●,●,●,●,-,-,●
后排侧遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂独立悬架,双叉臂式独立悬架,双叉臂独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,无级变速箱(CVT),无级变速箱(CVT),手自一体变速箱(AT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),手自一体变速箱(AT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT)
变速箱,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),6挡手自一体,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),6挡手自一体,CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡),CVT无级变速(模拟8挡)
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,VVT-i,VVT-i,VVT-i,VVT-i,VVT-i,VVT-i,VVT-i,VVT-i,VVT-i,VVT-i,VVT-i,VVT-i
发动机型号,6ZR-FAE,6ZR-FAE,5AR-FE,6ZR-FAE,6ZR-FAE,6ZR-FAE,6ZR-FAE,5AR-FE,6ZR-FAE,6ZR-FAE,6ZR-FAE,6ZR-FAE
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●
发动机,2.0L 151马力 L4,2.0L 151马力 L4,2.5L 180马力 L4,2.0L 151马力 L4,2.0L 151马力 L4,2.0L 151马力 L4,2.0L 151马力 L4,2.5L 180马力 L4,2.0L 151马力 L4,2.0L 151马力 L4,2.0L 151马力 L4,2.0L 151马力 L4
压缩比,10.5,10.5,10.4,10.5,10.5,10.5,10.5,10.4,10.5,10.5,10.5,10.5
厂商指导价(元),17.98万,19.98万,26.98万,20.08万,21.48万,22.48万,20.28万,24.28万,20.48万,18.98万,18.98万,20.48万
厂商,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-
前雾灯,●,●,●,●,●,●,●,●,●,●,●,●
前轮距(mm),1570,1570,1560,1570,1570,1570,1570,1560,1570,1570,1570,1570
前轮胎规格,225/65 R17,225/65 R17,235/55 R18,225/65 R17,225/65 R17,225/65 R17,225/65 R17,235/55 R18,225/65 R17,225/65 R17,225/65 R17,225/65 R17
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,前-&nbsp;/&nbsp;后●,-,-,-,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-,-,-,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-,-,-,-,-,-
前/后排座椅加热,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,-,-,-,-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-,-
内/外后视镜自动防眩目,-,-,内●&nbsp;/&nbsp;外●,-,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,-,-,内●&nbsp;/&nbsp;外-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-
全景摄像头,-,●,●,●,●,●,●,●,●,-,-,●
全景天窗,-,-,●,-,-,-,-,●,-,-,-,-
倒车视频影像,-,●,●,●,●,●,●,●,●,-,-,●
侧滑门,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主动降噪,-,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,●,-,-,-,-,●,-,-,-,-
主/副驾驶座电动调节,-,-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-,-,-,-
中控台彩色大屏尺寸,-,7英寸,6.1英寸,7英寸,7英寸,7英寸,7英寸,7英寸,7英寸,-,-,7英寸
中控台彩色大屏,-,●,●,●,●,●,●,●,●,-,-,●
中央差速器锁止功能,-,-,●,-,-,●,-,●,-,-,-,-
中央差速器结构,-,-,多片离合器,-,-,多片离合器,-,多片离合器,-,-,-,-
上市时间,2016.07,2016.07,2016.07,2016.07,2016.07,2016.07,2018.09,2017.11,2018.09,2018.09,2018.11,2018.11
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,-,-,●,-,●,●,-,●,●,-,-,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-,-
GPS导航系统,-,-,●,-,-,-,-,-,-,-,-,-
CD/DVD,单碟CD,-,单碟CD,-,-,-,-,-,-,单碟CD,单碟CD,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-
