Feature,26491,26492,26494,32396,34215,34216,34490,34840,37009,37062
自适应巡航,-,-,-,-,-,●,●,●,●,●
自动驻车,-,-,-,-,●,●,●,-,●,-
自动泊车入位,-,-,-,-,-,●,●,●,●,●
自动头灯,-,-,-,-,●,●,●,●,●,●
膝部气囊,-,-,-,-,-,-,-,-,-,-
腰部支撑调节,-,-,-,-,-,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,汽油,油电混合,汽油
胎压监测装置,●,●,●,●,●,●,●,●,●,●
肩部支撑调节,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-,-,-
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
系统综合扭矩(N·m),-,-,-,-,-,-,-,-,-,-
系统综合功率(kW),-,-,-,-,158,158,158,-,158,-
简称,8挡双离合,8挡双离合,8挡双离合,8挡双离合,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,8挡双离合,E-CVT无级变速,8挡双离合
第二排靠背角度调节,-,-,-,-,-,-,-,-,-,-
第二排独立座椅,-,-,-,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-,-,-,-
空调控制方式,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●
空气悬架,-,-,-,-,-,-,-,-,-,-
皮质方向盘,●,●,●,●,●,●,●,●,●,●
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-
电池能量(kWh),-,-,-,-,-,-,-,-,-,-
电池组质保,-,-,-,-,10年或20万公里,10年或20万公里,10年或20万公里,-,10年或20万公里,-
电池类型,-,-,-,-,锂离子电池,锂离子电池,锂离子电池,-,锂离子电池,-
电机类型,-,-,-,-,-,-,-,-,-,-
电机布局,-,-,-,-,前置,前置,前置,-,前置,-
电动机总扭矩(N·m),-,-,-,-,315,315,315,-,315,-
电动机总功率(kW),-,-,-,-,135,135,135,-,135,-
电动座椅记忆,-,-,-,-,-,●,●,●,●,●
电动天窗,●,●,●,●,●,●,●,●,●,●
电动吸合门,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,●,●,●,●,●
环保标准,国V,国V,国V,国V,国VI,国VI,国VI,国V,国VI,国V
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,92号,92号,92号,95号,92号,95号
燃料形式,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,汽油,油电混合,汽油
温度分区控制,●,●,●,●,●,●,●,●,●,●
流媒体车内后视镜,-,-,-,-,-,-,-,-,-,-
油箱容积(L),50,50,50,50,50,50,50,50,50,50
气缸数(个),4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-,-,-,-,-
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-
最大马力(Ps),182,182,182,182,146,146,146,182,146,182
最大扭矩转速(rpm),1900-5000,1900-5000,1900-5000,1900-5000,4000,4000,4000,1900-5000,4000,1900-5000
最大扭矩(N·m)_y,240,240,240,240,175,175,175,240,175,240
最大扭矩(N·m)_x,240,240,240,240,-,-,-,240,-,240
最大功率转速(rpm),5500,5500,5500,5500,6200,6200,6200,5500,6200,5500
最大功率(kW)_y,134,134,134,134,107,107,107,134,107,134
最大功率(kW)_x,134,134,134,134,158,158,158,134,158,134
无钥匙进入系统,●,●,●,●,●,●,●,●,●,●
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-,-,-
方向盘换挡,●,●,●,●,●,●,●,●,●,●
方向盘加热,-,-,-,-,-,-,-,-,-,-
整车质保,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里,四年或10万公里
整备质量(kg),1497,1494,1500,1587,1608,1648,-,1630,-,-
整体主动转向系统,-,-,-,-,-,-,-,-,-,-
排量(mL),1498,1498,1498,1498,1993,1993,1993,1498,1993,1498
挡位个数,8,8,8,8,无级变速,无级变速,无级变速,8,无级变速,8
扬声器品牌,-,-,-,-,-,-,-,-,-,-
扬声器个数,8-9喇叭,4-5喇叭,8-9喇叭,8-9喇叭,8-9喇叭,≥12喇叭,≥12喇叭,≥12喇叭,≥12喇叭,≥12喇叭
手机无线充电,-,-,-,-,-,-,-,-,-,-
手机互联/映射功能,●,●,●,●,●,●,●,●,●,●
慢充时间(小时),-,-,-,-,-,-,-,-,-,-
感应雨刷,-,-,-,-,-,●,●,-,●,-
感应后备厢,-,-,-,-,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-,-,-,-,-
座椅高低调节,●,●,●,●,●,●,●,●,●,●
座椅材料,仿皮,织物,仿皮,仿皮,仿皮,真皮,真皮,真皮,真皮,真皮
座位数(个),5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,●,●,●,●,●,●,●,●
工信部综合油耗(L/100km),6.8,6.8,6.8,7.1,5,5,5,7.1,5,7.1
工信部纯电续航里程(km),-,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-
宽度(mm),1840,1840,1840,1840,1840,1840,1840,1840,1840,1840
实测油耗(L/100km),-,-,7.9,-,-,-,5.35,-,-,-
实测100-0km/h制动(m),-,-,38.65,-,-,-,40.5,-,-,-
实测0-100km/h加速(s),-,-,8.34,-,-,-,8.14,-,-,-
定速巡航,●,●,●,●,●,●,●,●,●,●
官方0-100km/h加速(s),8.6,8.6,8.6,9.7,8.6,8.6,8.6,9.7,8.6,-
安全带未系提示,●,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外接音源接口,USB+HDMI,USB+HDMI,USB+HDMI,USB+HDMI,USB+HDMI,USB+HDMI,USB+HDMI,USB+HDMI,USB+HDMI,USB+HDMI
备胎规格,无,无,无,无,无,无,无,无,无,无
四驱形式,-,-,-,适时四驱,-,-,-,适时四驱,-,适时四驱
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-
后雨刷,●,-,●,●,●,●,●,●,●,●
后轮距(mm),1567,1567,1567,1567,1567,1567,1567,1567,1567,1567
后轮胎规格,235/50 R18,235/50 R18,235/50 R18,235/50 R18,235/50 R18,235/50 R18,235/50 R18,235/50 R18,235/50 R18,235/50 R18
后视镜记忆,-,-,-,-,-,●,●,●,●,●
后视镜电动调节,●,●,●,●,●,●,●,●,●,●
后视镜电动折叠,●,●,●,●,●,●,●,●,●,●
后视镜加热,●,-,●,●,●,●,●,●,●,●
后电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-,-
后电动机最大功率(kW),-,-,-,-,-,-,-,-,-,-
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●,●
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,●,●,●,●,●,●,●,●
后排侧遮阳帘,-,-,-,-,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,●,●,●,●,-,-,-,●,-,●
可变悬架,软硬调节,软硬调节,软硬调节,软硬调节,软硬调节,软硬调节,软硬调节,软硬调节,软硬调节,软硬调节
可加热/制冷杯架,-,-,-,-,-,-,-,-,-,-
变速箱类型,双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),双离合变速箱(DCT),电子无级变速箱(E-CVT),双离合变速箱(DCT)
变速箱,8挡双离合,8挡双离合,8挡双离合,8挡双离合,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,8挡双离合,E-CVT无级变速,8挡双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-,-,-,-
发动机型号,-,-,-,-,-,-,-,-,-,-
发动机启停技术,●,●,●,●,●,●,●,●,●,●
发动机,1.5T 182马力 L4,1.5T 182马力 L4,1.5T 182马力 L4,1.5T 182马力 L4,2.0L 146马力 L4,2.0L 146马力 L4,2.0L 146马力 L4,1.5T 182马力 L4,2.0L 146马力 L4,1.5T 182马力 L4
压缩比,10.6,10.6,10.6,10.6,-,-,-,10.6,-,10.6
厂商指导价(元),24.98万,22.98万,25.98万,27.98万,29.98万,34.98万,35.28万,30.98万,36.78万,32.78万
厂商,广汽讴歌,广汽讴歌,广汽讴歌,广汽讴歌,广汽讴歌,广汽讴歌,广汽讴歌,广汽讴歌,广汽讴歌,广汽讴歌
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-
前雾灯,●,-,●,●,●,●,●,●,●,●
前轮距(mm),1555,1555,1555,1555,1555,1555,1555,1555,1555,1555
前轮胎规格,235/50 R18,235/50 R18,235/50 R18,235/50 R18,235/50 R18,235/50 R18,235/50 R18,235/50 R18,235/50 R18,235/50 R18
前电动机最大扭矩(N·m),-,-,-,-,315,315,315,-,315,-
前电动机最大功率(kW),-,-,-,-,135,135,135,-,135,-
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-,-,-,-
前/后排座椅加热,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-
内/外后视镜自动防眩目,-,-,-,-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,●,●,●,●,●
全景天窗,-,-,-,●,-,●,●,●,●,●
倒车视频影像,●,-,●,●,●,●,●,●,●,●
侧滑门,-,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,多点电喷,多点电喷,多点电喷,直喷,多点电喷,直喷
主动降噪,●,●,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,-,-,-,-,-,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-,-
中控台彩色大屏尺寸,8英寸,8英寸,8英寸,8英寸,8英寸,8英寸,8英寸,8英寸,8英寸,8英寸
中控台彩色大屏,●,●,●,●,●,●,●,●,●,●
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-
中央差速器结构,-,-,-,多片离合器,-,-,-,多片离合器,-,多片离合器
上市时间,2016.07,2016.07,2016.07,2017.10,2018.04,2018.04,2018.04,2018.05,2018.11,2018.11
上坡辅助,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,●,●,●,●,●,●,●,●
GPS导航系统,-,-,-,-,-,●,●,●,●,●
CD/DVD,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-
