Feature,33498,34644,34645
后排安全带式气囊,-,-,-
后排侧隐私玻璃,-,-,-
后排中央安全气囊,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-,-
后制动器类型,盘式,盘式,盘式
可变转向比,-,-,-
可加热喷水嘴,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动
发动机电子防盗,●,●,●
发动机特有技术,-,-,-
发动机型号,K14B-G,K14B-G,K14B-G
发动机启停技术,-,-,-
发动机,1.4L 101马力 L4,1.4L 101马力 L4,1.4L 101马力 L4
压缩比,-,-,-
厂商指导价(元),5.3999万,4.9999万,5.6999万
厂商,北汽昌河,北汽昌河,北汽昌河
助力类型,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-
前轮距(mm),1470,1470,1470
前轮胎规格,185/60 R15,185/60 R15,185/60 R15
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-
前/后排侧气囊,-,-,-
前/后中央扶手,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,-,-,-
全液晶仪表盘,-,-,-
倒车车侧预警系统,-,-,-
供油方式,多点电喷,多点电喷,多点电喷
主动降噪,-,-,-
主动闭合式进气格栅,-,-,-
主动刹车/主动安全系统,-,-,-
主/副驾驶座电动调节,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-
中央差速器锁止功能,-,-,-
上市时间,2018.05,2018.05,2018.05
上坡辅助,-,-,-
LED日间行车灯,○,-,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,-,-,-
GPS导航系统,-,-,-
ABS防抱死,●,●,●
220V/230V电源,-,-,-
