Feature,38912,38949,39029,40637,40638,40683,40684,40718
每缸气门数(个),4,-,4,4,4,-,-,-
最高车速(km/h),-,-,-,-,-,-,-,-
最小离地间隙(mm),-,-,-,-,-,-,-,-
最大马力(Ps),160,184,160,160,160,163,163,163
最大扭矩转速(rpm),1600-4000,-,1600-4000,1600-4000,1600-4000,-,-,-
最大扭矩(N·m)_y,245,280,245,245,245,280,280,280
最大扭矩(N·m)_x,775,280,525,525,525,280,280,280
最大功率转速(rpm),5200,-,5200,5200,5200,-,-,-
最大功率(kW)_y,118,135,118,118,118,120,120,120
最大功率(kW)_x,348,135,238,238,238,120,120,120
无钥匙进入系统,●,●,●,●,●,●,●,●
无钥匙启动系统,●,●,●,●,●,●,●,●
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-
整车质保,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里,六年或15万公里
整备质量(kg),-,-,-,-,-,-,-,-
整体主动转向系统,-,-,-,-,-,-,-,-
排量(mL),-,-,-,-,-,-,-,-
挡位个数,6,1,6,6,6,1,1,1
扬声器品牌,-,-,-,-,-,-,-,-
扬声器个数,8-9喇叭,8-9喇叭,8-9喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭
手机无线充电,●,●,●,-,●,●,●,-
手机互联/映射功能,-,-,-,-,-,-,-,-
慢充时间(小时)_y,5,-,5,5,5,-,-,-
慢充时间(小时)_x,5,-,5,5,5,-,-,-
感应雨刷,-,-,-,-,-,-,-,-
感应后备厢,●,●,-,-,-,-,-,-
快充电量百分比,-,80,-,-,-,80,80,80
快充电量(%),-,80,-,-,-,80,80,80
快充时间(小时)_y,-,1.2,-,-,-,1,1,1
快充时间(小时)_x,-,1.2,-,-,-,1,1,1
座椅高低调节,●,●,●,●,●,●,●,●
座椅材料,真皮,真皮,仿皮,仿皮,仿皮,仿皮,仿皮,仿皮
座位数(个),5,5,5,5,5,5,5,5
并线辅助,●,●,●,-,-,-,-,-
工信部综合油耗(L/100km),1.4,-,1.3,1.3,1.3,-,-,-
工信部纯电续航里程(km)_y,81,502,81,81,81,405,405,405
工信部纯电续航里程(km)_x,81,502,81,81,81,405,405,405
导航路况信息显示,●,●,●,●,●,●,●,●
宽度(mm),1860,1860,1860,1860,1860,1860,1860,1860
实测续航里程(km),-,-,-,-,-,-,-,-
实测油耗(L/100km),-,-,-,-,-,-,-,-
实测慢充时间(小时),-,-,-,-,-,-,-,-
实测快充时间(小时),-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-,-
定速巡航,●,●,●,●,●,●,●,●
官方0-100km/h加速(s),4.7,-,6.5,6.5,6.5,-,-,-
安全带未系提示,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●,●
外接音源接口,USB,USB,USB,USB,USB,USB,USB,USB
备胎规格,无,无,无,无,无,无,无,无
四驱形式,-,-,-,-,-,-,-,-
后风挡遮阳帘,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●
后轮距(mm),1565,1565,1565,1565,1565,1565,1565,1565
后轮胎规格,235/50 R19,235/50 R19,235/50 R19,225/60 R18,235/50 R19,235/50 R19,235/50 R19,225/60 R18
后视镜记忆,●,●,●,-,-,-,-,-
后视镜电动调节,●,●,●,●,●,●,●,●
后视镜电动折叠,●,●,●,-,-,-,●,-
后视镜加热,●,●,●,●,●,●,●,●
后电动机最大扭矩(N·m),280,-,280,280,280,-,-,-
后电动机最大功率(kW),120,-,120,120,120,-,-,-
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●
后排座椅电动调节,-,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-,-
变速箱类型,双离合变速箱(DCT),固定齿比变速箱,双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,6挡双离合,电动车单速变速箱,6挡双离合,6挡双离合,6挡双离合,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,●,-,●,●,●,-,-,-
发动机特有技术,-,-,-,-,-,-,-,-
发动机型号,BYD476ZQB,-,BYD476ZQB,BYD476ZQB,BYD476ZQB,-,-,-
发动机启停技术,-,-,-,-,-,-,-,-
发动机,1.5T 160马力 L4,纯电动 184马力,1.5T 160马力 L4,1.5T 160马力 L4,1.5T 160马力 L4,纯电动 163马力,纯电动 163马力,纯电动 163马力
压缩比,-,-,-,-,-,-,-,-
厂商指导价(元),21.98万,21.98万,19.98万,16.98万,17.98万,18.98万,19.98万,17.98万
厂商,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪,比亚迪
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
前雾灯,-,-,-,-,-,-,-,-
前轮距(mm),1565,1565,1565,1565,1565,1565,1565,1565
前轮胎规格,235/50 R19,235/50 R19,235/50 R19,225/60 R18,235/50 R19,235/50 R19,235/50 R19,225/60 R18
前电动机最大扭矩(N·m),250,280,-,-,-,280,280,280
前电动机最大功率(kW),110,135,-,-,-,120,120,120
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-,-
前/后排座椅加热,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,前●&nbsp;/&nbsp;后-,-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,-,前●&nbsp;/&nbsp;后●,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内置行车记录仪,○,○,○,-,-,-,-,-
内/外后视镜自动防眩目,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,内●&nbsp;/&nbsp;外-,-,-,-,内●&nbsp;/&nbsp;外-,-
全液晶仪表盘,●,●,●,●,●,●,●,●
全景摄像头,●,●,●,-,-,-,●,-
全景天窗,●,●,●,-,●,●,●,-
倒车视频影像,●,●,●,●,●,●,●,●
侧滑门,-,-,-,-,-,-,-,-
供油方式,直喷,-,直喷,直喷,直喷,-,-,-
主动降噪,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,-,-,-,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-
中控台彩色大屏尺寸,12.8英寸,12.8英寸,12.8英寸,10.1英寸,10.1英寸,10.1英寸,10.1英寸,10.1英寸
中控台彩色大屏,●,●,●,●,●,●,●,●
中央差速器锁止功能,-,-,-,-,-,-,-,-
上市时间,2019.07,2019.07,2019.07,2019.07,2019.07,2019.07,2019.07,2019.07
上坡辅助,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-
GPS导航系统,●,●,●,●,●,●,●,●
CD/DVD,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-
