Feature,31332,31333,31334,31335
中控液晶屏分屏显示,-,-,-,-
中控台彩色大屏尺寸,-,8英寸,8英寸,8英寸
中控台彩色大屏,-,●,●,●
中央差速器锁止功能,-,-,-,-
上市时间,2017.08,2017.08,2017.08,2017.08
上坡辅助,-,-,●,●
LED日间行车灯,-,-,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,-,-,-,-
GPS导航系统,-,-,-,●
CD/DVD,-,-,-,-
ABS防抱死,●,●,●,●
220V/230V电源,-,-,-,-
