Feature,1012264,1012265,1012266,1012267,1015438,1015439,1015440,1015441
发动机,3.0T 142马力 L4,3.0T 142马力 L4,3.0T 142马力 L4,3.0T 142马力 L4,3.0T 142马力 L4,3.0T 142马力 L4,3.0T 142马力 L4,3.0T 142马力 L4
压缩比,-,-,-,-,-,-,-,-
厂商指导价(元),11.88万,11.68万,10.08万,9.88万,11.88万,13.68万,12.08万,13.88万
厂商,庆铃五十铃,庆铃五十铃,庆铃五十铃,庆铃五十铃,庆铃五十铃,庆铃五十铃,庆铃五十铃,庆铃五十铃
卫星导航系统,○,○,○,○,●,●,●,●
助力类型,未知,未知,未知,未知,未知,未知,未知,未知
副座椅调节方式,,,,,,,,
前轮距(mm),-,-,-,-,-,-,-,-
前轮胎规格,235/75 R15,235/75 R15,215/75 R15,215/75 R15,215/75 R15,235/75 R15,215/75 R15,235/75 R15
前排座椅功能,-,-,-,-,-,-,-,-
前悬架类型,未知,未知,未知,未知,未知,未知,未知,未知
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后○,-,前-&nbsp;/&nbsp;后○,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
准拖挂车总质量(kg),-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,
主/副驾驶座电动调节,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
上市时间,2021.10,2021.10,2021.10,2021.10,2023.03,2023.03,2023.03,2023.03
上坡辅助,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●
