Feature,50579,50708
电机类型,永磁/同步,永磁/同步
电机布局,前置+后置,前置+后置
电动机总扭矩(N·m),486,486
电动机总功率(kW),164.2,164.2
电动机(Ps),223,223
电动扰流板,-,-
电动座椅记忆功能,-,-
电动吸合车门,-,-
电动后备厢位置记忆,-,-
电动后备厢,-,-
环保标准_y,国VI,国VI
环保标准_x,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,92号,92号
燃料形式,插电式混合动力,插电式混合动力
灯光特色功能,-,-
温度分区控制,●,●
液晶仪表尺寸,,
油箱容积(L),-,-
气缸数(个),4,4
气缸排列形式,L,L
每缸气门数(个),4,4
最高车速(km/h),220,220
最大马力(Ps),200,200
最大满载质量(kg),2303,2303
最大扭矩转速(rpm),3000-4500,3000-4500
最大扭矩(N·m)_y,300,300
最大扭矩(N·m)_x,520,520
最大功率转速(rpm),6000,6000
最大功率(kW)_y,147,147
最大功率(kW)_x,221,221
最大净功率(kW),147,147
无钥匙进入功能,,
无钥匙启动系统,●,●
方向盘记忆,-,-
方向盘材质,,
方向盘换挡,●,●
方向盘加热,-,-
方向盘位置调节,,
整车质保,三年或10万公里,三年或10万公里
整备质量(kg),1881,1881
接近角(°),20,20
排量(mL),1598,1598
换挡形式,,
挡位个数,8,8
扬声器数量,,
扬声器品牌名称,-,-
手机无线充电功能,-,-
手机互联/映射,,
手机APP远程功能,,
手势控制,-,-
慢充时间(小时)_y,-,-
慢充时间(小时)_x,-,-
感应雨刷功能,,
感应后备厢,-,-
快充电量百分比,-,-
快充电量(%),-,-
快充时间(小时)_y,-,-
快充时间(小时)_x,-,-
座椅材质,,
座位数(个),5,5
并线辅助,-,-
巡航系统,,
导航路况信息显示,●,●
宽度(mm),1850,1850
官方0-100km/h加速(s),7.1,7.1
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯清洗装置,-,-
大灯延时关闭,●,●
多层隔音玻璃,,
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,仅补胎工具,仅补胎工具
四驱形式,电动四驱,电动四驱
后风挡遮阳帘,-,-
后雨刷,●,●
后轮距(mm),1587,1587
后轮胎规格,225/55 R18,225/55 R18
后电动机最大扭矩(N·m),166,166
后电动机最大功率(kW),83,83
后排独立空调,-,-
后排液晶屏幕,-,-
后排杯架,-,-
后排控制多媒体,-,-
后排座椅电动放倒,-,-
后排座椅放倒形式,,
后排小桌板,-,-
后排侧隐私玻璃,-,-
后排侧窗遮阳帘,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●
后备厢容积(L),415,415
后制动器类型,盘式,盘式
可变转向比,-,-
可变悬架功能,-,-
可加热喷水嘴,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体
发动机电子防盗,●,●
发动机特有技术,CVVT,CVVT
发动机布局,横置,横置
发动机型号,5G10,5G10
发动机启停技术,-,-
发动机,1.6T 200马力 L4,1.6T 200马力 L4
厂商指导价(元),25.97万,24.97万
厂商,东风标致,东风标致
卫星导航系统,●,●
助力类型,电动助力,电动助力
加热/制冷杯架,-,-
副驾驶位后排可调节按钮,-,-
副座椅调节方式,,
前轮距(mm),1579,1579
前轮胎规格,225/55 R18,225/55 R18
前电动机最大扭矩(N·m),320,320
前电动机最大功率(kW),81.2,81.2
前方碰撞预警,●,-
前排座椅功能,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内置行车记录仪,-,-
内后视镜功能,,
全液晶仪表盘,●,●
倒车车侧预警系统,-,-
供油方式,直喷,直喷
主座椅调节方式,,
主动降噪,-,-
主动闭合式进气格栅,-,-
主动刹车/主动安全系统,●,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
上市时间,2021.04,2021.04
上坡辅助,●,●
Wi-Fi热点,●,●
WLTC综合油耗(L/100km),2.82,2.82
USB/Type-C接口数量,,
OTA升级,-,-
NEDC综合油耗(L/100km),1.7,1.7
NEDC纯电续航里程(km)_y,59,59
NEDC纯电续航里程(km)_x,59,59
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,-,-
ABS防抱死,●,●
4G/5G网络,,
220V/230V电源,-,-
