Feature,51765,51766,51767,56669,56670,56671
大灯延时关闭,-,-,-,-,-,-
多媒体/充电接口,-,,,-,,
多功能方向盘,-,-,-,-,-,-
外后视镜功能,-,-,,-,-,
备胎规格,无,无,无,无,无,无
后雨刷,-,-,●,-,-,●
后轮距(mm),1365,1365,1365,1365,1365,1365
后轮胎规格,165/70 R14 ,165/70 R14 ,165/70 R14 ,165/70 R14 ,165/70 R14 ,165/70 R14 
后排独立空调,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅放倒形式,,,,,,
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-,-,-,-,-
后备厢容积(L),300-1107,300-1107,300-1107,300-1107,300-1107,300-1107
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),7.24万,7.74万,8.54万,7.24万,7.74万,8.54万
厂商,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产
卫星导航系统,-,●,●,-,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),1380,1380,1380,1380,1380,1380
前轮胎规格,165/70 R14,165/70 R14,165/70 R14,165/70 R14,165/70 R14,165/70 R14
前电动机最大扭矩(N·m),125,125,125,125,125,125
前电动机最大功率(kW),33,33,33,33,33,33
前排座椅功能,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●
内后视镜功能,-,-,,-,-,
全液晶仪表盘,-,-,-,-,-,-
主座椅调节方式,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,-,,,-,,
中控屏幕尺寸,-,,,-,,
上市时间,2021.06,2021.06,2021.06,2022.04,2022.04,2022.04
上坡辅助,-,-,-,-,-,-
USB/Type-C接口数量,-,,,-,,
OTA升级,-,●,●,-,●,●
NEDC纯电续航里程(km)_y,301,301,301,301,301,301
NEDC纯电续航里程(km)_x,301,301,301,301,301,301
LED日间行车灯,-,-,●,-,-,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●
