Feature,30768,30769,30770,30771,30772,30773,30775,30776,30777,31963,31964,32577,32578,32579,32580,32581,33501,33688,33705,33706,33707,33709,33710,33711
车型名称,森雅R7 2017款 1.6L 手动时尚型,森雅R7 2017款 1.6L 手动舒适型,森雅R7 2017款 1.6L 手动豪华型,森雅R7 2017款 1.6L 手动智能型,森雅R7 2017款 1.6L 手动尊贵型,森雅R7 2017款 1.6L 自动舒适型,森雅R7 2017款 1.6L 自动智能型,森雅R7 2017款 1.6L 自动尊贵型,森雅R7 2017款 1.6L 自动旗舰型,森雅R7 2017款 1.5T 手动豪华型,森雅R7 2017款 1.5T 手动豪华天窗型,森雅R7 2017款 智能网联版 1.6L 手动智悦型,森雅R7 2017款 智能网联版 1.5T 手动智擎型,森雅R7 2017款 智能网联版 1.6L 自动智悦型,森雅R7 2017款 智能网联版 1.6L 自动智享型,森雅R7 2017款 智能网联版 1.6L 自动智尊型,森雅R7 2017款 改款 1.6L 自动豪华型,森雅R7 2018款 R7C 1.6L 手动智悦型,森雅R7 2018款 R7C 1.6L 手动豪华型,森雅R7 2018款 R7C 1.6L 自动豪华型,森雅R7 2018款 R7C 1.6L 自动智悦型,森雅R7 2018款 R7C 1.6L 自动智享型,森雅R7 2018款 R7C 1.6L 自动智尊型,森雅R7 2018款 R7C 1.5T 手动智擎型
车内空气调节/花粉过滤,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内氛围灯,-,-,-,●,●,-,-,●,●,-,-,●,●,-,●,●,-,●,-,-,-,●,●,●
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
行车电脑显示屏,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
行程(mm),86.9,86.9,86.9,86.9,86.9,86.9,86.9,86.9,86.9,-,-,86.9,-,86.9,86.9,86.9,86.9,86.9,86.9,86.9,86.9,86.9,86.9,-
行李厢容积(L),375,375,375,375,375,375,375,375,375,-,-,375,-,375,375,375,375,375,375,375,375,375,375,-
蓝牙/车载电话,-,●,●,●,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自适应巡航,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动泊车入位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,●,-,-,-,●,-,-,-,-,-,-,●,-,-,-,-,-,-,●,-
膝部气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
腰部支撑调节,-,-,-,●,●,-,-,●,●,-,-,●,●,-,●,●,-,●,-,-,-,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测装置,-,-,-,●,●,-,-,●,●,-,-,●,●,-,●,●,-,●,-,-,-,●,●,●
肩部支撑调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),76.5,76.5,76.5,76.5,76.5,76.5,76.5,76.5,76.5,-,-,76.5,-,76.5,76.5,76.5,76.5,76.5,76.5,76.5,76.5,76.5,76.5,-
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁
级别,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,5挡手动,5挡手动,5挡手动,5挡手动,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,5挡手动,5挡手动,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,5挡手动
第二排靠背角度调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅移动,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第三排座椅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调控制方式,手动●,手动●,自动●,自动●,自动●,手动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,自动●,手动●,自动●,自动●,手动●,自动●,自动●,自动●,自动●
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
皮质方向盘,-,●,●,●,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动天窗,-,○,●,●,●,-,●,●,●,-,●,●,●,●,●,●,○,●,●,○,●,●,●,●
电动吸合门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),-,●,●,●,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
流媒体车内后视镜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),50,50,50,50,50,50,50,50,50,-,-,50,-,50,50,50,50,50,50,50,50,50,50,-
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最小离地间隙(mm),180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
最大马力(Ps),116,116,116,116,116,116,116,116,116,150,150,116,150,116,116,116,116,116,116,116,116,116,116,150
最大扭矩转速(rpm),3800,3800,3800,3800,3800,3800,3800,3800,3800,-,-,3800,-,3800,3800,3800,3800,3800,3800,3800,3800,3800,3800,-
最大扭矩(N·m)_y,155,155,155,155,155,155,155,155,155,220,220,155,220,155,155,155,155,155,155,155,155,155,155,220
最大扭矩(N·m)_x,155,155,155,155,155,155,155,155,155,220,220,155,220,155,155,155,155,155,155,155,155,155,155,220
最大功率转速(rpm),5500,5500,5500,5500,5500,5500,5500,5500,5500,-,-,5500,-,5500,5500,5500,5500,5500,5500,5500,5500,5500,5500,-
最大功率(kW)_y,85,85,85,85,85,85,85,85,85,110,110,85,110,85,85,85,85,85,85,85,85,85,85,110
最大功率(kW)_x,85,85,85,85,85,85,85,85,85,110,110,85,110,85,85,85,85,85,85,85,85,85,85,110
无钥匙进入系统,-,-,-,●,●,-,●,●,●,-,-,●,●,●,●,●,-,●,-,-,●,●,●,●
无钥匙启动系统,-,-,-,●,●,-,●,●,●,-,-,●,●,●,●,●,-,●,-,-,●,●,●,●
方向盘调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节,上下调节
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1290,1290,1290,1290,1290,1340,1340,1340,1340,1335,1335,1290,1335,1340,1340,1340,1340,-,-,-,-,-,-,-
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
排量(mL),1598,1598,1598,1598,1598,1598,1598,1598,1598,1498,1498,1598,1498,1598,1598,1598,1598,1598,1598,1598,1598,1598,1598,1498
挡位个数,5,5,5,5,5,6,6,6,6,5,5,5,5,6,6,6,6,5,5,6,6,6,6,5
扬声器品牌,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
扬声器个数,2-3喇叭,2-3喇叭,6-7喇叭,6-7喇叭,6-7喇叭,2-3喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,2-3喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭,6-7喇叭
手机无线充电,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射功能,-,●,●,●,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
感应雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅高低调节,-,-,●,●,●,-,●,●,●,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●
座椅材料,织物,织物,真皮,真皮,真皮,织物,真皮,真皮,真皮,真皮,真皮,仿皮,仿皮,仿皮,仿皮,仿皮,真皮,真皮,真皮,仿皮,真皮,真皮,真皮,真皮
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),6.2,6.2,6.2,6.2,6.2,6.5,6.5,6.5,6.5,6.9,6.9,6.2,6.9,6.5,6.5,6.5,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,●,●,●,●,●,-,-,-,-,-,-,-,-
宽度(mm),1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780
实测油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
定速巡航,-,●,●,●,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提示,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多功能方向盘,-,●,●,●,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外接音源接口,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX,USB+AUX
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,●,●,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1535,1535,1535,1535,1535,1535,1535,1535,1535,-,-,1535,-,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,-
后轮胎规格,215/55 R17,215/55 R17,215/55 R17,215/55 R17,215/55 R17,215/55 R17,215/55 R17,215/55 R17,215/55 R17,235/45 R18,235/45 R18,215/55 R17,235/45 R18,215/55 R17,215/55 R17,215/55 R17,215/55 R17,215/55 R17,215/55 R17,215/55 R17,215/55 R17,215/55 R17,215/55 R17,235/45 R18
后视镜记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后视镜电动调节,-,-,●,●,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后视镜电动折叠,-,-,-,-,●,-,-,-,●,-,-,-,-,-,-,●,-,-,-,-,-,-,●,-
后视镜加热,-,-,●,●,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,●,●,●,-,●,●,●,-,-,●,●,●,●,●,-,●,●,-,●,●,●,●
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手动变速箱(MT),手动变速箱(MT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,5挡手动,5挡手动,5挡手动,5挡手动,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,5挡手动,5挡手动,6挡手自一体,6挡手自一体,6挡手自一体,6挡手自一体,5挡手动
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,VVT,VVT,VVT,VVT,VVT,VVT,VVT,VVT,VVT,-,-,VVT,-,VVT,VVT,VVT,VVT,VVT,VVT,VVT,VVT,VVT,VVT,-
发动机型号,CA4GB16,CA4GB16,CA4GB16,CA4GB16,CA4GB16,CA4GB16,CA4GB16,CA4GB16,CA4GB16,BM15T,BM15T,CA4GB16,BM15T,CA4GB16,CA4GB16,CA4GB16,CA4GB16,CA4GB16,CA4GB16,CA4GB16,CA4GB16,CA4GB16,CA4GB16,BM15T
发动机启停技术,○,●,●,●,●,●,●,●,●,-,-,●,-,●,●,●,●,●,●,●,●,●,●,-
发动机,1.6L 116马力 L4,1.6L 116马力 L4,1.6L 116马力 L4,1.6L 116马力 L4,1.6L 116马力 L4,1.6L 116马力 L4,1.6L 116马力 L4,1.6L 116马力 L4,1.6L 116马力 L4,1.5T 150马力 L4,1.5T 150马力 L4,1.6L 116马力 L4,1.5T 150马力 L4,1.6L 116马力 L4,1.6L 116马力 L4,1.6L 116马力 L4,1.6L 116马力 L4,1.6L 116马力 L4,1.6L 116马力 L4,1.6L 116马力 L4,1.6L 116马力 L4,1.6L 116马力 L4,1.6L 116马力 L4,1.5T 150马力 L4
压缩比,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,-,-,10.8,-,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,10.8,-
厂商指导价(元),6.69万,6.99万,7.49万,7.99万,8.69万,7.89万,8.89万,9.29万,9.99万,7.79万,7.99万,8.29万,8.49万,9.19万,9.59万,10.29万,8.29万,8.69万,7.99万,8.99万,9.59万,9.99万,10.69万,8.99万
厂商,一汽吉林,一汽吉林,一汽吉林,一汽吉林,一汽吉林,一汽吉林,一汽吉林,一汽吉林,一汽吉林,一汽吉林,一汽吉林,一汽吉林,一汽吉林,一汽吉林,一汽吉林,一汽吉林,一汽吉林,一汽吉林,一汽吉林,一汽吉林,一汽吉林,一汽吉林,一汽吉林,一汽吉林
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前雾灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前轮距(mm),1535,1535,1535,1535,1535,1535,1535,1535,1535,-,-,1535,-,1535,1535,1535,1535,1535,1535,1535,1535,1535,1535,-
