Feature,34150,34151,34152,34153,34154,40727,40729
电动吸合门,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-
环保标准,欧V,欧V,欧V,欧V,欧V,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油,汽油,汽油
温度分区控制,-,-,-,-,●,-,-
流媒体车内后视镜,-,-,-,-,-,-,-
油箱容积(L),50,50,50,50,50,-,-
气缸数(个),4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4
最高车速(km/h),202,224,224,224,240,225,225
最小离地间隙(mm),-,-,-,-,-,-,-
最大马力(Ps),122,156,156,156,211,163,163
最大扭矩转速(rpm),1250-4000,1250-4000,1250-4000,1250-4000,1200-4000,1620-4000,1620-4000
最大扭矩(N·m)_y,200,250,250,250,350,250,250
最大扭矩(N·m)_x,200,250,250,250,350,250,250
最大功率转速(rpm),5000,5300,5300,5300,5500,5500,5500
最大功率(kW)_y,90,115,115,115,155,120,120
最大功率(kW)_x,90,115,115,115,155,120,120
无钥匙进入系统,-,-,-,-,-,-,-
无钥匙启动系统,●,●,●,●,●,○,○
方向盘调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节,上下+前后调节
方向盘记忆,-,-,-,-,-,-,-
方向盘电动调节,-,-,-,-,-,-,-
方向盘换挡,●,●,●,●,●,●,●
方向盘加热,-,-,-,-,-,-,-
整车质保,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里
整备质量(kg),-,-,-,-,-,-,-
整体主动转向系统,-,-,-,-,-,-,-
排量(mL),1595,1595,1595,1595,1991,1332,1332
挡位个数,7,7,7,7,7,7,7
扬声器品牌,-,(选装harman/kardon哈曼卡顿),(选装harman/kardon哈曼卡顿),(选装harman/kardon哈曼卡顿),(选装harman/kardon哈曼卡顿),(选装Burmester柏林之声),(选装Burmester柏林之声)
扬声器个数,6-7喇叭,6-7喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),8-9喇叭(选装≥12喇叭),6-7喇叭(选装≥12喇叭)
手机无线充电,-,-,-,-,-,○,○
手机互联/映射功能,○,●,●,●,-,●,●
感应雨刷,-,-,●,●,●,●,●
感应后备厢,-,-,-,-,-,-,-
座椅高低调节,●,●,●,●,●,●,●
座椅材料,皮/织物混搭,皮/织物混搭,皮/织物混搭,皮/织物混搭,真皮,皮/织物混搭,皮/织物混搭
座位数(个),5,5,5,5,5,5,5
并线辅助,-,○,○,○,●,○,-
工信部综合油耗(L/100km),6.1,6.3,6.3,6.3,6.5,5.6,5.6
导航路况信息显示,-,-,-,-,-,●,-
宽度(mm),1780,1780,1780,1780,1780,1796,1796
实测油耗(L/100km),-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-
定速巡航,●,●,●,●,●,●,●
官方0-100km/h加速(s),8.8,8.1,8.1,8.1,6.7,8.3,8.3
安全带未系提示,●,●,●,●,●,●,●
大灯高度可调,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-
夜视系统,-,-,-,-,-,-,-
多天窗,-,-,-,-,-,-,-
多功能方向盘,●,●,●,●,●,●,●
外接音源接口,USB,USB,USB,USB,USB,USB,USB
备胎规格,无,无,无,无,无,无,无
后风挡遮阳帘,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●
后轮距(mm),-,-,-,-,-,-,-
后轮胎规格,205/55 R16,225/45 R17 ,225/40 R18,225/40 R18,225/40 R18,205/55 R17,205/55 R17
后视镜记忆,○,○,●,●,●,●,-
后视镜电动调节,●,●,●,●,●,●,●
后视镜电动折叠,-,●,●,●,●,●,-
后视镜加热,●,●,●,●,●,●,●
后桥限滑差速器/差速锁,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-
后排杯架,-,-,-,-,○,-,-
后排座椅电动调节,-,-,-,-,-,-,-
后排座椅放倒方式,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒,比例放倒
后排侧隐私玻璃,-,-,-,-,●,-,-
后排侧遮阳帘,-,-,-,-,-,-,-
后悬架类型,四连杆独立悬架,四连杆独立悬架,四连杆独立悬架,四连杆独立悬架,四连杆独立悬架,四连杆独立悬架,四连杆独立悬架
后座出风口,-,-,-,-,●,●,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,●,●,-,-
可变悬架,-,-,-,-,-,-,-
可加热/制冷杯架,-,-,-,-,-,-,-
变速箱类型,双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT),双离合变速箱(DCT)
变速箱,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合,7挡双离合
发动机电子防盗,●,●,●,●,●,●,●
发动机特有技术,-,-,-,-,-,-,-
发动机型号,270 910,270 910,270 910,270 910,270 920,-,-
发动机启停技术,●,●,●,●,●,●,●
发动机,1.6T 122马力 L4,1.6T 156马力 L4,1.6T 156马力 L4,1.6T 156马力 L4,2.0T 211马力 L4,1.3T 163马力 L4,1.3T 163马力 L4
压缩比,-,-,-,-,-,-,-
厂商指导价(元),21.98万,23.88万,26.38万,27.88万,33.68万,27.38万,25.78万
厂商,奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口),奔驰(进口)
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-
前雾灯,-,-,-,-,-,-,-
前轮距(mm),-,-,-,-,-,-,-
前轮胎规格,205/55 R16,225/45 R17 ,225/40 R18,225/40 R18,225/40 R18,205/55 R17 ,205/55 R17 
前桥限滑差速器/差速锁,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-
前/后排座椅加热,-,-,-,-,前●&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-
内/外后视镜自动防眩目,-,-,-,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,-
全液晶仪表盘,-,-,-,-,-,●,●
全景摄像头,-,-,-,-,-,-,-
全景天窗,●,●,●,●,●,●,●
倒车视频影像,-,○,●,●,●,○,-
侧滑门,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主动降噪,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,●
主/副驾驶座电动调节,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-
中控台彩色大屏尺寸,8英寸,8英寸,8英寸,8英寸,8英寸,10.25英寸,10.25英寸
中控台彩色大屏,●,●,●,●,●,●,●
中央差速器锁止功能,-,-,-,-,-,-,-
上市时间,2018.04,2018.04,2018.04,2018.04,2018.04,2019.07,2019.07
上坡辅助,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,○,-
GPS导航系统,-,○,○,○,○,●,-
CD/DVD,-,(选装单碟CD),(选装单碟CD),(选装单碟CD),(选装单碟CD),-,-
ABS防抱死,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-
