Feature,51725,53308,53309,53310,53311,53314,53315,53316,54503,54504,54530
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●
车联网,●,-,●,●,●,-,-,●,●,-,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,
车型名称,轩逸 2022款 e-POWER 超豪华Ultra,轩逸 2022款 1.6XE CVT舒享版,轩逸 2022款 1.6L XL CVT悦享版,轩逸 2022款 1.6L XL CVT智享版,轩逸 2022款 1.6L TOP CVT奢享版,轩逸 2022款 经典 1.6XE 手动舒适版,轩逸 2022款 经典 1.6XE CVT舒适版,轩逸 2022款 经典 1.6XL CVT豪华版,轩逸 2022款 e-POWER 超智联PLUS,轩逸 2022款 e-POWER 全电驱Pro,轩逸 2022款 e-POWER 超智驾MAX
车前雾灯,,-,,,,-,-,,,-,
车内香氛装置,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,,-,-,-,,-,-,-,-,-,-
车内化妆镜,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●
车侧脚踏板,-,-,-,-,-,-,-,-,-,-,-
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,-,-,-,-,-,-,-,-,-,-,-
负离子发生器,-,-,-,-,-,-,-,-,-,-,-
语音识别控制系统,,-,,,,-,-,,,-,
触摸式阅读灯,-,-,-,-,-,-,-,-,-,-,-
被动行人保护,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,,
行程(mm),-,-,-,-,-,-,-,-,-,-,-
行李厢容积(L),546,560,560,560,560,510,510,510,546,546,546
行李厢12V电源接口,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,-,-,●,●,●,●
芯片总算力,-,-,-,-,-,-,-,-,-,-,-
自适应远近光,●,-,-,-,●,-,-,-,-,-,●
自动驻车,●,-,●,●,●,-,-,-,●,●,●
自动泊车入位,-,-,-,-,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,-,-,-,●,-,●
膝部气囊,-,-,-,-,-,-,-,-,-,-,-
能源类型,汽油电驱,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油电驱,汽油电驱,汽油电驱
胎压监测功能,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-,-,-,-
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
系统综合扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-
系统综合功率(kW),-,-,-,-,-,-,-,-,-,-,-
简称,电动车单速变速箱,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,5挡手动,CVT无级变速,CVT无级变速,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,-,-,-,-,-,-,-,-,-,-,-
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-,-
百公里耗电量(kWh/100km),-,-,-,-,-,-,-,-,-,-,-
疲劳驾驶提示,●,-,-,●,●,-,-,-,-,-,●
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-
电池预加热,-,-,-,-,-,-,-,-,-,-,-
电池能量(kWh),-,-,-,-,-,-,-,-,-,-,-
电池组质保,八年或12万公里,-,-,-,-,-,-,-,八年或12万公里,八年或12万公里,八年或12万公里
电池类型,三元锂电池,-,-,-,-,-,-,-,三元锂电池,三元锂电池,三元锂电池
电机类型,永磁/同步,-,-,-,-,-,-,-,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,-,-,-,-,-,-,-,前置,前置,前置
电动机总扭矩(N·m),300,-,-,-,-,-,-,-,300,300,300
电动机总功率(kW),100,-,-,-,-,-,-,-,100,100,100
电动机(Ps),136,-,-,-,-,-,-,-,136,136,136
电动扰流板,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-
电动可调踏板,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
燃料形式,汽油电驱,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油电驱,汽油电驱,汽油电驱
灯光特色功能,-,-,-,-,-,-,-,-,-,-,-
激光雷达数量,-,-,-,-,-,-,-,-,-,-,-
温度分区控制,●,-,●,●,●,-,-,-,●,●,●
液晶仪表尺寸,,,,,,-,-,-,,,
涉水感应系统,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),41,47,47,47,47,50,50,50,41,41,41
气罐容积(L),-,-,-,-,-,-,-,-,-,-,-
气缸数(个),3,4,4,4,4,4,4,4,3,3,3
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L
毫米波雷达数量,-,-,-,-,-,-,-,-,-,-,-
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),165,186,186,186,186,188,182,182,165,165,165
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-,-
最大马力(Ps),72,135,135,135,135,122,122,122,72,72,72
最大扭矩转速(rpm),-,4000,4000,4000,4000,4000,4000,4000,-,-,-
最大扭矩(N·m)_y,-,159,159,159,159,155,155,155,-,-,-
最大扭矩(N·m)_x,-,159,159,159,159,155,155,155,-,-,-
最大功率转速(rpm),-,6300,6300,6300,6300,6000,6000,6000,-,-,-
最大功率(kW)_y,53,99,99,99,99,90,90,90,53,53,53
最大功率(kW)_x,53,99,99,99,99,90,90,90,53,53,53
最大净功率(kW),53,88,88,88,88,82,82,82,53,53,53
最低荷电状态油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-
无钥匙进入功能,,-,,,,-,-,-,,-,
无钥匙启动系统,●,●,●,●,●,-,-,-,●,●,●
无框设计车门,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1493,1270,1306,1306,1318,1188,1230,1243,1477,1449,1480
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-
摄像头数量,-,-,-,-,-,-,-,-,-,-,-
排量(mL),1198,1598,1598,1598,1598,1598,1598,1598,1198,1198,1198
挡位个数,1,无级变速,无级变速,无级变速,无级变速,5,无级变速,无级变速,1,1,1
扬声器数量,,,,,,,,,,,
扬声器品牌名称,,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,-,-,-,-,-,-,-,-,-,
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-
手势控制,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时),-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,,,,,,,,,,,
感应后备厢,-,-,-,-,-,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-,-,-,-,-,-
快充时间(小时),-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,
座椅布局,-,-,-,-,-,-,-,-,-,-,-
座位数(个),5,5,5,5,5,5,5,5,5,5,5
并线辅助,●,-,-,-,●,-,-,-,-,-,●
巡航系统,,-,-,,,-,-,-,-,-,
尾门玻璃独立开启,-,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,●,-,●,●,●,-,-,●,●,-,●
宽度(mm),1815,1815,1815,1815,1815,1760,1760,1760,1815,1815,1815
实测油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-
实测100-0km/h制动(m),-,-,-,-,-,-,-,-,-,-,-
实测0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-
官方0-100km/h加速(s),-,-,-,-,-,12.2,12.1,12.1,-,-,-
安全带未系提醒,,,,,,,,,,,
天窗类型,,-,,,,-,-,,,-,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,●,●,●,●,●,-,-,-,●,-,●
夜视系统,-,-,-,-,-,-,-,-,-,-,-
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,-,-,●,●,●,●
外后视镜功能,,,,,,,,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸,非全尺寸
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1577,1594,1594,1594,1577,1540,1540,1540,1577,1593,1577
后轮胎规格,215/50 R17,205/60 R16,205/60 R16,205/60 R16,215/50 R17,195/60 R16,195/60 R16,195/60 R16,215/50 R17,205/60 R16,215/50 R17
后电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-,-,-
后电动机最大功率(kW),-,-,-,-,-,-,-,-,-,-,-
后排独立空调,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,-,●,●,●,-,-,●,●,-,●
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-
后排座椅防下滑气囊,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-
后排座椅功能,-,-,-,-,-,-,-,-,-,-,-
后排小桌板,-,-,-,-,-,-,-,-,-,-,-
后排安全带式气囊,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-
后排中央安全气囊,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,●,-,●,●,●,-,●,●,●,-,●
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),手动变速箱(MT),无级变速箱(CVT),无级变速箱(CVT),固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,CVT无级变速,CVT无级变速,CVT无级变速,CVT无级变速,5挡手动,CVT无级变速,CVT无级变速,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,-,e-VTC,e-VTC,e-VTC,e-VTC,双C-VTC连续可变气门正时,双C-VTC连续可变气门正时,双C-VTC连续可变气门正时,-,-,-
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,HR12,HR16,HR16,HR16,HR16,HR16,HR16,HR16,HR12,HR12,HR12
发动机启停技术,-,-,●,●,●,-,●,●,-,-,-
发动机,1.2L 72马力 L3,1.6L 135马力 L4,1.6L 135马力 L4,1.6L 135马力 L4,1.6L 135马力 L4,1.6L 122马力 L4,1.6L 122马力 L4,1.6L 122马力 L4,1.2L 72马力 L3,1.2L 72马力 L3,1.2L 72马力 L3
压缩比,-,-,-,-,-,9.8,9.8,9.8,-,-,-
厂商指导价(元),17.49万,11.90万,12.99万,13.39万,14.49万,9.98万,10.86万,11.86万,14.99万,13.89万,15.59万
厂商,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产,东风日产
卫星导航系统,●,-,●,●,●,-,-,●,●,-,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-
副驾驶座垫式气囊,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,
前轮距(mm),1571,1588,1588,1588,1572,1540,1540,1540,1571,1587,1571
前轮胎规格,215/50 R17,205/60 R16,205/60 R16,205/60 R16,215/50 R17,195/60 R16,195/60 R16,195/60 R16,215/50 R17,205/60 R16,215/50 R17
前电动机最大扭矩(N·m),300,-,-,-,-,-,-,-,300,300,300
前电动机最大功率(kW),100,-,-,-,-,-,-,-,100,100,100
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-
前排中间气囊,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,-,-,-,前●&nbsp;/&nbsp;后●,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,●,-,●,●,●,-,-,●,●,-,●
内后视镜功能,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-
倒车车侧预警系统,●,-,-,-,●,-,-,-,-,-,●
侧滑门形式,-,-,-,-,-,-,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,●,●,●,-,-,-,-,-,-
主动刹车/主动安全系统,●,-,-,●,●,-,-,-,-,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,-,-,-,主●&nbsp;/&nbsp;副-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-,-,-,-,-,-,-,-,-
中控彩色屏幕,,-,,,,-,-,,,-,
中控屏幕尺寸,,-,,,,-,-,,,-,
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-,-
上市时间,2021.12,2021.09,2021.09,2021.09,2021.09,2021.09,2021.09,2021.09,2021.11,2021.11,2021.11
上坡辅助,●,●,●,●,●,-,-,-,●,●,●
WLTP纯电续航里程(km),-,-,-,-,-,-,-,-,-,-,-
WLTC综合油耗(L/100km),-,-,-,-,-,-,-,-,-,-,-
USB/Type-C接口数量,,,,,,,,,,,
OTA升级,●,-,●,●,●,-,-,●,●,-,●
NEDC综合油耗(L/100km),3.9,5.3,4.9,4.9,5.2,6.1,5.2,5.2,3.9,3.9,3.9
NEDC纯电续航里程(km),-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,-,●,●,●,-,-,-,●,-,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-,-,-,-,-,-,-
EPA纯电续航里程(km),-,-,-,-,-,-,-,-,-,-,-
CLTC纯电续航里程(km),-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-
