Feature,46130,46701,46702,56169,56170
第二排座椅功能,,,,-,-
空调温度控制方式,,,,,
空气悬架,-,-,-,-,-
离去角(°),33,33,27,33,33
疲劳驾驶提示,-,-,-,-,-
电磁感应悬架,-,-,-,-,-
电动扰流板,-,-,-,-,-
电动座椅记忆功能,,,,,
电动吸合车门,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-
电动后备厢,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
燃油标号,92号,95号,92号,95号,92号
燃料形式,汽油,汽油,汽油,汽油,汽油
灯光特色功能,-,-,-,-,-
满载最小离地间隙(mm),-,-,-,215,-
温度分区控制,-,-,-,-,-
液晶仪表尺寸,,,,-,
油箱容积(L),85,85,85,-,85
气缸数(个),6,4,6,4,6
气缸排列形式,V,L,V,L,V
每缸气门数(个),4,4,4,4,4
最高车速(km/h),180,160,180,160,180
最大马力(Ps),280,231,280,231,280
最大满载质量(kg),2785,2815,2785,2815,2785
最大扭矩转速(rpm),-,-,-,-,-
最大扭矩(N·m)_y,420,345,420,280,420
最大扭矩(N·m)_x,420,345,420,280,420
最大功率转速(rpm),-,-,-,-,-
最大功率(kW)_y,206,170,206,170,206
最大功率(kW)_x,206,170,206,170,206
最大净功率(kW),180,160,180,-,180
无钥匙进入功能,-,-,-,-,-
无钥匙启动系统,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,-,-,-,-,-
方向盘加热,●,-,●,-,-
方向盘位置调节,,,,,
整车质保,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里,三年或6万公里
整备质量(kg),2285,2315,2285,2315,2285
整体主动转向系统,-,-,-,-,-
接近角(°),39,39,34,39,39
排量(mL),2990,2290,2990,-,2990
换挡形式,,,,,
挡位个数,8,6,8,6,8
扬声器数量,,,,,
扬声器品牌名称,-,-,-,-,-
手机无线充电功能,-,-,-,-,-
手机互联/映射,,,,,-
手势控制,-,-,-,-,-
感应雨刷功能,,,,,
感应后备厢,-,-,-,-,-
座椅材质,,,,,
座位数(个),5,5,4,5,5
并线辅助,-,-,-,-,-
巡航系统,,,,,
导航路况信息显示,●,-,●,-,-
宽度(mm),1955,1955,1975,1890,1955
官方0-100km/h加速(s),-,-,-,-,-
安全带未系提醒,,,,,
天窗类型,,,,-,-
大灯高度可调,●,●,●,●,●
大灯清洗装置,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多层隔音玻璃,-,-,-,-,-
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,全尺寸,全尺寸,全尺寸,全尺寸,全尺寸
四驱形式,分时四驱,分时四驱,分时四驱,分时四驱,分时四驱
后风挡遮阳帘,-,-,-,-,-
后雨刷,●,●,●,●,●
后轮距(mm),1620,1620,1620,1620,1620
后轮胎规格,275/50 R20,265/65 R18,275/50 R20,265/65 R18,265/65 R20
后排独立空调,-,-,-,-,-
后排液晶屏幕,-,-,,-,-
后排杯架,●,●,●,●,●
后排控制多媒体,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-
后排座椅放倒形式,,,-,,
后排小桌板,-,-,-,-,-
后排侧隐私玻璃,-,-,●,-,-
后排侧窗遮阳帘,-,-,-,-,-
后悬架类型,五连杆螺旋弹簧非独立式,五连杆螺旋弹簧非独立式,五连杆螺旋弹簧非独立式,五连杆螺旋弹簧非独立悬架 ,五连杆螺旋弹簧非独立式
后座出风口,●,●,●,●,●
后备厢容积(L),-,-,-,-,-
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,-,-,-,-,-
可变悬架功能,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,6挡手自一体,8挡手自一体,6挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置
发动机型号,6G30TQY,B237R,6G30TQY,-,6G30TQY
发动机启停技术,-,-,-,-,-
发动机,3.0T 280马力 V6,2.3T 231马力 L4,3.0T 280马力 V6,2.3T 231马力 L4,3.0T 280马力 V6
厂商指导价(元),34.80万,29.80万,39.80万,29.49万,35.99万
厂商,北京越野,北京越野,北京越野,北京越野,北京越野
卫星导航系统,●,●,●,●,-
助力类型,机械液压助力,机械液压助力,机械液压助力,机械液压助力,机械液压助力
加热/制冷杯架,-,-,-,-,-
副驾驶位后排可调节按钮,●,●,●,-,-
副座椅调节方式,,,,,
前轮距(mm),1620,1620,1620,1620,1620
前轮胎规格,275/50 R20,265/65 R18,275/50 R20,265/65 R18,265/65 R20
前排座椅功能,,,,,
前悬架类型,双横臂螺旋弹簧独立悬架,双横臂螺旋弹簧独立悬架,双横臂螺旋弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂螺旋弹簧独立悬架
前大灯雨雾模式,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,●,-,●,-,-
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,-,●
倒车车侧预警系统,-,-,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
主座椅调节方式,,,,,
主动降噪,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
上市时间,2020.07,2020.07,2020.07,2022.03,2022.03
上坡辅助,●,●,●,●,●
USB/Type-C接口数量,,,,,
OTA升级,-,-,-,-,-
NEDC综合油耗(L/100km),11.2,11.2,11.2,11.2,11.2
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
HUD抬头数字显示,-,-,-,-,-
ABS防抱死,●,●,●,●,●
4G/5G网络,,-,,-,-
220V/230V电源,●,●,●,-,●
