Feature,1014577,1014780,1014781,1014782,1014783,1014784,1014785,1014786,1014787,1014788,1014789,1014790,1014791,1014792
车型名称,2023款 2.0T自动四驱汽油旗舰型标箱,2023款 2.0T手动两驱汽油时尚型长箱,2023款 2.0T手动两驱柴油时尚型长箱,2023款 2.0T手动四驱柴油领航型长箱,2023款 2.0T手动两驱汽油精英型长箱,2023款 2.0T手动四驱汽油精英型长箱,2023款 2.0T自动四驱汽油精英型长箱,2023款 2.0T自动两驱汽油领航型标箱,2023款 2.0T自动四驱汽油领航型标箱,2023款 2.0T手动两驱柴油精英型长箱,2023款 2.0T手动两驱柴油精英型长箱平箱,2023款 2.0T手动四驱柴油精英型标箱,2023款 2.0T手动四驱柴油精英型长箱,2023款 2.0T手动四驱柴油精英型长箱平箱
车前雾灯,,-,-,,-,-,-,,,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内化妆镜,,-,-,,-,-,-,,,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),1600x1595x500,1850x1595x500,1850x1595x500,1850x1595x500,1850x1595x500,1850x1595x500,1850x1595x500,1600x1595x500,1600x1595x500,1850x1595x500,1850x1595x500,1600x1595x500,1850x1595x500,1850x1595x500
行车电脑显示屏幕,,,,,,,,,,,,,,
行程(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-
能源类型,汽油,汽油,柴油,柴油,汽油,汽油,汽油,汽油,汽油,柴油,柴油,柴油,柴油,柴油
胎压监测功能,,-,-,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸体材料,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁,铸铁
级别,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡,皮卡
简称,8挡自动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,8挡自动,8挡自动,8挡自动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,-,-,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,0号,0号,92号,92号,92号,92号,92号,0号,0号,0号,0号,0号
燃料形式,汽油,汽油,柴油,柴油,汽油,汽油,汽油,汽油,汽油,柴油,柴油,柴油,柴油,柴油
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),80,80,80,80,80,80,80,80,80,80,80,80,80,80
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),190,190,165,165,190,190,190,180,190,165,165,165,165,165
最小离地间隙(mm),-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大马力(Ps),233,233,163,163,233,233,233,233,233,163,163,163,163,163
最大载重质量(kg),495,495,495,495,495,495,495,495,495,495,495,495,495,495
最大满载质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩转速(rpm),1900-3300,1900-3300,1500-2500,1500-2500,1900-3300,1900-3300,1900-3300,1900-3300,1900-3300,1500-2500,1500-2500,1500-2500,1500-2500,1500-2500
最大扭矩(N·m)_y,390,390,400,400,390,390,390,390,390,400,400,400,400,400
最大扭矩(N·m)_x,390,390,400,400,390,390,390,390,390,400,400,400,400,400
最大功率转速(rpm),5500,5500,3600,3600,5500,5500,5500,5500,5500,3600,3600,3600,3600,3600
最大功率(kW)_y,171,171,120,120,171,171,171,171,171,120,120,120,120,120
最大功率(kW)_x,171,171,120,120,171,171,171,171,171,120,120,120,120,120
无钥匙进入功能,,-,-,,,,,,,,,,,
无钥匙启动系统,●,-,-,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,
整车质保,四年或20万公里,四年或20万公里,四年或20万公里,四年或20万公里,四年或20万公里,四年或20万公里,四年或20万公里,四年或20万公里,四年或20万公里,四年或20万公里,四年或20万公里,四年或20万公里,四年或20万公里,四年或20万公里
整备质量(kg)_y,2060,-,-,-,-,-,-,-,-,-,-,-,-,-
整备质量(kg)_x,-,1950,2005,2115,1950,2060,2060,1940,2060,2005,2005,2115,2115,2115
排量(mL),1998,1998,1996,1996,1998,1998,1998,1998,1998,1996,1996,1996,1996,1996
挡位个数,8,6,6,6,6,6,8,8,8,6,6,6,6,6
扬声器数量,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,,-,-,,-,-,-,,,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-
工信部综合油耗(L/100km),9.9,9.2,8.5,9,9.2,9.6,9.9,9.6,9.9,8.5,8.5,9,9,9
巡航系统,,,,,,,,,,,,,,
宽度(mm),1980,1930,1930,1945,1930,1930,1930,1980,1980,1930,1930,1930,1930,1930
安全带未系提醒,,,,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630,1630
后轮胎规格,265/60 R18,245/70 R17,245/70 R17,265/60 R18,245/70 R17,245/70 R17,245/70 R17,265/60 R18,265/60 R18,245/70 R17,245/65 R17,245/70 R17,245/70 R17,245/65 R17
后排车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,,,
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,多连杆式整体后桥,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,多连杆式整体后桥,多连杆式整体后桥,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架,渐变刚度钢板弹簧非独立悬架
后座出风口,●,-,-,-,-,-,-,●,●,-,-,-,-,-
后制动器类型,盘式,鼓式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,自动变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),自动变速箱(AT),自动变速箱(AT),自动变速箱(AT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机电子防盗,●,-,-,●,●,●,●,●,●,●,●,●,●,●
发动机型号,JL486ZQ5,JL486ZQ5,GW4D20M,GW4D20M,JL486ZQ5,JL486ZQ5,JL486ZQ5,JL486ZQ5,JL486ZQ5,GW4D20M,GW4D20M,GW4D20M,GW4D20M,GW4D20M
发动机启停技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机,2.0T 233 马力 L4,2.0T 233 马力 L4,2.0T 163 马力 L4,2.0T 163 马力 L4,2.0T 233 马力 L4,2.0T 233 马力 L4,2.0T 233 马力 L4,2.0T 233 马力 L4,2.0T 233 马力 L4,2.0T 163 马力 L4,2.0T 163 马力 L4,2.0T 163 马力 L4,2.0T 163 马力 L4,2.0T 163 马力 L4
压缩比,10,10,16.2,16.2,10,10,10,10,10,16.2,16.2,16.2,16.2,16.2
厂商指导价(元),15.39万,9.99万,10.69万,13.89万,10.59万,11.89万,13.19万,12.99万,14.09万,11.19万,11.39万,12.59万,12.69万,12.89万
厂商,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车,长安汽车
卫星导航系统,●,-,-,●,-,-,-,●,●,-,-,-,-,-
助力类型,电动助力,电动助力,液压助力,液压助力,电动助力,电动助力,电动助力,电动助力,电动助力,液压助力,液压助力,液压助力,液压助力,液压助力
副座椅调节方式,,,,,,,,,,,,,,
前轮距(mm),1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610,1610
前轮胎规格,265/60 R18,245/70 R17,245/70 R17,265/60 R18,245/70 R17,245/70 R17,245/70 R17,265/60 R18,265/60 R18,245/70 R17,245/65 R17,245/70 R17,245/70 R17,245/65 R17
前排座椅功能,,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架,双叉臂式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,-,-,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●
准拖挂车总质量(kg),-,-,-,-,-,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,
中央差速器锁止功能,●,-,-,-,-,-,-,-,●,-,-,-,-,-
上市时间,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上坡辅助,●,-,-,●,●,●,●,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-,-
