Feature,31594,31634,31755
可加热/制冷杯架,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●
发动机特有技术,-,-,-
发动机型号,-,-,-
发动机启停技术,●,●,●
发动机,3.0T 340马力 V6,2.9T 440马力 V6,4.0T 550马力 V8
压缩比,-,-,-
厂商指导价(元),91.80万,118.80万,185.80万
厂商,保时捷,保时捷,保时捷
助力类型,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-
前雾灯,-,-,-
前轮距(mm),-,-,-
前轮胎规格,255/55 R19,255/55 R19,285/40 R21
前桥限滑差速器/差速锁,-,-,-
前悬架类型,多连杆独立悬架,多连杆独立悬架,多连杆独立悬架
前大灯雨雾模式,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,前○&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○
前/后排座椅按摩,前○&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○,前○&nbsp;/&nbsp;后○
前/后排座椅加热,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,-,-,-
内/外后视镜自动防眩目,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●,内●&nbsp;/&nbsp;外●
全液晶仪表盘,-,-,-
全景摄像头,○,○,○
全景天窗,●,●,●
倒车视频影像,○,●,●
侧滑门,-,-,-
供油方式,直喷,直喷,直喷
主动降噪,-,-,-
主动刹车/主动安全系统,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控液晶屏分屏显示,-,-,-
中控台彩色大屏尺寸,12.3英寸,12.3英寸,12.3英寸
中控台彩色大屏,●,●,●
中央差速器锁止功能,-,-,-
中央差速器结构,多片离合器,多片离合器,多片离合器
上市时间,2017.11,2018.11,2017.11
上坡辅助,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,○,○,○
GPS导航系统,●,●,●
CD/DVD,(选装单碟DVD),(选装单碟DVD),(选装单碟DVD)
ABS防抱死,●,●,●
220V/230V电源,-,-,-
