Feature,57834,57835,57836,57837,57838,57839,57840,57843,57844,57845,57846,57847,57848,57849,57850,57851
蓝牙/车载电话,○,●,●,●,●,●,●,●,●,●,○,●,○,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,-,●,-,●,-,●,●,-,●,●,-,●,-,●,-,●
膝部气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,-,-,-,-,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,-,-,-,-,-,-
缸体材料,-,-,-,-,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,-,-,-,-,-,-
级别,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV,紧凑型MPV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排独立座椅,●,●,●,●,●,●,●,●,●,●,●,●,-,-,-,-
第二排座椅调节,,,,,,,,,,,,,-,-,-,-
第二排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
第二排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,,,
空气悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
离去角(°),20,20,20,20,21,21,21,21,21,21,20,20,20,20,20,20
百公里耗电量(kWh/100km),15.1,15.1,14.2,14.2,16.1,16.1,16.1,16.1,16.1,16.1,15.1,15.1,15.1,15.1,14.2,14.2
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,上汽时代,上汽时代,上汽时代,上汽时代,上汽时代,上汽时代,上汽时代,上汽时代,上汽时代,上汽时代,上汽时代,上汽时代,上汽时代,上汽时代,上汽时代,上汽时代
电能当量燃料消耗量(L/100km),1.71,1.71,1.6,1.6,1.82,1.82,1.82,1.82,1.82,1.82,1.71,1.71,1.71,1.71,1.6,1.6
电磁感应悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池预加热,○,●,○,○,○,○,○,○,○,○,○,●,○,●,○,○
电池能量密度(Wh/kg),177.9,177.9,185.88,185.88,-,-,-,-,-,-,177.9,177.9,177.9,177.9,185.88,185.88
电池能量(kWh),61.1,61.1,70,70,13,13,13,13,13,13,61.1,61.1,61.1,61.1,70,70
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m)_y,310,310,310,310,160,160,160,160,160,160,310,310,310,310,310,310
电动机总扭矩(N·m)_x,310,310,310,310,160,160,160,160,160,160,310,310,310,310,310,310
电动机总功率(kW)_y,130,130,130,130,60,60,60,60,60,60,130,130,130,130,130,130
电动机总功率(kW)_x,130,130,130,130,60,60,60,60,60,60,130,130,130,130,130,130
电动机总功率(Ps),177,177,177,177,82,82,82,82,82,82,177,177,177,177,177,177
电动机(Ps),177,177,177,177,82,82,82,82,82,82,177,177,177,177,177,177
电动扰流板,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动吸合车门,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,●,-,●,-,○,●,-,○,●,-,●,-,●,-,●
电动后备厢,-,●,-,●,-,○,●,-,○,●,-,●,-,●,-,●
环保标准_y,-,-,-,-,国VI,国VI,国VI,国VI,国VI,国VI,-,-,-,-,-,-
环保标准_x,-,-,-,-,国VI,国VI,国VI,国VI,国VI,国VI,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,-,-,-,-,92号,92号,92号,92号,92号,92号,-,-,-,-,-,-
燃料形式,纯电动,纯电动,纯电动,纯电动,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
灯光特色功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,,,,,,,
油箱容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
气缸数(个),-,-,-,-,3,3,3,3,3,3,-,-,-,-,-,-
气缸排列形式,-,-,-,-,L,L,L,L,L,L,-,-,-,-,-,-
每缸气门数(个),-,-,-,-,4,4,4,4,4,4,-,-,-,-,-,-
最高车速(km/h),170,170,170,170,180,180,180,180,180,180,170,170,170,170,170,170
最大马力(Ps),177,177,177,177,163,163,163,163,163,163,177,177,177,177,177,177
最大满载质量(kg),2360,2360,2285,2340,2240,2240,2240,2240,2240,2240,2360,2360,2360,2360,2185,2240
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m),310,310,310,310,230,230,230,230,230,230,310,310,310,310,310,310
最大功率转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大功率(kW),130,130,130,130,120,120,120,120,120,120,130,130,130,130,130,130
最大净功率(kW),-,-,-,-,115,115,115,115,115,115,-,-,-,-,-,-
最低荷电状态油耗(L/100km),-,-,-,-,6.79,6.79,6.79,6.79,6.79,6.79,-,-,-,-,-,-
无钥匙进入功能,,,,,,,,,,,,,,,,
无钥匙启动系统,○,●,○,●,●,●,●,●,●,●,○,●,○,●,○,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,,
整车质保,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里,三年或8万公里
整备质量(kg),1810,1870,1825,1880,1772,1772,1772,1772,1772,1772,1810,1870,1810,1870,1800,1855
整体主动转向系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
接近角(°),14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
排量(mL),-,-,-,-,1349,1349,1349,1349,1349,1349,-,-,-,-,-,-
换挡形式,,,,,,,,,,,,,,,,
挡位个数,1,1,1,1,10,10,10,10,10,10,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,,-,-,,-,-,,-,-,-,-,-,
手机互联/映射,,-,-,-,,-,-,,-,-,,-,,-,-,-
手势控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时)_y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
慢充时间(小时)_x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充电量百分比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充电量(%),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充时间(小时)_y,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充时间(小时)_x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,,,,,
座椅布局,,,,,,,,,,,,,-,-,-,-
座位数(个),7,7,6,6,7,7,7,6,6,6,6,6,5,5,5,5
并线辅助,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,○
巡航系统,,,,,,,,,,,,,,,,
导航路况信息显示,-,●,●,●,-,●,●,-,●,●,-,●,-,●,●,●
宽度(mm),1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825,1825
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯清洗装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多层隔音玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,,
备胎规格,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无,无
地图品牌,-,,,,-,,,-,,,-,,-,,,
后风挡遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后轮距(mm),1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570
后轮胎规格,205/60 R16,215/55 R17,205/60 R16,215/55 R17,205/60 R16,215/55 R17,215/55 R17,205/60 R16,215/55 R17,215/55 R17,205/60 R16,215/55 R17,205/60 R16,215/55 R17,205/60 R16,215/55 R17
后排独立空调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后排液晶屏幕,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排控制多媒体,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动放倒,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,,,,,
后排小桌板,-,-,○,●,-,○,●,-,○,●,-,-,-,-,-,-
后排侧隐私玻璃,-,●,-,●,-,●,●,-,●,●,-,●,-,●,-,●
后排侧窗遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架,扭力梁式非独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可加热喷水嘴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,机械式自动变速箱(AMT),机械式自动变速箱(AMT),机械式自动变速箱(AMT),机械式自动变速箱(AMT),机械式自动变速箱(AMT),机械式自动变速箱(AMT),固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,AMT（组合10挡）,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,-,-,-,-,●,●,●,●,●,●,-,-,-,-,-,-
发动机最大扭矩(N·m),-,-,-,-,230,230,230,230,230,230,-,-,-,-,-,-
发动机最大功率(kW),-,-,-,-,120,120,120,120,120,120,-,-,-,-,-,-
发动机布局,-,-,-,-,横置,横置,横置,横置,横置,横置,-,-,-,-,-,-
发动机型号,-,-,-,-,LIY,LIY,LIY,LIY,LIY,LIY,-,-,-,-,-,-
发动机启停技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机,纯电动,纯电动,纯电动,纯电动,1.3T 163马力 L3,1.3T 163马力 L3,1.3T 163马力 L3,1.3T 163马力 L3,1.3T 163马力 L3,1.3T 163马力 L3,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
厂商指导价(元),19.98万,23.28万,21.58万,22.58万,17.38万,18.78万,20.38万,17.38万,18.78万,20.38万,19.98万,23.28万,19.68万,22.98万,21.28万,22.28万
厂商,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通
卫星导航系统,-,●,●,●,-,●,●,-,●,●,-,●,-,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,,
前轮距(mm),1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560
前轮胎规格,205/60 R16,215/55 R17,205/60 R16,215/55 R17,205/60 R16,215/55 R17,215/55 R17,205/60 R16,215/55 R17,215/55 R17,205/60 R16,215/55 R17,205/60 R16,215/55 R17,205/60 R16,215/55 R17
前电动机最大扭矩(N·m),310,310,310,310,160,160,160,160,160,160,310,310,310,310,310,310
前电动机最大功率(kW),130,130,130,130,60,60,60,60,60,60,130,130,130,130,130,130
前方碰撞预警,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,○
前排座椅功能,-,-,-,,-,-,,-,-,,-,-,-,-,-,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前○&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前○&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动能量回收系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,,,,,,,,
全液晶仪表盘,-,-,●,●,-,-,-,-,-,-,-,-,-,-,●,●
倒车车侧预警系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,-,-,-,-,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,-,-,-,-,-,-
低速行车警告,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,○
主/副驾驶座电动调节,主○&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主○&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主○&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主○&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主○&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●
