Feature,36860,38874,38875,38876,38877,44199,46559,46560
自动驻车,●,●,●,●,-,●,●,●
自动泊车入位,●,●,-,-,-,-,-,-
自动头灯,●,●,●,-,-,-,●,●
能量回收系统,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-
级别,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV,小型SUV
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,,,,,-,,,
空调温度控制方式,,,,,,,,
离去角(°),23,23,23,23,23,23,23,23
百公里耗电量(kWh/100km),13.6,13.6,13.6,13.6,13.6,13.4,13.4,14.6
疲劳驾驶提示,-,-,-,-,-,-,-,-
电芯品牌,,,,,,,,
电能当量燃料消耗量(L/100km),1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.7
电池能量密度(Wh/kg),160.78,160.78,160.78,160.78,160.78,144.55,144.55,151.37
电池能量(kWh),61,61,61,61,61,53,53,61
电池类型,,,,,,,,
电池慢充时间(小时)_y,10,10,10,10,10,8.5,8.5,10
电池慢充时间(小时)_x,10,10,10,10,10,8.5,8.5,10
电池快充电量范围(%)_y,80,80,80,80,80,80,80,80
电池快充电量范围(%)_x,80,80,80,80,80,80,80,80
电池快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
电池快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),300,300,300,300,300,300,300,300
电动机总功率(kW),160,160,160,160,160,160,160,160
电动机总功率(Ps),218,218,218,218,218,218,218,218
电动机(Ps),218,218,218,218,218,218,218,218
电动座椅记忆功能,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,-,●,●,●
温度分区控制,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,
最高车速(km/h),150,150,150,150,150,150,150,150
最大满载质量(kg),2000,2000,2000,2000,2000,1975,1975,2040
最大扭矩(N·m),300,300,300,300,300,300,300,300
最大功率(kW),160,160,160,160,160,160,160,160
无钥匙进入功能,,,,-,-,-,,
无钥匙启动系统,●,●,●,●,-,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,
整车质保,,,,,,,,
整备质量(kg),1600,1600,1600,1600,1600,1575,1575,1640
接近角(°),17,17,17,17,17,17,17,17
换挡形式,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-
手机互联/映射,,,,,-,,,
手机APP远程功能,,,,,-,,,
感应雨刷功能,,,,-,-,-,,
快充功能,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,
座位数(个),,,,,,,,
并线辅助,●,●,-,-,-,-,-,-
巡航系统,,-,-,-,-,-,-,-
导航路况信息显示,●,●,●,●,-,●,●,●
对外放电,●,-,-,-,-,-,-,-
宽度(mm),1780,1780,1780,1780,1780,1780,1780,1780
实测100-0km/h制动(m),41.28,-,-,-,-,-,-,-
实测0-100km/h加速(s),8.07,-,-,-,-,-,-,-
官方0-100km/h加速(s),7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9
安全带未系提醒,,,,,,,,
天窗类型,,,,-,-,-,,
大灯高度可调,●,●,●,●,-,●,●,●
大灯延时关闭,●,●,●,●,-,●,●,●
多媒体/充电接口,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,
备胎规格,,,,,,,,
后雨刷,●,●,●,●,●,●,●,●
后轮距(mm),1510,1510,1510,1510,1510,1510,1510,1510
后轮胎规格,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,-,●,●,●
后排座椅放倒形式,,,,,,,,
后排侧隐私玻璃,●,●,-,-,-,-,-,-
后悬架类型,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-
后备厢容积(L),300,300,300,300,300,300,300,300
后制动器类型,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),16.39万,15.39万,14.39万,13.39万,12.39万,11.99万,12.99万,13.99万
厂商,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车
卫星导航系统,●,●,●,●,-,●,●,●
助力类型,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,
前轮距(mm),1515,1515,1515,1515,1515,1515,1515,1515
前轮胎规格,,,,,,,,
前电动机最大扭矩(N·m),300,300,300,300,300,300,300,300
前电动机最大功率(kW),160,160,160,160,160,160,160,160
前方碰撞预警,●,-,-,-,-,-,-,-
前排座椅功能,,,-,-,-,-,-,-
前悬架类型,,,,,,,,
前制动器类型,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,-,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内置行车记录仪,●,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,
全液晶仪表盘,●,●,●,●,-,●,●,●
低速行车警告,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,
主动闭合式进气格栅,●,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,-,-,-,-,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,-,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,,,,,,,,
上市时间,2019.04,2019.04,2019.04,2019.04,2019.04,2020.02,2020.02,2019.08
上坡辅助,●,●,●,●,●,●,●,●
三电系统质保,,,,,,,,
Wi-Fi热点,●,●,●,●,-,●,●,●
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,-,●,●,●
NEDC纯电续航里程(km)_y,501,501,501,501,501,421,421,476
NEDC纯电续航里程(km)_x,501,501,501,501,501,421,421,476
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,,,,-,,,
