Feature,50673,50827,50955,50958,62265,62266,64186,64266,64267,64268,64269,64270
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,●,●,●,●,●,●,●,●,●,●,●
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,
车型名称,北京EU5 PLUS 2021款 R600 尊享版,北京EU5 PLUS 2021款 R500 优享版,北京EU5 PLUS 2021款 R500 尊享版,北京EU5 PLUS 2021款 R600 优享版,北京EU5 PLUS 2022款 优享出行版,北京EU5 PLUS 2022款 尊享出行版,北京EU5 PLUS 2023款 R600 尊享版,北京EU5 PLUS 2023款 R500 优享版,北京EU5 PLUS 2023款 R500 尊享版,北京EU5 PLUS 2023款 R600 优享版,北京EU5 PLUS 2023款 R500 优享出行版,北京EU5 PLUS 2023款 R500 尊享出行版
车前雾灯,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,,,,,-,,,,,,,
车内化妆镜,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,,,,,,,,,,,
行车电脑显示屏幕,,,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●
能量回收系统,●,●,●,●,●,●,●,●,●,●,●,●
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,,,,,,,,,,,,
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-,-
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,
离去角(°),18,18,18,18,18,18,18,18,18,18,18,18
百公里耗电量(kWh/100km),13.4,13.3,13.3,13.4,13.3,13.3,13.4,13.3,13.3,13.4,13.3,13.3
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,江苏时代,宁德时代/江苏时代,宁德时代/江苏时代,江苏时代,宁德时代/江苏时代,宁德时代/江苏时代,江苏时代,宁德时代/江苏时代,宁德时代/江苏时代,江苏时代,宁德时代/江苏时代,宁德时代/江苏时代
电能当量燃料消耗量(L/100km),1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
电池预加热,●,●,●,●,●,●,●,●,●,●,●,●
电池能量密度(Wh/kg),190.1,164.41,164.41,190.1,164.41,164.41,190.1,164.41,164.41,190.1,164.41,164.41
电池能量(kWh),60.7,49.6,49.6,60.7,49.6,49.6,60.7,49.6,49.6,60.7,49.6,49.6
电池组质保,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,五年或50万公里,五年或50万公里,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,首任车主不限年限/里程（责任免除条款以官方为准）,五年或50万公里,五年或50万公里
电池类型,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池,三元锂电池
电池冷却方式,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷,液冷
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置,前置
电动机总扭矩(N·m),240,240,240,240,240,240,240,240,240,240,240,240
电动机总功率(kW),120,120,120,120,120,120,120,120,120,120,120,120
电动机总功率(Ps),163,163,163,163,163,163,163,163,163,163,163,163
电动机(Ps),163,163,163,163,163,163,163,163,163,163,163,163
电动座椅记忆功能,,,,,-,,,,,,,
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●
热泵空调,●,-,●,-,-,●,●,-,●,-,-,●
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,,,
最高车速(km/h),150,150,150,150,150,150,150,150,150,150,150,150
最大满载质量(kg),1995,1955,1955,1995,1955,1955,1995,1955,1955,1995,1955,1955
最大扭矩(N·m),240,240,240,240,240,240,240,240,240,240,240,240
最大功率(kW),120,120,120,120,120,120,120,120,120,120,120,120
无钥匙进入功能,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,
整车质保,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里,三年或12万公里
整备质量(kg),1620,1580,1580,1620,1580,1580,1620,1580,1580,1620,1580,1580
接近角(°),15,15,15,15,15,15,15,15,15,15,15,15
换挡形式,,,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,-,,-,-,,,-,,-,-,
手机互联/映射,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,
慢充时间(小时)_y,10,8.5,8.5,10,8.5,8.5,10,8.5,8.5,10,8.5,8.5
慢充时间(小时)_x,10,8.5,8.5,10,8.5,8.5,10,8.5,8.5,10,8.5,8.5
感应雨刷功能,,,,,,,,,,,,
快充电量百分比,80,80,80,80,80,80,30-80,30-80,30-80,30-80,30-80,30-80
快充电量(%),80,80,80,80,80,80,30-80,30-80,30-80,30-80,30-80,30-80
快充时间(小时)_y,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
快充时间(小时)_x,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,,,,
座位数(个),5,5,5,5,5,5,5,5,5,5,5,5
并线辅助,●,○,●,○,-,●,●,○,●,○,○,●
巡航系统,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●
对外放电,●,-,-,●,-,-,●,-,-,●,-,-
宽度(mm),1820,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820,1820
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,
备胎规格,无,无,无,无,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具,补胎工具
声纹识别,-,-,-,-,-,-,●,●,●,●,●,●
地图品牌,-,-,-,-,-,-,,,,,,
四驱形式,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560,1560
后轮胎规格,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,-,●,-,-,●,●,-,●,-,-,●
后排座椅放倒形式,,,,,,,,,,,,
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式,盘式
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),15.59万,13.59万,14.59万,14.59万,14.59万,15.59万,14.99万,12.99万,13.99万,13.99万,14.59万,15.59万
厂商,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车,北京汽车
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,
前轮距(mm),1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555
前轮胎规格,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17,215/50 R17
前电动机最大扭矩(N·m),240,240,240,240,240,240,240,240,240,240,240,240
前电动机最大功率(kW),120,120,120,120,120,120,120,120,120,120,120,120
前方碰撞预警,●,-,●,-,-,●,●,-,●,-,-,●
前排座椅功能,,,,,-,,,,,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,前●&nbsp;/&nbsp;后●,-,-,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前○&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●,●
低速行车警告,●,●,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,,
主动刹车/主动安全系统,●,-,●,-,-,●,●,-,●,-,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2021.05,2021.05,2021.05,2021.05,2023.03,2023.03,2023.08,2023.08,2023.08,2023.08,2023.08,2023.08
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,,,,,,,
OTA升级,●,●,●,●,●,●,●,●,●,●,●,●
NEDC纯电续航里程(km)_y,501,416,416,501,416,416,501,416,416,501,416,416
NEDC纯电续航里程(km)_x,501,416,416,501,416,416,501,416,416,501,416,416
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●
ETC装置,○,○,○,○,○,○,○,○,○,○,○,○
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,
