Feature,1016198,1016199,1016200,1016201,1019001,1019002,1019003,1019004,1019005,1019006,1019007,1019008,1019009,1019010,1019011,1019012,1019021
车联网,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车窗防夹手功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车窗一键升降功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车型名称,橙仕X7 2023款 单排厢式货车高顶,橙仕X7 2023款 单排厢式货车低顶,橙仕X7 2023款 单排栏板货车,橙仕X7 2023款 二类底盘,橙仕X7 2024款 Plus 4.4米厢式货车高顶,橙仕X7 2024款 Plus 4.6米厢式货车高顶,橙仕X7 2024款 Plus 4.75米厢式货车高顶,橙仕X7 2024款 Plus 4.96米厢式货车高顶,橙仕X7 2024款 Plus 4.4米厢式货车低顶,橙仕X7 2024款 Plus 4.6米厢式货车低顶,橙仕X7 2024款 Plus 4.75米厢式货车低顶,橙仕X7 2024款 Plus 4.96米厢式货车低顶,橙仕X7 2024款 Plus 4.4米栏板车,橙仕X7 2024款 Plus 4.6米栏板车,橙仕X7 2024款 Plus 4.75米栏板车,橙仕X7 2024款 Plus 4.96米栏板车,橙仕X7 2024款 Plus 4.4米栏板车创富版
车前雾灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内环境氛围灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内中控锁,-,-,-,-,●,●,●,●,●,●,●,●,●,●,●,●,-
车内PM2.5过滤装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车体结构,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
货箱尺寸(mm),2505x1490x1608,2505x1490x1257,2490x1490x360,-,2505x1490x1610,2705x1490x1610,2855x1490x1610,3065x1490x1610,2505x1490x1260,2705x1490x1260,2855x1490x1260,3065x1490x1260,2505x1490x360,2705x1490x360,2855x1490x360,3065x1490x360,2505x1490x360
语音识别控制系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,,,,,,,,
蓝牙/车载电话,-,-,-,-,●,●,●,●,●,●,●,●,●,●,●,●,-
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
能源类型,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
级别,微卡,微卡,微卡,微卡,微卡,微卡,微卡,微卡,微卡,微卡,微卡,微卡,微卡,微卡,微卡,微卡,微卡
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,-,-,-,-,,,,,,,,,,,,,-
离去角(°),18.4,18.4,18.4,18.4,21,18.7,21,17,21,18.7,21,17,21,18.7,21,17,21
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电池预加热,-,-,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●
电池能量(kWh),28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8,28.8
电池类型,,,,,,,,,,,,,,,,,
电池快充电量范围(%)_y,0-80,0-80,0-80,0-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80
电池快充电量范围(%)_x,0-80,0-80,0-80,0-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80,20-80
电池快充时间(小时)_y,1,1,1,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
电池快充时间(小时)_x,1,1,1,1,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
电机类型,-,-,-,-,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置
电动机总马力(Ps),82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
电动机总扭矩(N·m),200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
电动机总功率(kW),60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
电动机(Ps),82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最高车速(km/h),85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
最小转弯半径(m),-,-,-,-,6,6,6.5,6.5,6,6,6.5,6.5,6,6,6.5,6.5,6
最小离地间隙(mm),125,125,125,125,150,150,150,150,150,150,150,150,150,150,150,150,150
最大载重质量(kg),-,-,-,-,1270,1250,1455,1415,1275,1265,1470,1430,1340,1330,1540,1520,1340
最大爬坡角度(°),25,25,25,25,20,20,20,20,20,20,20,20,20,20,20,20,20
最大满载质量(kg),-,-,-,-,2680,2680,2900,2900,2680,2680,2900,2900,2680,2680,2900,2900,2680
最大扭矩(N·m),200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
最大功率(kW),60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
整车质保,,,,,,,,,,,,,,,,,
整备质量(kg),1245,1230,1165,1005,1280,1300,1315,1355,1275,1285,1300,1340,1210,1220,1230,1250,1210
接近角(°),28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5,28.5
换挡形式,-,-,-,-,,,,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,-,-,-,-,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570,1570
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,-,-,-,-,,,,,,,,,,,,,
多功能方向盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
备胎规格,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1260,1260,1260,1260,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330,1330
后轮胎规格,,,,,,,,,,,,,,,,,
后电动机最大扭矩(N·m),200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
后电动机最大功率(kW),60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),10.08万,9.98万,9.98万,9.98万,7.38万,7.43万,7.48万,7.53万,7.28万,7.33万,7.38万,7.43万,7.38万,7.33万,7.23万,7.28万,6.58万
厂商,橙仕汽车,橙仕汽车,橙仕汽车,橙仕汽车,橙仕汽车,橙仕汽车,橙仕汽车,橙仕汽车,橙仕汽车,橙仕汽车,橙仕汽车,橙仕汽车,橙仕汽车,橙仕汽车,橙仕汽车,橙仕汽车,橙仕汽车
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
助力类型,-,-,-,-,,,,,,,,,,,,,-
副座椅调节方式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前轮距(mm),1250,1250,1250,1250,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270,1270
前轮胎规格,,,,,,,,,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,,,
前/后驻车雷达,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后电动车窗,-,-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),-,-,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主座椅调节方式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
中控彩色屏幕,-,-,-,-,,,,,,,,,,,,,-
中控屏幕尺寸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2023.06,2023.06,2023.06,2023.06,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07
上坡辅助,-,-,-,-,●,●,●,●,●,●,●,●,●,●,●,●,●
三电系统质保,-,-,-,-,,,,,,,,,,,,,
USB/Type-C接口数量,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_y,201,201,201,201,175,175,175,175,175,175,175,175,175,175,175,175,175
NEDC纯电续航里程(km)_x,201,201,201,201,175,175,175,175,175,175,175,175,175,175,175,175,175
LED日间行车灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
