Feature,1003359,1003360,1003361,1003362,1003363,1003364,1003365,1003366,1003367,1003368,1003369,1004236,1004237,1005602
后视镜电动折叠,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后视镜加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排车门开启方式,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门,平开门
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排液晶屏,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒方式,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧隐私玻璃,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排侧遮阳帘,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧,钢板弹簧
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式,鼓式
可变转向比,-,-,-,-,-,-,-,-,-,-,-,-,-,-
可变悬架,-,-,-,-,-,-,-,-,-,-,-,-,-,-
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动
发动机电子防盗,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机型号,DK4B,DK4B,JM491Q-ME,D22A,JM491Q-ME,D22A,JM491Q-ME,D22A,JM491Q-ME,D22A,JM491Q-ME,4D25U,4D25U,D22A
发动机启停技术,-,-,-,-,-,-,-,-,-,-,-,-,-,-
发动机,2.5T 116马力 L4,2.5T 116马力 L4,2.2L 103马力 L4,2.2T 102马力 L4,2.2L 103马力 L4,2.2T 102马力 L4,2.2L 103马力 L4,2.2T 102马力 L4,2.2L 103马力 L4,2.2T 102马力 L4,2.2L 103马力 L4,2.4T 88马力 L4,2.4T 88马力 L4,2.2T 102马力 L4
压缩比,-,-,-,-,-,-,-,-,-,-,-,-,-,-
厂商指导价(元),8.68万,8.98万,8.58万,9.18万,8.88万,9.48万,6.68万,8.08万,6.98万,8.38万,7.38万,6.78万,6.98万,8.18万
厂商,绵阳金杯,绵阳金杯,绵阳金杯,绵阳金杯,绵阳金杯,绵阳金杯,绵阳金杯,绵阳金杯,绵阳金杯,绵阳金杯,绵阳金杯,绵阳金杯,绵阳金杯,绵阳金杯
助力类型,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力,液压助力
前雾灯,●,●,●,●,●,●,●,●,●,●,●,-,-,●
前轮距(mm),-,-,-,-,-,-,1465,1465,1465,1465,1465,1505,1505,1465
前轮胎规格,235/75 R15,235/75 R15,235/75 R15,235/75 R15,235/75 R15,235/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15,225/75 R15
前桥限滑差速器/差速锁,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂,双横臂独立悬挂
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,-,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,-,-,-,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排座椅通风,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排座椅按摩,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排座椅加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,-,-,●,●,-,-,●,●,-,-,-,●
内/外后视镜自动防眩目,-,-,-,-,-,-,-,-,-,-,-,-,-,-
全景摄像头,-,-,-,-,-,-,-,-,-,-,-,-,-,-
全景天窗,-,-,-,-,-,-,-,-,-,-,-,-,-,-
倒车视频影像,●,●,-,-,●,●,-,-,●,●,-,-,-,●
侧滑门,-,-,-,-,-,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,多点电喷,直喷,多点电喷,直喷,多点电喷,直喷,多点电喷,直喷,多点电喷,直喷,直喷,直喷
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,主●&nbsp;/&nbsp;副●,-,-,-,-,-,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,-,-,主●&nbsp;/&nbsp;副●
中控台彩色大屏,●,●,-,-,●,●,-,-,●,●,-,-,-,●
中央差速器锁止功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2015.04,2015.04,2015.04,2015.04,2015.04,2015.04,2015.04,2015.04,2015.04,2015.04,2015.04,2016.04,2016.04,-
上坡辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GPS导航系统,●,●,-,-,●,●,-,-,●,●,-,-,-,●
CD/DVD,-,-,-,-,-,-,-,-,-,-,-,-,-,(选装单碟CD)
ABS防抱死,●,●,-,-,●,●,-,-,●,●,-,●,●,●
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-,-
