Feature,1015947,1015948,1015949,1019393,1019394,1019395
最小转弯半径(m),6,6,6,6,6,6
最大载重质量(kg),1195,1040,1070,1195,1040,1070
最大满载质量(kg),2700,2700,2700,2700,2700,2700
最大扭矩(N·m),-,-,-,-,-,-
最大功率(kW),60,60,60,60,60,60
无钥匙进入功能,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-
整车质保,-,-,-,-,-,-
整备质量(kg),1375,1530,1500,1375,1530,1500
挡位个数,1,1,1,1,1,1
扬声器数量,,,,,,
扬声器品牌名称,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-
快充功能,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,
座位数(个),,,,,,
并线辅助,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-
宽度(mm),1730,1730,1730,1730,1730,1730
官方0-100km/h加速(s),-,-,-,-,-,-
安全带未系提醒,,,,,,
天窗类型,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-
多媒体/充电接口,,,,,,
多功能方向盘,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-
备胎规格,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-
后轮距(mm),1460,1460,1460,1460,1460,1460
后轮胎规格,,,,,,
后排独立空调,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-
后悬架类型,,,,,,
后座出风口,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-
后制动器类型,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),14.18万,14.48万,14.58万,14.18万,14.48万,14.58万
厂商,SRM鑫源新能源,SRM鑫源新能源,SRM鑫源新能源,SRM鑫源新能源,SRM鑫源新能源,SRM鑫源新能源
卫星导航系统,-,-,-,-,-,-
助力类型,,,,,,
副座椅调节方式,,,,,,
前轮距(mm),1450,1450,1450,1450,1450,1450
前轮胎规格,,,,,,
前电动机最大功率(kW),60,60,60,60,60,60
前排座椅功能,-,-,-,-,-,-
前悬架类型,,,,,,
前制动器类型,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-
主座椅调节方式,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-
中控彩色屏幕,,,,,,
中控屏幕尺寸,-,-,-,-,-,-
上市时间,2023.04,2023.04,2023.04,2024.09,2024.09,2024.09
上坡辅助,●,●,●,●,●,●
USB/Type-C接口数量,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-
NEDC纯电续航里程(km)_y,290,290,290,290,290,290
NEDC纯电续航里程(km)_x,290,290,290,290,290,290
LED日间行车灯,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●
