Feature,50626,50851,50852
最高车速(km/h),185,185,185
最大马力(Ps),197,197,197
最大满载质量(kg),2111,2111,2111
最大扭矩转速(rpm),2000-4000,2000-4000,2000-4000
最大扭矩(N·m)_y,290,290,290
最大扭矩(N·m)_x,290,290,290
最大功率转速(rpm),5500,5500,5500
最大功率(kW)_y,145,145,145
最大功率(kW)_x,145,145,145
最大净功率(kW),136.5,136.5,136.5
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,-,-,-
方向盘位置调节,,,
整车质保,,,
整备质量(kg),1700,1700,1600
接近角(°),18,18,18
排量(mL),1598,1598,1598
换挡形式,,,
挡位个数,7,7,7
扬声器数量,,,
扬声器品牌名称,-,-,-
手机无线充电功能,-,-,-
手机互联/映射,,,
感应雨刷功能,,,
感应后备厢,●,○,-
座椅材质,,,
座位数(个),,,
并线辅助,-,-,-
巡航系统,,,
导航路况信息显示,●,●,●
宽度(mm),1885,1885,1885
官方0-100km/h加速(s),-,-,-
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,,,
地图品牌,,,
四驱形式,,,-
后雨刷,●,●,●
后轮距(mm),1593,1593,1593
后轮胎规格,,,
后排独立空调,-,-,-
后排杯架,●,●,●
后排座椅放倒形式,,,
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),461-970,461-970,461-970
后制动器类型,,,
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●
发动机布局,横置,横置,横置
发动机型号,SQRF4J16,SQRF4J16,SQRF4J16
发动机启停技术,●,●,●
发动机,1.6T 197马力 L4,1.6T 197马力 L4,1.6T 197马力 L4
压缩比,9.9,9.9,9.9
厂商指导价(元),14.99万,13.99万,12.99万
厂商,星途,星途,星途
卫星导航系统,●,●,●
助力类型,,,
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1616,1616,1616
前轮胎规格,,,
前排座椅功能,,-,-
前悬架类型,,,
前制动器类型,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内后视镜功能,,,
全液晶仪表盘,●,●,●
供油方式,直喷,直喷,直喷
主座椅调节方式,,,
主动刹车/主动安全系统,-,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
中央差速器结构,,,-
上市时间,2021.06,2021.06,2021.06
上坡辅助,●,●,●
Wi-Fi热点,●,●,●
WLTC综合油耗(L/100km),8.23,8.23,7.51
USB/Type-C接口数量,,,
OTA升级,-,-,-
NEDC综合油耗(L/100km),7.6,7.6,6.9
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
ABS防抱死,●,●,●
