Feature,60449,60762
电动座椅记忆功能,,
电动后备厢位置记忆,●,●
电动后备厢,●,●
牵引力控制(ASR/TCS/TRC等),●,●
热泵空调,●,●
温度分区控制,●,●
液晶仪表尺寸,,
最高车速(km/h),235,235
最大扭矩(N·m),700,700
最大功率(kW),360,360
无钥匙进入功能,,
无钥匙启动系统,●,●
方向盘记忆,●,●
方向盘材质,,
方向盘换挡,-,-
方向盘加热,●,●
方向盘位置调节,,
整车质保,五年或10万公里,五年或10万公里
整备质量(kg),-,-
换挡形式,,
挡位个数,1,1
扬声器数量,,
扬声器品牌名称,,-
手机无线充电功能,,
手机互联/映射,,
手机APP远程功能,,
慢充时间(小时)_y,-,-
慢充时间(小时)_x,-,-
感应雨刷功能,,
感应后备厢,●,●
快充电量百分比,-,-
快充电量(%),-,-
快充时间(小时)_y,-,-
快充时间(小时)_x,-,-
快充功能,-,-
座椅材质,,
座位数(个),5,5
并线辅助,●,●
巡航系统,,
导航路况信息显示,●,●
对外放电,●,●
宽度(mm),1910,1910
官方0-100km/h加速(s),-,-
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯延时关闭,●,●
多层隔音玻璃,,
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,补胎工具,补胎工具
地图品牌,,
四驱形式,电动四驱,电动四驱
后雨刷,●,●
后轮距(mm),-,-
后轮胎规格,265/45 R20,235/55 R19
后电动机最大扭矩(N·m),350,350
后电动机最大功率(kW),180,180
后排独立空调,●,-
后排杯架,●,●
后排座椅放倒形式,,
后排侧隐私玻璃,●,●
后排侧窗遮阳帘,,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●
后备厢容积(L),-,-
后制动器类型,通风盘式,通风盘式
可变悬架功能,,
变速箱类型,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),43.98万,38.58万
厂商,捷尼赛思,捷尼赛思
卫星导航系统,●,●
单踏板模式,●,●
助力类型,电动助力,电动助力
副驾驶位后排可调节按钮,●,●
副座椅调节方式,,
前轮距(mm),-,-
前轮胎规格,265/45 R20,235/55 R19
前电动机最大扭矩(N·m),350,350
前电动机最大功率(kW),180,180
前方碰撞预警,●,●
前排座椅功能,,
前排中间气囊,●,●
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内后视镜功能,,
全液晶仪表盘,●,-
倒车车侧预警系统,●,●
低速行车警告,●,●
主座椅调节方式,,
主动降噪,●,-
主动刹车/主动安全系统,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕尺寸,,
中央差速器结构,-,-
上市时间,2022.11,2022.11
上坡辅助,●,●
USB/Type-C接口数量,,
OTA升级,●,●
LED日间行车灯,●,●
ISOFIX儿童座椅接口,●,●
HUD抬头数字显示,●,-
ETC装置,●,●
DOW开门预警,●,●
CLTC纯电续航里程(km)_y,511,530
CLTC纯电续航里程(km)_x,511,530
ABS防抱死,●,●
4G/5G网络,,
220V/230V电源,●,●
