Feature,64537,64538,67550
无钥匙启动系统,●,●,●
无框设计车门,●,●,●
方向盘记忆,●,●,●
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,●,●,●
方向盘位置调节,,,
整车质保,,,
整备质量(kg),1760,1823,1851
摄像头数量,,,
接近角(°),13,13,12
换挡形式,,,
挡位个数,1,1,1
扬声器数量,,,
扬声器品牌名称,-,-,-
手机无线充电功能,,,
手机互联/映射,-,-,-
手机APP远程功能,,,
慢充接口位置,车左后侧,车左后侧,车左后侧
感应雨刷功能,,,
快充接口位置,车左后侧,车左后侧,车左后侧
快充功能,支持,支持,支持
快充功率(kW),170,250,250
座椅材质,,,
座位数(个),,,
并线辅助,●,●,●
巡航系统,,,
导航路况信息显示,●,●,●
宽度(mm),1848,1848,1848
官方0-100km/h加速(s),6.1,4.4,3.1
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多层隔音玻璃,,,
多媒体/充电接口,,,
多功能方向盘,●,●,●
外观套件,-,-,
外后视镜功能,,,
备胎规格,,,
四驱形式,-,,
哨兵模式/千里眼,●,●,●
后雨刷,-,-,-
后轮距(mm),1584,1584,1560
后轮胎规格,,,
后电动机最大扭矩(N·m),340,340,-
后电动机最大功率(kW),194,194,265
后电动机型号,3D7,3D7,4D2
后电动机品牌,特斯拉,特斯拉,特斯拉
后排独立空调,-,-,-
后排液晶屏幕尺寸,,,
后排液晶屏幕,,,
后排杯架,●,●,●
后排控制多媒体,●,●,●
后排座椅放倒形式,,,
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),594,594,594
后制动器类型,,,
可变悬架功能,-,-,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),23.19万,27.19万,33.59万
厂商,特斯拉中国,特斯拉中国,特斯拉中国
卫星导航系统,●,●,●
单踏板模式,●,●,●
匝道自动驶出(入),○,○,○
助力类型,,,
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1584,1584,1582
前轮胎规格,,,
前电动机最大扭矩(N·m),-,219,-
前电动机最大功率(kW),-,137,137
前电动机型号,-,3D3,3D3
前电动机品牌,-,特斯拉,特斯拉
前方碰撞预警,●,●,●
前方感知摄像头像素,,,
前方感知摄像头,,,
前排座椅功能,,,
前排中间气囊,●,●,●
前悬架类型,,,
前备厢容积(L),88,88,88
前制动器类型,,,
前/后驻车雷达,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,●,●,●
内后视镜功能,,,
全液晶仪表盘,-,-,-
信号灯识别,○,○,○
低速行车警告,●,●,●
主座椅调节方式,,,
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
中控屏幕分辨率,,,
中控屏幕像素密度,,,
上市时间,2023.09,2023.09,2024.04
上坡辅助,●,●,●
三电系统质保,,,
USB/Type-C接口数量,,,
OTA升级,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
CLTC纯电续航里程(km)_y,606,713,623
CLTC纯电续航里程(km)_x,606,713,623
ABS防抱死,●,●,●
4G/5G网络,,,
