Feature,1016962,1016963,1016964,1016965,1016966,1016967,1016968,1016969
接近角(°),31,31,31,31,31,31,31,31
挡位个数,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-
快充功能,支持,支持,选装,选装,选装,选装,选装,选装
座椅材质,,,,,,,,
座位数(个),,,,,,,,
并线辅助,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-
宽度(mm),1760,1760,1760,1810,1760,1810,1760,1760
官方0-100km/h加速(s),-,-,-,-,-,-,-,-
安全带未系提醒,-,-,-,-,-,-,-,-
天窗类型,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,
多功能方向盘,-,●,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-,-
备胎规格,,,-,-,-,-,,
后雨刷,-,-,-,-,-,-,-,-
后轮距(mm),1519,1519,1519,1519,1519,1519,1519,1519
后轮胎规格,,,,,,,,
后电动机最大扭矩(N·m),240,240,240,240,240,240,240,240
后电动机最大功率(kW),100,100,100,100,100,100,100,100
后排独立空调,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),14.78万,15.28万,15.58万,15.58万,15.58万,15.58万,15.48万,15.58万
厂商,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱,上汽通用五菱
卫星导航系统,-,-,-,-,-,-,-,-
助力类型,,,,,,,,
副座椅调节方式,-,-,-,-,-,-,-,-
前轮距(mm),1519,1519,1519,1519,1519,1519,1519,1519
前轮胎规格,,,,,,,,
前电动机最大扭矩(N·m),-,-,-,-,-,-,-,-
前电动机最大功率(kW),-,-,-,-,-,-,-,-
前排座椅功能,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,
前制动器类型,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-
主座椅调节方式,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,主●&nbsp;/&nbsp;副-,-,-,-,-,-,-
中控彩色屏幕,-,,-,-,-,-,-,-
中控屏幕尺寸,-,-,-,-,-,-,-,-
上市时间,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09,2023.09
上坡辅助,-,-,-,-,-,-,-,-
USB/Type-C接口数量,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-
LED日间行车灯,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-
CLTC纯电续航里程(km)_y,320,320,280,280,280,280,251,251
CLTC纯电续航里程(km)_x,320,320,280,280,280,280,251,251
ABS防抱死,●,●,●,●,●,●,●,●
