Feature,64559,65165,65429,65464,66298,67596,67597,67598,67599,67600
方向盘材质,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,●,-,-,-,-,-,-,●
方向盘位置调节,,,,,,,,,,
整车质保,-,-,-,-,-,-,-,-,-,-
整备质量(kg),960,920,960,920,960,920,920,960,960,960
接近角(°),27,27,27,27,27,27,27,27,27,27
换挡形式,,,,,,,,,,
挡位个数,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,,,-,-,-,,-,-,
手机互联/映射,,-,,-,,-,-,,,
手机APP远程功能,,,,,,,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,-,-,,-,-,-,-,-,-,
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,,
座位数(个),,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-
巡航系统,,-,,-,,-,-,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●
宽度(mm),1670,1670,1670,1670,1670,1670,1670,1670,1670,1670
官方0-50km/h加速(s),6,6,6,6,6,6,6,6,6,6
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,
备胎规格,,,,,,,,,,
后雨刷,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1430,1430,1430,1430,1430,1430,1430,1430,1430,1430
后轮胎规格,,,,,,,,,,
后电动机最大扭矩(N·m),95,95,95,95,95,95,95,95,95,95
后电动机最大功率(kW),36,36,36,36,36,36,36,36,36,36
后电动机型号,112ABJ,112ABJ,112ABJ,112ABJ,112ABJ,112ABJ,112ABJ,112ABJ,112ABJ,112ABJ
后排独立空调,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,
后悬架类型,,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),6.99万,6.39万,7.49万,5.99万,6.99万,5.99万,6.39万,6.99万,7.09万,7.49万
厂商,奇瑞新能源,奇瑞新能源,奇瑞新能源,奇瑞新能源,奇瑞新能源,奇瑞新能源,奇瑞新能源,奇瑞新能源,奇瑞新能源,奇瑞新能源
卫星导航系统,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,
前轮距(mm),1450,1450,1450,1450,1450,1450,1450,1450,1450,1450
前轮胎规格,,,,,,,,,,
前电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,-,-
前电动机最大功率(kW),-,-,-,-,-,-,-,-,-,-
前排座椅功能,-,-,,-,-,-,-,-,-,
前悬架类型,,,,,,,,,,
前制动器类型,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-
低速行车警告,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,主-&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主-&nbsp;/&nbsp;副○,-,主-&nbsp;/&nbsp;副●,主-&nbsp;/&nbsp;副○,主-&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,
上市时间,2023.10,2023.10,2023.10,2023.10,2023.12,2024.04,2024.04,2024.04,2024.04,2024.04
上坡辅助,●,●,●,●,●,●,●,●,●,●
三电首任车主质保政策,-,-,-,-,-,,,,,
三电系统质保,,,,,,-,-,-,-,-
USB/Type-C接口数量,,,,,,,,,,
OTA升级,-,-,-,-,-,●,●,●,●,●
LED日间行车灯,○,-,●,-,-,-,-,-,-,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●
CLTC纯电续航里程(km)_y,321,251,321,251,321,251,251,321,321,321
CLTC纯电续航里程(km)_x,321,251,321,251,321,251,251,321,321,321
ABS防抱死,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,
