Feature,64659,70708,70709,70710
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
无框设计车门,●,●,●,●
方向盘记忆,●,●,●,●
方向盘材质,,,,
方向盘换挡,-,-,-,-
方向盘加热,●,●,●,●
方向盘位置调节,,,,
整车质保,,,,
整备质量(kg),3095,3095,3223,3223
整体主动转向系统,●,●,●,●
摄像头数量,,,,
接近角(°),14,14,13,13
排量(mL),-,-,1999,1999
换挡形式,,,,
挡位个数,1,1,无级变速,无级变速
投影感应开启,,,,
扬声器数量,,,,
扬声器品牌名称,,,,
手机无线充电功能,,,,
手机无线充电功率,,,,
手机互联/映射,,,,
手机APP远程功能,,,,
慢充接口位置,车右后侧,车右后侧,车右后侧,车右后侧
感应雨刷功能,,,,
快充接口位置,车右后侧,车右后侧,车右后侧,车右后侧
快充功能,支持,支持,支持,支持
快充功率(kW),500,500,230,230
座椅材质,,,,
座位数(个),,,,
应用商店,●,●,●,●
并线辅助,●,●,●,●
巡航系统,,,,
导航路况信息显示,●,●,●,●
对外放电,●,●,●,●
对外交流放电功率(kW),6,6,6,6
宽度(mm),1998,1998,2000,2000
官方100-0km/h制动(m),33,33,33,33
官方0-100km/h加速(s),2.9,2.9,2.9,2.9
安全带未系提醒,,,,
天窗类型,,,,
大灯高度可调,●,●,●,●
大灯延时关闭,●,●,●,●
多指飞屏操控,●,●,●,●
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外观套件,,,,
外后视镜功能,,,,
备胎规格,-,-,-,-
声纹识别,●,●,●,●
坦克转弯,●,●,●,●
地图品牌,,,,
四驱形式,,,,
哨兵模式/千里眼,●,●,●,●
后雨刷,-,-,-,-
后轮距(mm),1717,1717,1715,1715
后轮胎规格,,,,
后电动机最大扭矩(N·m),840,840,840,840
后电动机最大功率(kW),480,480,480,480
后电动机型号,TZ220XYAJ/TZ220XYAJ,TZ220XYAJ/TZ220XYAJ,TZ220XYAJ/TZ220XYAJ,TZ220XYAJ/TZ220XYAJ
后电动机品牌,比亚迪,比亚迪,比亚迪,比亚迪
后方碰撞预警,●,●,●,●
后排独立空调,●,●,●,●
后排液晶屏幕尺寸,-,,,-
后排液晶屏幕,-,,,-
后排杯架,●,●,●,●
后排控制多媒体,●,●,●,●
后排座椅放倒形式,-,-,-,-
后排小桌板,-,●,●,-
后排多媒体屏幕数量,,,,
后排侧隐私玻璃,●,●,●,●
后悬架类型,,,,
后座出风口,●,●,●,●
后备厢容积(L),-,-,-,-
后制动器类型,,,,
可见即可说,●,●,●,●
可变悬架功能,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,电动车单速变速箱,电动车单速变速箱,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,-,-,●,●
发动机布局,-,-,纵置,纵置
发动机型号,-,-,BYD4H20,BYD4H20
发动机,-,-,2.0T 245马力 H4,2.0T 245马力 H4
厂商指导价(元),62.80万,70.80万,70.80万,62.80万
厂商,仰望,仰望,仰望,仰望
卫星导航系统,●,●,●,●
助力类型,,,,
加热/制冷杯架,,,,
副驾驶位后排可调节按钮,●,●,●,●
副驾娱乐屏尺寸,,,,
副座椅调节方式,,,,
前轮距(mm),1710,1710,1725,1725
前轮胎规格,,,,
前电动机最大扭矩(N·m),840,840,840,840
前电动机最大功率(kW),480,480,480,480
前电动机型号,TZ220XYAH/TZ220XYAH,TZ220XYAH/TZ220XYAH,TZ220XYAH/TZ220XYAH,TZ220XYAH/TZ220XYAH
前电动机品牌,比亚迪,比亚迪,比亚迪,比亚迪
前方碰撞预警,●,●,●,●
前方感知摄像头,,,,
前排座椅功能,,,,
前排中间气囊,●,●,●,●
前悬架类型,,,,
前制动器类型,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
倒车车侧预警系统,●,●,●,●
侧窗多层隔音玻璃,,,,
供油方式,-,-,-,-
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动降噪,●,●,●,●
主动闭合式进气格栅,●,●,●,●
主动刹车/主动安全系统,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕类型,,,,
中控屏幕尺寸,,,,
上市时间,2025.03,2025.03,2025.03,2025.03
上坡辅助,●,●,●,●
三电首任车主质保政策,,,,
Wi-Fi热点,●,●,●,●
WLTC综合油耗(L/100km),-,-,8.7,8.7
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头尺寸,,,,
ETC装置,●,●,●,●
DeepSeek应用,,,,
DOW开门预警,●,●,●,●
CLTC综合续航(km),-,-,1000,1000
CLTC纯电续航里程(km)_y,720,720,200,200
CLTC纯电续航里程(km)_x,720,720,200,200
AR-HUD增强现实抬头显示,●,●,●,●
ABS防抱死,●,●,●,●
4G/5G网络,,,,
220V/230V电源,●,●,●,●
