Feature,1016826,1017207,1017208,1017209
前电动机型号,TZ180XSR23,TZ180XSR23,TZ180XSR23,TZ180XSR23
前排座椅功能,-,-,-,-
前悬架类型,,,,
前制动器类型,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-
前/后排侧气囊,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●
内后视镜功能,,,,
全液晶仪表盘,●,●,●,●
侧滑门形式,,,,
低速行车警告,●,●,●,●
主座椅调节方式,,,,
主动刹车/主动安全系统,-,-,-,-
主/副驾驶座电动调节,-,-,-,-
主/副驾驶座安全气囊,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-
中控彩色屏幕,-,-,,
中控屏幕尺寸,-,-,,
上市时间,2023.12,2023.12,2023.12,2023.12
上坡辅助,●,●,●,●
三电系统质保,,,,
USB/Type-C接口数量,-,-,-,-
OTA升级,●,●,●,●
NEDC纯电续航里程(km)_y,252,252,252,252
NEDC纯电续航里程(km)_x,252,252,252,252
LED日间行车灯,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-
CLTC纯电续航里程(km)_y,252,252,252,252
CLTC纯电续航里程(km)_x,252,252,252,252
ABS防抱死,●,●,●,●
4G/5G网络,,,,
