Feature,1012939,1012940,1012941,1012942,1012943,1012948,1012963,1012964,1012967,1013999
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-
电池能量(kWh),72,51.5,88.55,72,51.5,72,72,88.55,72,88.55
电池类型,,,,,,,,,,
电池慢充时间(小时)_y,8,6,9,8,6,8,8,9,8,9
电池慢充时间(小时)_x,8,6,9,8,6,8,8,9,8,9
电池快充电量范围(%)_y,80,80,80,80,80,80,80,80,80,80
电池快充电量范围(%)_x,80,80,80,80,80,80,80,80,80,80
电池快充时间(小时)_y,0.6,0.6,0.75,0.6,0.6,0.6,0.6,0.8,0.6,0.8
电池快充时间(小时)_x,0.6,0.6,0.75,0.6,0.6,0.6,0.6,0.8,0.6,0.8
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,-,-,-,-,-,-,-,-,-,-
电动机总扭矩(N·m),310,310,310,310,310,310,310,310,310,310
电动机总功率(kW),150,150,150,150,150,150,150,150,150,150
电动机(Ps),204,204,204,204,204,204,204,204,204,204
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●
温度分区控制,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-
最高车速(km/h),100,100,100,100,100,100,100,100,100,100
最小离地间隙(mm),168,168,172,172,172,187,178,178,180,180
最大满载质量(kg),-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m),310,310,310,310,310,310,310,310,310,310
最大功率(kW),150,150,150,150,150,150,150,150,150,150
无钥匙进入功能,,,,,,,,,,
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-,-,-
整车质保,-,-,-,-,-,-,-,-,-,-
整备质量(kg),2460,2300,2640,2520,2340,2670,2865,2930,2820,2875
挡位个数,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,,
座椅材质,,,,,,,,,,
座位数(个),,,,,,,,,,
并线辅助,○,○,○,○,○,○,○,○,○,○
巡航系统,,,,,,,,,,
导航路况信息显示,-,-,-,-,-,-,-,-,-,-
宽度(mm),2062,2062,2062,2062,2062,2062,2062,2062,2062,2062
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,
备胎规格,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1756,1756,1756,1756,1756,1756,1756,1756,1756,1756
后轮胎规格,,,,,,,,,,
后排车门开启方式,,,,,,,,,,
后排独立空调,○,○,○,○,○,○,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),27.9万,24.9万,30.9万,28.9万,25.9万,27.4万,34.05万,35.9万,31.4万,33.9万
厂商,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通,上汽大通
卫星导航系统,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,
副座椅调节方式,,,,,,,,,,
前轮距(mm),1734,1734,1734,1734,1734,1734,1734,1734,1734,1734
前轮胎规格,,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,
前制动器类型,,,,,,,,,,
前/后驻车雷达,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-
侧滑门形式,,,,,,,,,,
主座椅调节方式,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,
中控屏幕尺寸,-,-,-,-,-,-,-,-,-,-
上市时间,2021.12,2021.12,2021.12,2021.12,2021.12,2021.12,2021.12,2021.12,2021.12,2022.06
上坡辅助,●,●,●,●,●,●,●,●,●,●
三电系统质保,,,,,,,,,,
USB/Type-C接口数量,-,-,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_y,310,215,395,308,212,350,300,380,339,350
NEDC纯电续航里程(km)_x,310,215,395,308,212,350,300,380,339,350
LED日间行车灯,-,-,-,-,-,-,●,●,●,●
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●
