Feature,66450,66451,68101,69937,69938,70441,70442,71364
内后视镜功能,,,,,,,,
全液晶仪表盘,●,●,●,●,●,○,●,○
倒车车侧预警系统,●,●,-,●,●,-,●,○
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,
主动刹车/主动安全系统,●,●,-,●,●,○,●,○
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,
中控屏幕尺寸,,,,,,,,
中控屏幕分辨率,,,,,,-,-,-
上市时间,2024.07,2024.07,2024.07,2024.07,2024.07,2024.10,2024.10,2025.01
上坡辅助,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,-,-,-
WLTC综合油耗(L/100km),6.66,6.71,5.80,5.80,6.71,6.23,6.38,6.23
V2X通讯,●,●,●,●,●,-,-,-
USB/Type-C接口数量,,,,,,,,
OTA升级,●,●,●,●,●,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●
HUD抬头数字显示,-,●,-,-,●,-,-,-
ETC装置,○,○,○,○,○,○,○,○
DOW开门预警,●,●,-,●,●,-,-,-
AR实景导航,●,●,-,●,●,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,
