Feature,1015103,1015104,1015105,1015106,1015108,1015112,1015120,1015175,1015176,1015177,1015178,1015179,1015180,1015181,1015182,1015183,1015184,1015185,1015186,1015187,1015188,1015189,1015190,1015191,1015192,1015193,1015194,1016256,1016257,1016381,1016382,1016383,1016384,1016385,1016386,1018079,1018080,1018081
车型名称,翼放 2023款 EC5 2.5T 4.2米单排液刹货厢标准版国VI,翼放 2023款 EC5 2.5T 排半气刹货厢标准版国VI,翼放 2023款 EC5 2.5T 双排气刹货厢标准版国VI,翼放 2023款 EC5 2.5T 单排液刹货厢标准版国VI,翼放 2023款 EC5 2.5T 双排液刹货厢标准版国VI,翼放 2023款 EC5 2.5T 单排液刹仓栅标准版国VI,翼放 2023款 EC5 2.5T 双排液刹栏板标准版国VI,翼放 2023款 ES7 3.0T 4.2米单排货厢国VI,翼放 2023款 ES7 3.0T 4.2米单排气刹栏板国VI,翼放 2023款 ES5 3.0T 4.2米单排气刹货厢标准版国VI,翼放 2023款 ES5 3.0T 3.16米双排气刹栏板标准版国VI,翼放 2023款 ES5 3.0T 3.16米双排气刹栏板旗舰版国VI,翼放 2023款 ES5 3.0T 3.16米双排液刹栏板旗舰版国VI,翼放 2023款 ES7 3.0T 4.2米单排气刹货厢标准版国VI,翼放 2023款 ES7 3.0T 4.2米单排气刹仓栅标准版国VI,翼放 2023款 ES7 3.0T 4.2米单排气刹仓栅旗舰版国VI,翼放 2023款 ES7 3.0T 4.2米单排液刹仓栅旗舰版国VI,翼放 2023款 ES7 3.0T 3.7米排半气刹栏板标准版国VI,翼放 2023款 ES7 3.0T 4.1米单排气刹栏板国VI,翼放 2023款 ES7 3.0T 4.08米单排气刹货厢标准版国VI,翼放 2023款 ES7 3.0T 4.08米单排气刹仓栅标准版国VI,翼放 2023款 ES5 3.0T 3.68米排半仓栅国VI,翼放 2023款 ES7 3.0T 4.17米单排栏板国VI,翼放 2023款 ES7 3.0T 4.08米单排货箱翼开启国VI,翼放 2023款 ES5 3.0T 3.82米排半气刹栏板国VI,翼放 2023款 EST7 3.0T 4.1米单排栏板国VI,翼放 2023款 ES5 2.5T 3.105米双排货箱国VI,翼放 2023款 EM5 2.5T 单排栏板,翼放 2023款 EM7 2.5T 单排栏板,翼放 2023款 ES5 3.0T 单排气刹中体厢式冷藏车标准版,翼放 2023款 ES7 3.0T 单排气刹宽体厢式冷藏车标准版,翼放 2023款 EM5 2.5T 单排厢货,翼放 2023款 EM5 2.5T 排半厢货,翼放 2023款 EM7 2.5T 单排厢货,翼放 2023款 EM7 2.5T 排半厢货,翼放 2024款 2.5T 双排液刹货厢标准版,翼放 2024款 2.5T 双排液刹仓栅标准版,翼放 2024款 2.5T 双排液刹栏板标准版
车前雾灯,,,,,,,,-,,,,,,,,,,,,,,-,-,-,,-,,,,,,,,,,,,
车内环境氛围灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内化妆镜,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车内中控锁,●,●,●,●,●,●,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,-,●,-,-,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),4200x2100x2100,3680x2100x2100,3105x2100x2100,4200x2100x440,3105x2100x440,4200x2100x2100,3160x1940x380,4200x2300x2200,4200x2300x550,4200x2100x2100,3160x2100x440,3160x2100x440,3160x2100x440,4200x2300x2200,4200x2300x550,4200x2300x550,4200x2300x550,3700x2300x550,4100x2300x550,4080x2100x2100,4080x2300x550,3680x2100x440,4170x2150x400,4080x2300x2200,3820x1880x380,4100x2300x550,3105x2100x2100,-,-,-,-,-,-,-,-,3105x2100x440,3105x2100x2100,3160x2100x440
语音识别控制系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
蓝牙/车载电话,-,-,-,-,-,-,-,-,○,-,○,○,○,○,-,-,-,○,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自适应远近光,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
能源类型_y,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油
能源类型_x,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油,柴油
胎压监测功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,未知,未知,未知,未知,未知,未知,未知,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,未知,未知,未知
缸体材料,未知,未知,未知,未知,未知,未知,未知,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,未知,未知,未知
级别,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡,轻卡
简称,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,5挡手动,5挡手动,5挡手动
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,-,,,,,,,,,,,,,,-,-,-,,-,,,,,,,,,,,,
离去角(°),-,-,-,-,-,-,-,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,-,-,16,16,-,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,●,●,●
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
燃油标号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号,0号
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),83,83,83,83,83,83,83,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,83,83,83
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),-,-,-,-,-,-,-,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,110,110,120,120,110,110,110,110,-,-,-
最大马力(Ps),126,126,126,126,126,126,126,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,126,152,152,170,170,152,152,152,152,126,126,126
最大满载质量(kg),-,-,-,-,-,-,-,4495,5995,5995,5995,5995,5995,4495,4290,4290,4290,3940,3940,4495,4290,4290,4495,4495,4495,7495,4495,4495,4495,4495,4495,4495,4495,4495,4495,-,-,-
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,350,350,350,350,350,350,350,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,-,400,400,450,450,400,400,400,400,350,350,350
最大扭矩(N·m)_x,350,350,350,350,350,350,350,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,-,400,400,450,450,400,400,400,400,350,350,350
最大功率转速(rpm),-,-,-,-,-,-,-,1800-2400,1800-2400,1800-2400,1800-2400,1800-2400,1800-2400,1800-2400,1800-2400,1800-2400,1800-2400,1800-2400,1800-2400,1800-2400,1800-2400,1800-2400,1800-2400,1800-2400,1800-2400,1800-2400,-,-,-,1800-2400,1800-2400,-,-,-,-,-,-,-
最大功率(kW)_y,93,93,93,93,93,93,93,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,93,112,112,125,125,112,112,112,112,93,93,93
最大功率(kW)_x,93,93,93,93,93,93,93,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,125,93,112,112,125,125,112,112,112,112,93,93,93
最大净功率(kW),93,93,93,93,93,93,93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,93,93,93
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,-,,,,,,,,,,,,,,-,-,-,,-,,,,,,,,,,,,
整车质保,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-
整备质量(kg),-,-,-,-,-,-,-,2805,2920,3160,2930,2930,2930,2805,2600,2600,2600,2250,2250,2805,2600,2600,2565,2600,2565,3220,2805,-,-,3210,3210,-,-,-,-,-,-,-
接近角(°),-,-,-,-,-,-,-,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,23,20,-,-,20,20,-,-,-,-,-,-,-
排量(mL),2499,2499,2499,2499,2499,2499,2499,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2999,2499,2478,2478,2999,2999,2478,2478,2478,2478,2499,2499,2499
挡位个数,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5
扬声器数量,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,-,-,-,,-,-,,,,,,,,,,,
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),2180,2180,2180,2180,2180,2180,2020,2510,2380,2180,2180,2180,2180,2360,2380,2380,2380,2380,2380,2360,2380,2020,2180,2380,1970,2380,2180,2180,2360,2100,2100,2180,2180,2360,2360,2180,2180,2180
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,-,,-,,,,,,,,,,,,-,-,-,,-,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,-,●,●,●,●,●,●,●,●,●,●,●,●,●,-,-,-,●,-,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,-,,,,,,,,,,,,,,-,-,-,,-,-,,,,,,,,,,,
备胎规格,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-,1508,1570,1570,1508,1508,1508,1508,1570,1570,1570,1570,1570,1570,1570,1570,1508,1570,1570,1508,1570,1508,1508,1570,1508,1579,1508,1508,1570,1570,-,-,-
后轮胎规格,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
变速箱类型,手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT),手动变速箱(MT)
变速箱,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,5挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,6挡手动,5挡手动,5挡手动,5挡手动
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,-,-,纵置,纵置,-,-,-,-,纵置,纵置,纵置
发动机型号,JE493ZLQ6K,JE493ZLQ6K,JE493ZLQ6K,JE493ZLQ6K,JE493ZLQ6K,JE493ZLQ6K,JE493ZLQ6K,4JJ1GJ,4JJ1GJ,4JJ1GJ,4JJ1GJ,4JJ1GJ,4JJ1GJ,4JJ1GJ,4JJ1GJ,4JJ1GJ,4JJ1GJ,4JJ1GJ,4JJ1GJ,4JJ1GJ,4JJ1GJ,4JJ1GJ,4JJ1GJ,4JJ1GJ,4JJ1GJ,4JJ1GJ,JE493ZLQ6K,4JD2,4JD2,4JJ1GJ,4JJ1GJ,4JD2,4JD2,4JD2,4JD2,JE493ZLQ6K,JE493ZLQ6K,JE493ZLQ6K
发动机,2.5T 126马力 L4,2.5T 126马力 L4,2.5T 126马力 L4,2.5T 126马力 L4,2.5T 126马力 L4,2.5T 126马力 L4,2.5T 126马力 L4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5T 152马力 L4,2.5T 152马力 L4,-,-,2.5T 152马力 L4,2.5T 152马力 L4,2.5T 152马力 L4,2.5T 152马力 L4,2.5T 126马力 L4,2.5T 126马力 L4,2.5T 126马力 L4
厂商指导价(元),13.88万,13.58万,13.58万,13.00万,13.58万,16.88万,13.58万,-,-,13.38万,13.28万,-,-,14.36万,14.36万,-,-,13.76万,-,14.36万,14.36万,13.98万,-,18.80万,17.99万,-,-,11.68万,12.08万,19.50万,20.50万,12.28万,14.28万,14.58万,14.78万,12.48万,-,12.48万
