Feature,60976,63170,63171,63172,63173,63174,63175,63176,63177,67629,67630,67631,68962,68963,68964
车道保持辅助系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车载空气净化器,-,-,●,-,-,-,-,-,-,-,-,●,-,-,-
车身结构_y,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车,三厢车
车身结构_x,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车,4门5座三厢车
车身稳定控制(ESC/ESP/DSC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车联网,●,-,●,-,●,-,●,●,●,-,●,●,-,●,-
车窗防夹手功能,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车窗一键升降功能,,,,,,,,,,,,,,,
车型名称,卡罗拉 2023款 1.8L 智能电混双擎 精英版,卡罗拉 2023款 1.8L 智能电混双擎 先锋版,卡罗拉 2023款 1.8L 智能电混双擎 旗舰版,卡罗拉 2023款 1.2T 先锋版,卡罗拉 2023款 1.2T 精英版,卡罗拉 2023款 1.5L 先锋版,卡罗拉 2023款 1.5L 精英版,卡罗拉 2023款 1.5L 20周年铂金纪念版,卡罗拉 2023款 1.5L 旗舰版,卡罗拉 2024款 1.5L 先锋版,卡罗拉 2024款 1.2T 精英版,卡罗拉 2024款 1.8L 智能电混双擎 旗舰版,卡罗拉 2024款 1.8L 智能电混双擎 先锋版,卡罗拉 2024款 1.8L 智能电混双擎 精英版,卡罗拉 2024款 1.2T 先锋版
车前雾灯,,,,,,,,,,,,,,,
车内环境氛围灯,-,-,,-,-,-,-,-,-,-,-,,-,-,-
车内化妆镜,,,,,,,,,,,,,,,
车内中控锁,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
负离子发生器,-,-,●,-,-,-,-,-,-,-,-,●,-,-,-
语音连续识别,-,-,-,-,-,-,-,-,-,-,-,●,-,●,-
语音识别控制系统,,-,,-,,-,,,,-,,,-,,-
语音助手唤醒词,-,-,-,-,-,-,-,-,-,-,,,-,,-
语音分区域唤醒识别,-,-,-,-,-,-,-,-,-,-,,,-,,-
行车电脑显示屏幕,,,,,,,,,,,,,,,
行程(mm),88.3,88.3,88.3,74.5,74.5,97.6,97.6,97.6,97.6,97.6,74.5,88.3,88.3,88.3,74.5
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
膝部气囊,-,-,-,,,-,-,-,-,-,,-,-,-,
能量回收系统,●,●,●,-,-,-,-,-,-,-,-,●,●,●,-
能源类型_y,油电混合,油电混合,油电混合,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,汽油
能源类型_x,油电混合,油电混合,油电混合,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,油电混合,油电混合,油电混合,汽油
胎压监测功能,,,,,,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸径(mm),80.5,80.5,80.5,71.5,71.5,80.5,80.5,80.5,80.5,80.5,71.5,80.5,80.5,80.5,71.5
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
系统综合功率(kW),101,101,101,-,-,-,-,-,-,-,-,101,101,101,-
系统综合功率(Ps),137,137,137,-,-,-,-,-,-,-,-,137,137,137,-
简称,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,CVT无级变速(模拟10挡)
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,,,
离去角(°),17,17,17,16,16,17,17,17,17,17,16,17,17,17,16
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,,,,-,-,-,-,-,-,-,-,,,,-
电池类型,,,,-,-,-,-,-,-,-,-,,,,-
电机类型,永磁/同步,永磁/同步,永磁/同步,-,-,-,-,-,-,-,-,永磁/同步,永磁/同步,永磁/同步,-
电机布局,前置,前置,前置,-,-,-,-,-,-,-,-,前置,前置,前置,-
电动机总马力(Ps),95,95,95,-,-,-,-,-,-,-,-,95,95,95,-
电动机总扭矩(N·m),185,185,185,-,-,-,-,-,-,-,-,185,185,185,-
电动机总功率(kW),70,70,70,-,-,-,-,-,-,-,-,70,70,70,-
电动机(Ps),95,95,95,-,-,-,-,-,-,-,-,95,95,95,-
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,,,,,,
油箱容积(L),43,43,43,50,50,47,47,47,47,47,50,43,43,43,50
气缸数(个),4,4,4,4,4,3,3,3,3,3,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
毫米波雷达数量,-,-,-,-,-,-,-,-,-,,,,,,
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),160,160,160,180,180,180,180,180,180,180,180,160,160,160,180
最小转弯半径(m),5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
最大马力(Ps),98,98,98,116,116,121,121,121,121,121,116,98,98,98,116
最大满载质量(kg),1845,1845,1845,1770,1770,1740,1740,1740,1740,1740,1770,1845,1845,1845,1770
最大扭矩转速(rpm),3600,3600,3600,1500-4000,1500-4000,4600-5000,4600-5000,4600-5000,4600-5000,4600-5000,1500-4000,3600,3600,3600,1500-4000
最大扭矩(N·m)_y,142,142,142,185,185,148,148,148,148,148,185,142,142,142,185
最大扭矩(N·m)_x,-,-,-,185,185,148,148,148,148,148,185,-,-,-,185
最大功率转速(rpm),5200,5200,5200,5200-5600,5200-5600,6500-6600,6500-6600,6500-6600,6500-6600,6500-6600,5200-5600,5200,5200,5200,5200-5600
最大功率(kW)_y,72,72,72,85,85,89,89,89,89,89,85,72,72,72,85
最大功率(kW)_x,101,101,101,85,85,89,89,89,89,89,85,101,101,101,85
最大净功率(kW),72,72,72,85,85,89,89,89,89,89,85,72,72,72,85
无钥匙进入功能,,-,,-,-,-,,,,-,-,,-,,-
无钥匙启动系统,●,●,●,●,●,-,●,●,●,-,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,,,
整备质量(kg),1405,1385,1415,1335,1340,1310,1325,1325,1340,1310,1340,1415,1385,1405,1335
摄像头数量,-,-,-,-,-,-,-,-,-,,,,,,
接近角(°),12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
排量(mL),1798,1798,1798,1197,1197,1490,1490,1490,1490,1490,1197,1798,1798,1798,1197
换挡形式,,,,,,,,,,,,,,,
挡位个数,无级变速,无级变速,无级变速,10,10,10,10,10,10,10,10,无级变速,无级变速,无级变速,10
扬声器数量,,,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,,,,,-,,,,,,-,,,,
手机APP远程功能,,,,-,,,,,,,,,,,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,,,,,,,,,,,,,,,
导航路况信息显示,●,-,●,-,●,-,●,●,●,-,●,●,-,●,-
宽度(mm),1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,,,
天窗类型,,-,,-,,-,,,,-,,,-,,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,,,
备胎放置方式,,,,,,,,,,,,,,,
地图品牌,,-,,-,-,-,,,,-,-,,-,,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1534,1537,1534,1526,1526,1519,1519,1519,1519,1519,1526,1534,1537,1534,1526
后轮胎规格,,,,,,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,●,-,-,-,-,-,●,-,-,●,-,-,-
后排座椅放倒形式,-,-,,-,-,-,-,-,,-,-,,-,-,-
后悬架类型,,,,,,,,,,,,,,,
后座出风口,●,●,●,-,-,-,●,●,●,-,-,●,●,●,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,470,470,470,470,470,470
后制动器类型,,,,,,,,,,,,,,,
可见即可说,-,-,-,-,-,-,-,-,-,-,-,●,-,●,-
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),无级变速箱(CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,CVT无级变速(模拟10挡)
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,VVT-i,VVT-i,VVT-i,VVT-iW,VVT-iW,-,-,-,-,-,VVT-iW,VVT-i,VVT-i,VVT-i,VVT-iW
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,8ZR-FXE,8ZR-FXE,8ZR-FXE,9NR/8NR,9NR/8NR,M15B,M15B,M15B,M15B,M15B,9NR/8NR,8ZR-FXE,8ZR-FXE,8ZR-FXE,9NR/8NR
发动机启停技术,-,-,-,●,●,-,-,-,-,-,●,-,-,-,●
发动机,1.8L 98马力 L4,1.8L 98马力 L4,1.8L 98马力 L4,1.2T 116马力 L4,1.2T 116马力 L4,1.5L 121马力 L3,1.5L 121马力 L3,1.5L 121马力 L3,1.5L 121马力 L3,1.5L 121马力 L3,1.2T 116马力 L4,1.8L 98马力 L4,1.8L 98马力 L4,1.8L 98马力 L4,1.2T 116马力 L4
压缩比,13,13,13,10,10,12.9,12.9,12.9,12.9,12.9,10,13,13,13,10
厂商指导价(元),13.98万,13.18万,15.58万,12.28万,12.88万,11.68万,12.58万,12.78万,13.28万,11.68万,12.88万,15.58万,13.18万,13.78万,12.28万
厂商,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田
卫星导航系统,●,-,●,-,●,-,●,●,●,-,●,●,-,●,-
助力类型,,,,,,,,,,,,,,,
副驾驶座垫式气囊,-,-,-,●,●,-,-,-,-,-,●,-,-,-,●
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,
前轮距(mm),1531,1531,1531,1527,1527,1531,1531,1531,1531,1531,1527,1531,1531,1531,1527
前轮胎规格,,,,,,,,,,,,,,,
前电动机最大扭矩(N·m),185,185,185,-,-,-,-,-,-,-,-,185,185,185,-
前电动机最大功率(kW),70,70,70,-,-,-,-,-,-,-,-,70,70,70,-
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前方感知摄像头,-,-,-,-,-,-,-,-,-,,,,,,
前排座椅功能,-,-,,-,-,-,-,-,-,-,-,,-,-,-
前悬架类型,,,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,,,
前/后驻车雷达,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,,,
全液晶仪表盘,-,-,●,-,-,-,-,-,●,-,-,●,-,-,-
供油方式,多点电喷,多点电喷,多点电喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,多点电喷,多点电喷,多点电喷,直喷
低速行车警告,●,●,●,-,-,-,-,-,-,-,-,●,●,●,-
仪表盘屏幕材质,-,-,-,-,-,-,-,-,-,,,,,,
主座椅调节方式,,,,,,,,,,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,-,-,主●&nbsp;/&nbsp;副-,-,-,-,-,-,-,-,-,主●&nbsp;/&nbsp;副-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,
上市时间,2023.05,2023.05,2023.05,2023.05,2023.05,2023.05,2023.05,2023.05,2023.05,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
三电系统质保,,,,-,-,-,-,-,-,-,-,,,,-
WLTC综合油耗(L/100km),4.07,4.06,4.28,5.88,5.88,5.41,5.41,5.41,5.43,5.41,5.88,4.28,4.06,4.07,5.88
USB/Type-C接口数量,,,,,,,,,,,,,,,
OTA升级,●,●,●,-,●,●,●,●,●,●,●,●,●,●,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,-,,-,,-,,,,-,,,-,,-
