Feature,63462,63813,63814,65418,65548,65549,68177
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕尺寸,,,,,,,
上市时间,2023.11,2023.11,2023.11,2023.11,2023.11,2023.11,2024.05
上坡辅助,●,●,●,●,●,●,●
三电系统质保,,,,,,,
Wi-Fi热点,●,●,●,●,●,●,●
WLTC综合续航(km),1250,-,-,-,1250,1250,-
WLTC综合油耗(L/100km),1.02,-,-,-,1.02,1.02,-
WLTC纯电续航里程(km)_y,103,-,-,-,103,103,-
WLTC纯电续航里程(km)_x,103,-,-,-,103,103,-
USB/Type-C接口数量,,,,,,,
OTA升级,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
CLTC综合续航(km),1400,-,-,-,1400,1400,-
CLTC纯电续航里程(km)_y,125,510,610,510,125,125,510
CLTC纯电续航里程(km)_x,125,510,610,510,125,125,510
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
