Feature,1015565,1015566,1015567,1015568,1016350,1016351,1018282,1018283,1018284,1018285
百公里耗电量(kWh/100km),36,36,36,36,-,-,-,-,-,-
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-
电池能量密度(Wh/kg),147,147,147,147,147,147,153.43,153.43,153.43,153.43
电池能量(kWh),88.1,88.1,88.1,88.1,88.1,88.1,77.28,77.28,77.28,77.28
电池类型,,,,,,,,,,
电池慢充电量范围(%)_y,-,-,-,-,-,-,20-100,20-100,20-100,20-100
电池慢充电量范围(%)_x,-,-,-,-,-,-,20-100,20-100,20-100,20-100
电池慢充时间(小时)_y,10,10,10,10,10,10,10,10,10,10
电池慢充时间(小时)_x,10,10,10,10,10,10,10,10,10,10
电池快充电量范围(%)_y,-,-,-,-,-,-,20-100,20-100,20-100,20-100
电池快充电量范围(%)_x,-,-,-,-,-,-,20-100,20-100,20-100,20-100
电池快充时间(小时)_y,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
电池快充时间(小时)_x,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置
电动机总马力(Ps),150,150,150,150,150,150,122,122,122,122
电动机总扭矩(N·m),1000,1000,1000,1000,1000,1000,330,330,330,330
电动机总功率(kW),110,110,110,110,110,110,90,90,90,90
电动机(Ps),150,150,150,150,150,150,122,122,122,122
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,-
温度分区控制,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-
最高车速(km/h),100,100,100,100,100,100,100,100,100,100
最小转弯半径(m),6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05,6.05
最小离地间隙(mm),175,175,175,175,175,175,182,182,182,182
最大载重质量(kg),1475,1475,-,-,-,-,1615,1615,-,-
最大爬坡度(%),30,30,-,-,-,-,-,-,-,-
最大满载质量(kg),-,-,-,-,-,-,-,-,-,-
最大涉水深度(mm),200,200,-,-,-,-,-,-,-,-
最大扭矩(N·m),1000,1000,1000,1000,1000,1000,330,330,330,330
最大功率(kW),110,110,110,110,110,110,90,90,90,90
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,
整车质保,,,,,,,,,,
整备质量(kg),2820,2820,2570,2570,3150,3340,2680,2680,2240,2240
接近角(°),22.7,22.7,23.5,23.5,19,19,23,23,20,21
挡位个数,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,-,-,-,-
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,,,,
感应雨刷功能,-,-,-,-,-,-,-,-,-,-
快充功能,支持,支持,支持,支持,支持,支持,支持,支持,支持,支持
座椅材质,,,,,,,,,,
座位数(个),,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-
宽度(mm),2022,2022,2022,2022,2040,2040,2022,2022,2022,2022
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,-,-,-,-,,,-,-
天窗类型,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,
多功能方向盘,○,○,○,○,○,○,○,○,○,○
外后视镜功能,,,,,,,,,,
备胎规格,,,,,,,,,,
后雨刷,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1538,1538,1538,1538,1538,1538,1538,1538,1538,1538
后轮胎规格,,,,,,,,,,
后电动机最大扭矩(N·m),1000,1000,1000,1000,1000,1000,330,330,330,330
后电动机最大功率(kW),110,110,110,110,110,110,90,90,90,90
后排车门开启方式,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),26.99万,26.99万,25.99万,26.49万,30.99万,30.99万,25.89万,25.89万,24.89万,25.49万
厂商,南京依维柯,南京依维柯,南京依维柯,南京依维柯,南京依维柯,南京依维柯,南京依维柯,南京依维柯,南京依维柯,南京依维柯
卫星导航系统,○,○,○,○,○,○,○,○,○,○
助力类型,,,,,,,,,,
副座椅调节方式,-,-,-,-,-,-,-,-,-,-
前轮距(mm),1725,1725,1725,1725,1742,1742,1725,1725,1725,1725
前轮胎规格,,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,
前制动器类型,,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-
侧滑门形式,-,,-,-,-,,-,,-,-
主座椅调节方式,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○
中控彩色屏幕,,,,,,,,,,
中控屏幕尺寸,-,-,-,-,-,-,,,,
上市时间,2023.03,2023.03,2023.03,2023.03,2023.06,2023.06,2024.04,2024.04,2024.04,2024.04
三电系统质保,,,,,,,,,,
USB/Type-C接口数量,-,-,-,-,-,-,,,,
OTA升级,-,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_y,230,230,230,230,220,220,195,195,195,195
NEDC纯电续航里程(km)_x,230,230,230,230,220,220,195,195,195,195
LED日间行车灯,○,○,●,●,●,●,○,○,●,●
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●
