Feature,59662,60674,60779,61207,61336
车体结构,承载式,承载式,承载式,承载式,承载式
语音识别控制系统,,,,,
被动行人保护,●,●,●,●,●
行车电脑显示屏幕,,,,,
蓝牙/车载电话,●,●,●,●,●
自适应远近光,●,●,●,●,●
自动驻车,●,●,●,●,●
自动泊车入位,●,●,●,●,●
自动头灯,●,●,●,●,●
能源类型,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,
缺气保用轮胎,-,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
简称,7挡湿式双离合,8挡湿式双离合,7挡湿式双离合,7挡湿式双离合,8挡湿式双离合
第二排座椅调节,-,-,-,-,-
空调温度控制方式,,,,,
离去角(°),16.5,15.5,16.5,16.5,17
疲劳驾驶提示,●,●,●,●,●
电动座椅记忆功能,,,,,
电动后备厢,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号
燃料形式,汽油,汽油,汽油,汽油,汽油
灯光特色功能,,,,,
温度分区控制,-,-,-,-,-
液晶仪表尺寸,,,,,
油箱容积(L),-,-,-,-,-
气缸数(个),4,4,4,4,4
气缸排列形式,L,L,L,L,L
每缸气门数(个),4,4,4,4,4
最高车速(km/h),250,270,250,250,250
最大马力(Ps),306,421,306,306,387
最大满载质量(kg),2070,2130,2070,2070,2130
最大扭矩转速(rpm),3000-4000,5000-5250,3000-4000,3000-4000,4750-5000
最大扭矩(N·m)_y,400,500,400,400,480
最大扭矩(N·m)_x,400,500,400,400,480
最大功率转速(rpm),5800,6750,5800,5800,6500
最大功率(kW)_y,225,310,225,225,285
最大功率(kW)_x,225,310,225,225,285
最大净功率(kW),225,310,225,225,285
无钥匙进入功能,,,,,
无钥匙启动系统,●,●,●,●,●
方向盘记忆,-,-,-,-,-
方向盘材质,,,,,
方向盘换挡,●,●,●,●,●
方向盘加热,-,-,-,-,-
方向盘位置调节,,,,,
整车质保,三年不限公里,三年不限公里,三年不限公里,三年不限公里,三年不限公里
整备质量(kg),1605,1677,1605,1605,1657
接近角(°),12,9.8,12,12,9.8
排量(mL),1991,1991,1991,1991,1991
换挡形式,,,,,
挡位个数,7,8,7,7,8
扬声器数量,,,,,
扬声器品牌名称,,,,,
手机无线充电功能,,,,,
手机互联/映射,,,,,
手机APP远程功能,,,,,
感应雨刷功能,,,,,
座椅材质,,,,,
座位数(个),5,5,5,5,5
并线辅助,○,●,○,○,●
巡航系统,,,,,
导航路况信息显示,●,●,●,●,●
宽度(mm),1796,1850,1796,1796,1850
官方0-100km/h加速(s),4.7,3.9,4.7,4.7,4
安全带未系提醒,,,,,
天窗类型,,,,,
大灯高度可调,●,●,●,●,●
大灯延时关闭,●,●,●,●,●
多媒体/充电接口,,,,,
多功能方向盘,●,●,●,●,●
外后视镜功能,,,,,
备胎规格,无,无,无,无,无
地图品牌,,,,,
四驱形式,适时四驱,适时四驱,适时四驱,适时四驱,适时四驱
后雨刷,●,●,●,●,●
后轮距(mm),-,-,-,-,-
后轮胎规格,235/35 R19,245/35 R19,235/35 R19,235/35 R19,245/35 R19
后排独立空调,-,-,-,-,-
后排杯架,●,●,●,●,●
后排座椅放倒形式,,,,,
后排侧隐私玻璃,●,●,●,●,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,-,-,-,-,-
后备厢容积(L),-,-,-,-,-
后制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
可变转向比,●,●,●,●,●
可变悬架功能,-,,-,-,
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,8挡湿式双离合,7挡湿式双离合,7挡湿式双离合,8挡湿式双离合
发动机电子防盗,●,●,●,●,●
发动机布局,横置,横置,横置,横置,横置
发动机型号,260 920,139 980,260 920,260 920,139 980
发动机启停技术,●,●,●,●,●
发动机,2.0T 306马力 L4,2.0T 421马力 L4,2.0T 306马力 L4,2.0T 306马力 L4,2.0T 387马力 L4
厂商指导价(元),39.57万,56.78万,45.58万,45.68万,50.78万
厂商,梅赛德斯-AMG,梅赛德斯-AMG,梅赛德斯-AMG,梅赛德斯-AMG,梅赛德斯-AMG
卫星导航系统,●,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-
副座椅调节方式,,,,,
前轮距(mm),-,-,-,-,-
前轮胎规格,235/35 R19,245/35 R19,235/35 R19,235/35 R19,245/35 R19
前方碰撞预警,●,●,●,●,●
前排座椅功能,,,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,○,○,○,○,-
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
供油方式,直喷,混合喷射,直喷,直喷,混合喷射
主座椅调节方式,,,,,
主动刹车/主动安全系统,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕尺寸,,,,,
中央差速器结构,多片离合器,多片离合器,多片离合器,多片离合器,多片离合器
上市时间,2022.09,2022.11,2022.11,2023.01,2023.01
上坡辅助,●,●,●,●,●
WLTC综合油耗(L/100km),8.31,8.82,8.31,8.31,8.68
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
HUD抬头数字显示,○,●,○,○,●
ETC装置,○,○,○,○,○
AR实景导航,○,○,○,○,○
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
