Feature,67783,67784,67787
电池快充时间(小时)_x,0.5,0.5,0.5
电池冷却方式,液冷,液冷,液冷
电机类型,永磁/同步,前交流/异步 后永磁/同步,永磁/同步
电机布局,后置,前置+后置,后置
电动机总马力(Ps),272,496,272
电动机总扭矩(N·m),360,675,360
电动机总功率(kW),200,365,200
电动机(Ps),272,496,272
电动座椅记忆功能,,,
电动后备厢,●,●,●
环保标准_y,国VI,国VI,-
环保标准_x,国VI,国VI,-
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,95号,95号,-
热泵空调,-,-,●
激光雷达线数,,,
激光雷达数量,,,
激光雷达品牌,,,
满载最小离地间隙(mm),150,150,150
温度分区控制,●,●,●
液晶仪表尺寸,,,
油箱容积(L),56,56,-
气缸数(个),4,4,-
气缸排列形式,L,L,-
毫米波雷达数量,,,
每缸气门数(个),4,4,-
最高车速(km/h),200,210,200
最大马力(Ps),152,152,272
最大满载质量(kg),2595,2710,2610
最大扭矩转速(rpm),-,-,-
最大扭矩(N·m)_y,216,216,360
最大扭矩(N·m)_x,360,675,360
最大功率转速(rpm),-,-,-
最大功率(kW)_y,112,112,200
最大功率(kW)_x,200,365,200
最大净功率(kW),110,110,-
最低荷电状态油耗(L/100km),6.10,6.50,-
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,-,-,-
方向盘离手检测,●,●,●
方向盘材质,,,
方向盘换挡,-,-,-
方向盘加热,-,-,-
方向盘位置调节,,,
整车质保,,,
整备质量(kg),2220,2335,2235
摄像头数量,,,
接近角(°),17,17,17
排量(mL),1499,1499,-
换挡形式,,,
挡位个数,1,1,1
扬声器数量,,,
扬声器品牌名称,,,
手机无线充电功能,,,
手机无线充电功率,,,
手机互联/映射,,,
手机APP远程功能,,,
感应雨刷功能,,,
快充功能,支持,支持,支持
快充功率(kW),73,73,100
循迹倒车,●,●,●
座椅材质,,,
座位数(个),,,
应用商店,●,●,●
并线辅助,●,●,●
巡航系统,,,
导航路况信息显示,●,●,●
对外放电,●,●,●
宽度(mm),1930,1930,1930
官方0-50km/h加速(s),3.5,2,3.6
官方0-100km/h加速(s),7.1,4.3,7.1
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多层隔音玻璃,,,
多媒体/充电接口,,,
多功能方向盘,●,●,●
外观套件,,,
外后视镜功能,,,
备胎规格,,,
四驱形式,-,,-
哨兵模式/千里眼,●,●,●
后雨刷,●,●,●
后轮距(mm),1650,1650,1650
后轮胎规格,,,
后电动机最大扭矩(N·m),360,360,360
后电动机最大功率(kW),200,200,200
后电动机型号,CTZ196XY0P4,CTZ196XY0P4,CTZ196XY0P4
后电动机品牌,华为技术,华为技术,华为技术
后方碰撞预警,●,●,●
后排独立空调,-,-,-
后排杯架,●,●,●
后排座椅放倒形式,,,
后排侧隐私玻璃,●,●,●
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),369-776,369-776,369-776
后制动器类型,,,
可见即可说,●,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,●,●,-
发动机布局,横置,横置,-
发动机型号,H15RT,H15RT,-
发动机,1.5T 152马力 L4,1.5T 152马力 L4,纯电动
压缩比,15,15,-
厂商指导价(元),24.98万,27.98万,26.98万
厂商,AITO 问界,AITO 问界,AITO 问界
卫星导航系统,●,●,●
匝道自动驶出(入),●,●,●
助力类型,,,
副驾驶位后排可调节按钮,-,-,-
副座椅调节方式,,,
前轮距(mm),1655,1655,1655
前轮胎规格,,,
前电动机最大扭矩(N·m),-,315,-
前电动机最大功率(kW),-,165,-
前电动机型号,-,CYS210XY0P1,-
前电动机品牌,-,华为技术,-
前方碰撞预警,●,●,●
前方最大探测距离,,,
前方感知摄像头像素,,,
前方感知摄像头,,,
前排座椅功能,,,
前悬架类型,,,
前备厢容积(L),-,-,80
前制动器类型,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,●,●,●
内后视镜功能,,,
全液晶仪表盘,●,●,●
倒车车侧预警系统,●,●,●
信号灯识别,●,●,●
供油方式,多点电喷,多点电喷,-
低速行车警告,●,●,●
主座椅调节方式,,,
主动闭合式进气格栅,-,-,●
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕材质,,,
中控屏幕尺寸,,,
中控屏幕分辨率,,,
上市时间,2024.04,2024.04,2024.04
上坡辅助,●,●,●
三电系统质保,,,
WLTC综合油耗(L/100km),0.53,0.70,-
WLTC纯电续航里程(km)_y,195,175,-
WLTC纯电续航里程(km)_x,195,175,-
USB/Type-C最大充电功率,,,
USB/Type-C接口数量,,,
OTA升级,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,○,●,○
DOW开门预警,●,●,●
CLTC综合续航(km),1440,1275,-
CLTC纯电续航里程(km)_y,255,230,602
CLTC纯电续航里程(km)_x,255,230,602
ABS防抱死,●,●,●
4G/5G网络,,,
