Feature,62548,62549,62661,68387,68388,68389
空气质量监测,-,-,●,-,●,-
空气悬架,●,●,●,●,●,●
疲劳驾驶提示,-,-,-,○,-,-
电动扰流板,-,●,●,-,●,●
电动座椅记忆功能,,,,,,
电动吸合车门,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号
灯光特色功能,,,,,,
温度分区控制,●,●,●,●,●,●
液晶仪表尺寸,,,,,,
油箱容积(L),90,90,90,90,90,90
气缸数(个),6,8,6,6,6,8
气缸排列形式,V,V,V,V,V,V
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),248,305,248,248,248,305
最大马力(Ps),354,660,354,354,354,660
最大满载质量(kg),2835,2680,2820,2835,2820,2680
最大扭矩转速(rpm),1450-4500,2300-4500,1450-4500,1450-4500,1450-4500,2300-4500
最大扭矩(N·m)_y,500,850,500,500,500,850
最大扭矩(N·m)_x,500,850,500,500,500,850
最大功率转速(rpm),5400-6400,6000,5400-6400,5400-6400,5400-6400,6000
最大功率(kW)_y,260,485,260,260,260,485
最大功率(kW)_x,260,485,260,260,260,485
最大净功率(kW),260,485,260,260,260,485
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
方向盘记忆,●,●,○,●,○,●
方向盘材质,,,,,,
方向盘换挡,●,●,●,●,●,●
方向盘加热,○,●,○,○,○,●
方向盘位置调节,,,,,,
整车质保,,,,,,
整备质量(kg),2133,2283,2112,2133,2112,2283
整体主动转向系统,○,●,○,○,○,●
摄像头数量,,,,,,
排量(mL),2995,3996,2995,2995,2995,3996
换挡形式,,,,,,
挡位个数,8,8,8,8,8,8
扬声器数量,,,,,,
扬声器品牌名称,,,,,,
手机无线充电功能,,,,,,
手机无线充电功率,,,,,,
手机互联/映射,,,,,,
手机APP远程功能,,,,,,
感应雨刷功能,,,,,,
感应后备厢,-,-,-,●,●,-
座椅材质,,,,,,
座位数(个),,,,,,
并线辅助,○,○,○,○,○,○
巡航系统,,,,,,
导航路况信息显示,●,●,●,●,●,●
宽度(mm),1983,1995,1983,1983,1983,1995
官方0-100km/h加速(s),6.0,3.3,5.7,6.0,5.7,3.3
安全带未系提醒,,,,,,
天窗类型,,-,,,,-
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●
夜视系统,○,○,○,○,○,○
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外观套件,-,,-,-,-,
外后视镜功能,,,,,,
备胎规格,,,,,,
四驱形式,,,,,,
后雨刷,●,-,-,●,-,-
后轮距(mm),-,-,-,-,-,-
后轮胎规格,,,,,,
后排独立空调,○,●,○,○,○,●
后排液晶屏幕尺寸,,,,,,
后排液晶屏幕,,,,,,
后排杯架,●,●,●,●,●,●
后排控制多媒体,○,○,○,○,○,○
后排座椅放倒形式,,,,,,
后排侧隐私玻璃,●,●,●,●,●,●
后排侧窗遮阳帘,,,,,,
后悬架类型,,,,,,
后座出风口,●,●,●,●,●,●
后备厢容积(L),698-1708,538-1486,554-1502,698-1708,554-1502,538-1486
后制动器类型,,,,,,
可变悬架功能,,,,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,DCB,DWN,DCB,DCB,DCB,DWN
发动机启停技术,●,●,●,●,●,●
发动机,3.0T 354马力 V6,4.0T 660马力 V8,3.0T 354马力 V6,3.0T 354马力 V6,3.0T 354马力 V6,4.0T 660马力 V8
厂商指导价(元),94.80万,250.80万,100.80万,99.80万,104.80万,250.80万
厂商,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷
卫星导航系统,●,●,●,●,●,●
助力类型,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-
副驾娱乐屏尺寸,,,,,,
副座椅调节方式,,,,,,
前轮距(mm),-,-,-,-,-,-
前轮胎规格,,,,,,
前方碰撞预警,●,●,●,●,●,●
前方感知摄像头,,,,,,
前排座椅功能,,,,,,
前悬架类型,,,,,,
前制动器类型,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内后视镜功能,,,,,,
全液晶仪表盘,●,●,●,●,●,●
倒车车侧预警系统,○,●,○,○,○,●
侧窗多层隔音玻璃,,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,
主动闭合式进气格栅,●,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
中央差速器结构,,,,,,
上市时间,2023.04,2023.04,2023.04,2024.05,2024.05,2024.05
上坡辅助,●,●,●,●,●,●
USB/Type-C接口数量,,,,,,
OTA升级,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
HUD抬头数字显示,○,○,○,○,○,○
ETC装置,○,○,○,○,○,○
DOW开门预警,○,●,○,○,○,●
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,,,,,
