Feature,64404,64496,64497,64498,64499,66050,66051
后电动机型号,CTZ196XY0P4,CTZ196XY0P4,CTZ196XY0P4,CTZ196XY0P4,CTZ196XY0P4,CTZ196XY0P4,CTZ196XY0P4
后方碰撞预警,●,●,●,●,●,●,●
后排独立空调,●,●,●,●,●,●,●
后排杯架,●,●,●,●,●,●,●
后排控制多媒体,●,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,
后排小桌板,○,○,○,○,○,○,○
后排侧隐私玻璃,●,●,●,●,●,●,●
后悬架类型,,,,,,,
后座出风口,●,●,●,●,●,●,●
后备厢容积(L),686-1619,686-1619,686-1619,188-775,188-775,686-1619,188-775
后制动器类型,,,,,,,
可见即可说,●,●,●,●,●,●,●
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,-,-,-,-,-,-,-
发动机特有技术,低压EGR、进气VVT、电子水泵,低压EGR、进气VVT、电子水泵,低压EGR、进气VVT、电子水泵,低压EGR、进气VVT、电子水泵,低压EGR、进气VVT、电子水泵,低压EGR、进气VVT、电子水泵,低压EGR、进气VVT、电子水泵
发动机布局,横置,横置,横置,横置,横置,横置,横置
发动机型号,H15RT,H15RT,H15RT,H15RT,H15RT,H15RT,H15RT
发动机,1.5T 152马力 L4,1.5T 152马力 L4,1.5T 152马力 L4,1.5T 152马力 L4,1.5T 152马力 L4,1.5T 152马力 L4,1.5T 152马力 L4
压缩比,15,15,15,15,15,15,15
厂商指导价(元),30.98万,24.98万,28.48万,26.98万,32.98万,28.98万,30.98万
厂商,赛力斯汽车,赛力斯汽车,赛力斯汽车,赛力斯汽车,赛力斯汽车,赛力斯汽车,赛力斯汽车
卫星导航系统,●,●,●,●,●,●,●
匝道自动驶出(入),●,-,-,-,●,●,●
助力类型,,,,,,,
副驾驶位后排可调节按钮,●,●,●,●,●,●,●
副座椅调节方式,,,,,,,
前轮距(mm),1635,1635,1635,1635,1635,1635,1635
前轮胎规格,,,,,,,
前电动机最大扭矩(N·m),300,-,300,-,300,-,-
前电动机最大功率(kW),130,-,130,-,130,-,-
前电动机型号,HFE30A31,-,HFE30A31,-,HFE30A31,-,-
前方碰撞预警,●,●,●,●,●,●,●
前方感知摄像头,,,,,,,
前排座椅功能,,,,,,,
前悬架类型,,,,,,,
前制动器类型,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●
内置行车记录仪,●,●,●,●,●,●,●
内后视镜功能,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●,●,●
信号灯识别,●,-,-,-,●,●,●
供油方式,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷,多点电喷
低速行车警告,●,●,●,●,●,●,●
代客泊车,○,-,-,-,○,○,○
主座椅调节方式,,,,,,,
主动闭合式进气格栅,●,-,-,-,●,●,●
主动刹车/主动安全系统,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,
中控屏幕材质,,,,,,,
中控屏幕尺寸,,,,,,,
中控屏幕分辨率,,,,,,,
上市时间,2023.09,2023.09,2023.09,2023.09,2023.09,2023.11,2023.11
上坡辅助,●,●,●,●,●,●,●
三电系统质保,,,,,,,
WLTC综合续航(km),1050,1150,1050,1150,1050,1150,1150
WLTC综合油耗(L/100km),1.06,0.85,1.06,0.85,1.06,0.85,0.85
WLTC纯电续航里程(km)_y,175,200,175,200,175,200,200
WLTC纯电续航里程(km)_x,175,200,175,200,175,200,200
USB/Type-C接口数量,,,,,,,
OTA升级,●,●,●,●,●,●,●
LED日间行车灯,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●
HUD抬头数字显示,●,○,●,○,●,●,●
ETC装置,○,○,○,○,○,○,○
DOW开门预警,●,●,●,●,●,●,●
CLTC综合续航(km),1250,1300,1250,1300,1250,1300,1300
CLTC纯电续航里程(km)_y,210,240,210,240,210,240,240
CLTC纯电续航里程(km)_x,210,240,210,240,210,240,240
ABS防抱死,●,●,●,●,●,●,●
4G/5G网络,,,,,,,
