Feature,56910,56912,56913,56917,56918,56919,59233,59234,64338,66022,67460,67461,67462
膝部气囊,,,,,,,,,,,,,
能量回收系统,●,●,●,●,●,●,●,●,●,●,●,●,●
能源类型_y,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
能源类型_x,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力,插电式混合动力
胎压监测功能,,,,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车,大型车
系统综合扭矩(N·m),700,700,700,750,750,870,700,700,930,930,650,650,750
系统综合功率(kW),340,340,340,412,412,515,340,340,500,500,346,346,400
系统综合功率(Ps),-,-,-,-,-,-,-,-,680,680,470,470,544
简称,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合
第二排独立座椅,●,○,●,○,●,●,●,●,●,●,●,●,●
第二排座椅调节,,,,,,,,,,,,,
第二排座椅电动调节,○,○,●,○,●,●,○,●,●,●,○,●,●
第二排座椅功能,,,,,,,,,,,,,
空调温度控制方式,,,,,,,,,,,,,
空气质量监测,-,-,-,-,-,-,-,-,●,●,●,●,●
空气悬架,●,●,●,●,●,●,●,●,●,●,●,●,●
疲劳驾驶提示,-,-,-,-,-,-,-,-,●,●,●,●,●
电能当量燃料消耗量(L/100km),2.67,-,-,-,-,-,2.67,-,-,-,-,-,-
电池能量(kWh),17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.9,25.9,25.9,25.9,25.9,25.9
电池类型,,,,,,,,,,,,,
电池慢充电量范围(%)_y,-,-,-,-,-,-,-,-,0-100,0-100,0-100,0-100,0-100
电池慢充电量范围(%)_x,-,-,-,-,-,-,-,-,0-100,0-100,0-100,0-100,0-100
电池慢充时间(小时)_y,-,-,-,-,-,-,-,-,2.7,2.39,2.7,2.7,2.7
电池慢充时间(小时)_x,-,-,-,-,-,-,-,-,2.7,2.39,2.7,2.7,2.7
电机类型,-,-,-,-,-,-,-,-,-,-,-,-,-
电机布局,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置
电动机总马力(Ps),-,-,-,-,-,-,-,-,190,190,190,190,190
电动机总扭矩(N·m),400,400,400,400,400,400,400,400,450,450,450,450,450
电动机总功率(kW),100,100,100,100,100,100,100,100,140,140,140,140,140
电动机(Ps),136,136,136,136,136,136,136,136,190,190,190,190,190
电动扰流板,●,●,●,●,●,●,●,●,●,●,●,●,●
电动座椅记忆功能,,,,,,,,,,,,,
电动吸合车门,,,,,,,,,,,,,
电动后备厢位置记忆,●,●,●,●,●,●,●,●,●,●,●,●,●
电动后备厢,●,●,●,●,●,●,●,●,●,●,●,●,●
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号,95号
灯光特色功能,,,,,,,-,-,,,,,
温度分区控制,●,●,●,●,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-,-,-,-
油箱容积(L),80,80,80,80,80,-,80,80,80,80,80,80,80
气缸数(个),6,6,6,6,6,8,6,6,8,8,6,6,6
气缸排列形式,V,V,V,V,V,V,V,V,V,V,V,V,V
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),280,293,280,293,298,315,280,280,315,315,280,280,290
最大马力(Ps),330,330,330,441,441,571,330,330,520,520,304,304,353
最大满载质量(kg),2710,2735,2775,2760,2810,2885,2710,2775,2830,-,2825,2805,-
最大扭矩转速(rpm),1800-5000,1800-5000,1800-5000,2000-5500,2000-5500,2100-4500,1800-5000,1800-5000,2330-4000,2330-4000,1900-4800,1900-4800,1900-4800
最大扭矩(N·m)_y,450,450,450,550,550,770,450,450,770,770,420,420,550
最大扭矩(N·m)_x,700,700,700,750,750,870,700,700,930,930,650,650,750
最大功率转速(rpm),5400-6400,5400-6400,5400-6400,5650-6600,5650-6600,5750-6000,5400-6400,5400-6400,6000,6000,5400-6700,5400-6700,5400-6700
最大功率(kW)_y,243,243,243,324,324,420,243,243,382,382,224,224,260
最大功率(kW)_x,340,340,340,412,412,515,340,340,500,500,346,346,400
最大净功率(kW),243,243,243,324,324,420,243,243,-,-,-,-,-
最低荷电状态油耗(L/100km),9.25,-,-,-,-,-,9.25,-,-,-,-,-,-
无钥匙进入功能,,,,,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,●,●,●,●,●,●,●,●
方向盘材质,,,,,,,,,,,,,
方向盘换挡,●,●,●,●,●,●,●,●,●,●,●,●,●
方向盘加热,○,○,○,○,○,○,○,○,●,●,○,○,○
方向盘位置调节,,,,,,,,,,,,,
整车质保,-,-,-,-,-,-,-,-,-,-,-,-,-
整备质量(kg),2228,2280,2321,2302,2355,2455,2228,2321,2445,2487,2286,2347,2384
整体主动转向系统,○,○,○,○,○,●,○,○,●,●,○,○,●
摄像头数量,,,,,,,,,,,,,
排量(mL),2894,2894,2894,2894,2894,3996,2894,2894,3996,3996,2894,2894,2894
换挡形式,,,,,,,,,,,,,
挡位个数,8,8,8,8,8,8,8,8,8,8,8,8,8
扬声器数量,,,,,,,,,,,,,
扬声器品牌名称,,,,,,,,,,,,,
手机无线充电功能,,,,,,,,,,,,,
手机无线充电功率,-,-,-,-,-,-,-,-,,,,,
手机互联/映射,,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,
感应雨刷功能,,,,,,,,,,,,,
感应后备厢,●,●,●,●,●,●,●,●,●,●,●,●,●
座椅材质,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,
并线辅助,○,○,○,○,○,○,-,-,●,●,○,○,○
巡航系统,,,,,,,,,,,,,
导航路况信息显示,●,●,●,●,●,●,●,●,●,●,●,●,●
宽度(mm),1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937,1937
官方0-100km/h加速(s),4.4,4.4,4.5,3.7,3.8,3.3,4.4,4.5,3.2,3.3,4.1,4.2,3.8
安全带未系提醒,,,,,,,,,,,,,
天窗类型,,-,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●,●
夜视系统,○,○,○,○,○,○,○,○,○,○,○,○,○
多媒体/充电接口,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●
外观套件,,,,,,,,,,,,,
外后视镜功能,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,
备胎放置方式,-,-,-,-,-,-,-,-,,,-,-,
四驱形式,,,,,,,,,,,,,
后风挡遮阳帘,○,-,○,-,-,●,○,●,●,●,○,●,●
后雨刷,○,●,○,○,○,○,○,○,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-,-,-,-,-,-,-,-
后轮胎规格,,,,,,,,,,,,,
后电动机最大扭矩(N·m),-,-,-,-,-,-,-,-,450,450,450,450,450
后电动机最大功率(kW),-,-,-,-,-,-,-,-,140,140,140,140,140
后排独立空调,○,○,●,○,●,●,●,●,●,●,●,●,●
后排液晶屏幕尺寸,-,-,-,-,-,-,-,-,,,,,
后排液晶屏幕分辨率,-,-,-,-,-,-,-,-,,,,,
后排液晶屏幕,,,,,,,,,,,,,
后排杯架,●,●,●,●,●,●,●,●,●,●,●,●,●
后排控制多媒体,-,-,●,-,●,●,-,●,●,●,●,●,●
后排座椅放倒形式,,,,,,,,,,,,,
后排小桌板,-,-,○,-,○,○,-,○,-,-,-,-,-
后排多媒体屏幕数量,-,-,-,-,-,-,-,-,,,,,
后排侧隐私玻璃,○,○,○,○,○,●,●,●,●,●,○,○,○
后排侧窗遮阳帘,,,,,,,,-,,,,,
后悬架类型,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),403-1242,418-1287,403-1391,418-1287,403-1391,403-1391,403-1242,403-1391,421-1255,421-1376,430-1264,430-1385,430-1385
后制动器类型,,,,,,,,,,,,,
可变转向比,●,●,●,●,●,●,●,●,●,●,●,●,●
可变悬架功能,,,,,,,,,,,,,
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合,8挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机布局,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置,纵置
发动机型号,DGP,DGP,DGP,DGP,DGP,CVD,DGP,DGP,-,-,-,-,-
发动机启停技术,●,●,●,●,●,●,●,●,●,●,●,●,●
发动机,2.9T 330马力 V6,2.9T 330马力 V6,2.9T 330马力 V6,2.9T 441马力 V6,2.9T 441马力 V6,4.0T 571马力 V8,2.9T 330马力 V6,2.9T 330马力 V6,4.0T 520马力 V8,4.0T 520马力 V8,2.9T 304马力 V6,2.9T 304马力 V6,2.9T 353马力 V6
厂商指导价(元),119.30万,129.00万,132.30万,150.30万,159.60万,250.10万,130.70万,136.00万,221.80万,224.80万,128.80万,137.80万,153.80万
厂商,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷,保时捷
卫星导航系统,●,●,●,●,●,●,●,●,●,●,●,●,●
助力类型,,,,,,,,,,,,,
副驾驶位后排可调节按钮,○,○,●,○,●,●,○,●,●,●,●,●,●
副驾娱乐屏尺寸,-,-,-,-,-,-,-,-,,,,,
副座椅调节方式,,,,,,,,,,,,,
前轮距(mm),-,-,-,-,-,-,-,-,-,-,-,-,-
前轮胎规格,,,,,,,,,,,,,
前方碰撞预警,○,○,○,○,○,○,-,-,●,●,●,●,●
前方感知摄像头,,,,,,,,,,,,,
前排座椅功能,,,,,,,,,,,,,
前悬架类型,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,
全液晶仪表盘,-,-,-,-,-,-,-,-,●,●,●,●,●
倒车车侧预警系统,-,-,-,-,-,-,-,-,●,●,○,○,○
侧窗多层隔音玻璃,,,,,,,,,,,,,
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
低速行车警告,●,●,●,●,●,●,●,●,●,●,●,●,●
主座椅调节方式,,,,,,,,,,,,,
主动闭合式进气格栅,●,●,●,●,●,●,●,●,●,●,●,●,●
主动刹车/主动安全系统,○,○,○,○,○,○,-,-,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,
中央差速器结构,,,,,,,,,,,,,
上市时间,2022.04,2022.04,2022.04,2022.04,2022.04,2022.04,2022.09,2022.09,2024.03,2024.03,2024.03,2024.03,2024.03
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●
三电系统质保,,,,,,,,,-,-,-,-,-
WLTP纯电续航里程(km),-,-,-,-,-,-,-,-,96,96,96,96,96
WLTC综合油耗(L/100km),4.18,-,-,-,-,-,4.18,-,-,-,-,-,-
WLTC纯电续航里程(km)_y,44,44,44,44,44,43,44,44,-,-,-,-,-
WLTC纯电续航里程(km)_x,44,44,44,44,44,43,44,44,-,-,-,-,-
USB/Type-C接口数量,,,,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,●,●,●,●,●
NEDC纯电续航里程(km)_y,-,-,-,64,64,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_x,-,-,-,64,64,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,○,○,○,○,○,○,○,○,●,●,○,○,○
ETC装置,-,-,-,-,-,-,-,-,○,○,○,○,○
DOW开门预警,-,-,-,-,-,-,-,-,●,●,○,○,○
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,,
220V/230V电源,○,○,○,○,○,○,○,○,-,●,-,●,●
