Feature,65789,69521,69522
对外交流放电功率(kW),3.5,3.5,3.5
宽度(mm),1955,1955,1955
官方0-100km/h加速(s),5.8,5.8,5.8
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多指飞屏操控,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外后视镜功能,,,
备胎规格,,,
备胎放置方式,,,
坦克转弯,●,●,●
地图品牌,,,
四驱形式,,,
后雨刷,●,●,●
后轮距(mm),1640,1640,1640
后轮胎规格,,,
后电动机最大功率(kW),250,250,250
后电动机型号,TZ220XY806,TZ220XY806,TZ220XY806
后方碰撞预警,●,●,●
后排独立空调,●,●,●
后排杯架,●,●,●
后排座椅放倒形式,,,
后排侧隐私玻璃,●,●,-
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),-,-,-
后制动器类型,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,●,●,●
发动机布局,纵置,纵置,纵置
发动机型号,A156T2H,A156T2H,A156T2H
发动机,1.5T 188马力 L4,1.5T 188马力 L4,1.5T 188马力 L4
厂商指导价(元),28.58万,27.98万,25.98万
厂商,北京越野,北京越野,北京越野
卫星导航系统,●,●,●
单踏板模式,●,●,●
助力类型,,,
副驾驶位后排可调节按钮,●,●,●
副驾娱乐屏尺寸,,,
副座椅调节方式,,,
前轮距(mm),1620,1620,1620
前轮胎规格,,,
前电动机最大功率(kW),153,153,153
前电动机型号,TZ180XS502A,TZ180XS502A,TZ180XS502A
前方碰撞预警,●,●,●
前方感知摄像头,,,
前排座椅功能,,,
前悬架类型,,,
前制动器类型,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
准拖挂车总质量(kg),2500,2500,2500
内置行车记录仪,●,●,●
内后视镜功能,,,
全液晶仪表盘,●,●,●
倒车车侧预警系统,●,●,●
侧窗多层隔音玻璃,,,-
供油方式,直喷,直喷,直喷
低速行车警告,●,●,●
主座椅调节方式,,,
主动降噪,●,●,-
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
中央差速器锁止功能,●,●,●
上市时间,2024.08,2024.08,2024.08
上坡辅助,●,●,●
三电系统质保,,,
Wi-Fi热点,●,●,●
WLTC综合油耗(L/100km),1.3,1.3,1.3
WLTC纯电续航里程(km)_y,125,125,125
WLTC纯电续航里程(km)_x,125,125,125
USB/Type-C接口数量,,,
OTA升级,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,●,●,-
DOW开门预警,●,●,●
CLTC综合续航(km),1200,1200,1200
CLTC纯电续航里程(km)_y,152,152,152
CLTC纯电续航里程(km)_x,152,152,152
ABS防抱死,●,●,●
4G/5G网络,,,
220V/230V电源,●,●,●
