Feature,62815,72048
牵引力控制(ASR/TCS/TRC等),●,●
燃油标号,95号,95号
温度分区控制,●,●
液晶仪表尺寸,-,
油箱容积(L),70,70
气缸数(个),4,4
气缸排列形式,L,L
每缸气门数(个),4,4
最高车速(km/h),185,185
最小离地间隙(mm),125,-
最大马力(Ps),211,231
最大满载质量(kg),3100,3100
最大扭矩转速(rpm),1500-4000,2000-4000
最大扭矩(N·m)_y,350,370
最大扭矩(N·m)_x,350,370
最大功率转速(rpm),5500,5500
最大功率(kW)_y,155,170
最大功率(kW)_x,155,170
最大净功率(kW),155,-
无钥匙进入功能,-,-
无钥匙启动系统,-,-
方向盘记忆,-,-
方向盘材质,,
方向盘换挡,●,●
方向盘加热,-,-
方向盘位置调节,,
整车质保,,
整备质量(kg),2550,2370
摄像头数量,,
接近角(°),16,-
排量(mL),1991,1999
换挡形式,,
挡位个数,9,9
扬声器数量,,
扬声器品牌名称,-,-
手机无线充电功能,-,-
手机互联/映射,,
手机APP远程功能,-,
感应雨刷功能,,
座椅材质,,
座椅布局,,
座位数(个),,
应用商店,-,●
并线辅助,-,●
巡航系统,,
尾门玻璃独立开启,-,●
导航路况信息显示,●,●
宽度(mm),1928,1928
官方0-100km/h加速(s),-,-
安全带未系提醒,,
天窗类型,,
大灯高度可调,●,●
大灯延时关闭,●,●
多媒体/充电接口,,
多功能方向盘,●,●
外后视镜功能,,
备胎规格,,
后雨刷,●,●
后轮距(mm),1646,1646
后轮胎规格,,
后排独立空调,●,●
后排液晶屏幕,,
后排杯架,●,●
后排控制多媒体,●,●
后排座椅电动放倒,●,●
后排座椅放倒形式,,
后排小桌板,-,●
后悬架类型,,
后座出风口,●,●
后备厢容积(L),420,-
后制动器类型,,
可变悬架功能,-,
可加热喷水嘴,●,●
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,9挡手自一体
发动机电子防盗,●,●
发动机布局,纵置,纵置
发动机型号,274920,254 920
发动机启停技术,●,●
发动机,2.0T 211马力 L4,2.0T 231马力 L4
厂商指导价(元),68.80万,68.80万
厂商,LIMGENE凌际,LIMGENE凌际
卫星导航系统,●,●
助力类型,,
加热/制冷杯架,,
副驾驶位后排可调节按钮,-,-
副座椅调节方式,,
前轮距(mm),1666,1666
前轮胎规格,,
前方碰撞预警,-,●
前排座椅功能,,
前悬架类型,,
前制动器类型,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●
制动力分配(EBD/CBC等),●,●
内后视镜功能,,
全液晶仪表盘,-,-
侧滑门形式,,
供油方式,直喷,直喷
主座椅调节方式,,
主动刹车/主动安全系统,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,
中控屏幕类型,-,
中控屏幕尺寸,,
上市时间,2023.04,2025.03
上坡辅助,●,●
USB/Type-C接口数量,,-
OTA升级,-,-
NEDC综合油耗(L/100km),8.7,8.48
LED日间行车灯,-,-
ISOFIX儿童座椅接口,●,●
ETC装置,-,○
ABS防抱死,●,●
4G/5G网络,,
220V/230V电源,●,-
