Feature,60634,60635,62132,62133,62134,62135,62136,66667,67325,67326,68947,68948,68949
级别,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车,紧凑型车
系统综合功率(kW),101,101,101,-,-,-,-,101,-,-,101,101,101
系统综合功率(Ps),137,137,137,-,-,-,-,137,-,-,137,137,137
简称,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),E-CVT无级变速,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,,
离去角(°),16,16,16,16,16,16,16,16,16,16,16,16,16
疲劳驾驶提示,●,●,●,-,●,●,●,●,-,-,●,●,●
电芯品牌,,,,-,-,-,-,,-,-,,,
电池类型,,,,-,-,-,-,,-,-,,,
电机类型,永磁/同步,永磁/同步,永磁/同步,-,-,-,-,永磁/同步,-,-,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,前置,前置,-,-,-,-,前置,-,-,前置,前置,前置
电动机总马力(Ps),95,95,95,-,-,-,-,95,-,-,95,95,95
电动机总扭矩(N·m),185,185,185,-,-,-,-,185,-,-,185,185,185
电动机总功率(kW),70,70,70,-,-,-,-,70,-,-,70,70,70
电动机(Ps),95,95,95,-,-,-,-,95,-,-,95,95,95
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,,,,
油箱容积(L),43,43,43,47,47,47,47,43,50,50,43,43,43
气缸数(个),4,4,4,3,3,3,3,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L,L
毫米波雷达数量,,,,-,,,,,,,,,
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),160,160,160,180,180,180,180,160,180,180,160,160,160
最大马力(Ps),98,98,98,121,121,121,121,98,116,116,98,98,98
最大满载质量(kg),1845,1845,1845,1740,1740,1740,1740,1845,1770,1770,1845,1845,1845
最大扭矩转速(rpm),3600,3600,3600,4600-5000,4600-5000,4600-5000,4600-5000,3600,1500-4000,1500-4000,3600,3600,3600
最大扭矩(N·m)_y,142,142,142,148,148,148,148,142,185,185,142,142,142
最大扭矩(N·m)_x,-,-,-,148,148,148,148,-,185,185,-,-,-
最大功率转速(rpm),5200,5200,5200,6500-6600,6500-6600,6500-6600,6500-6600,5200,5200-5600,5200-5600,5200,5200,5200
最大功率(kW)_y,72,72,72,89,89,89,89,72,85,85,72,72,72
最大功率(kW)_x,101,101,101,89,89,89,89,101,85,85,101,101,101
最大净功率(kW),72,72,72,89,89,89,89,72,85,85,72,72,72
无钥匙进入功能,,-,,-,-,,,,,,-,,
无钥匙启动系统,●,●,●,-,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,,
整车质保,,,,,,,,,,,,,
整备质量(kg),1430,1405,1420,1325,1325,1340,1345,1420,1360,1370,1405,1420,1430
摄像头数量,,,,-,,,,,,,,,
接近角(°),12,12,12,12,12,12,12,12,13,13,12,12,12
排量(mL),1798,1798,1798,1490,1490,1490,1490,1798,1197,1197,1798,1798,1798
换挡形式,,,,,,,,,,,,,
挡位个数,无级变速,无级变速,无级变速,10,10,10,10,无级变速,10,10,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,,,,,,,,,,,,,
手机APP远程功能,,,,,,,,,,,,,
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-,-,-
座椅材质,,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,,,,-,,,,,,,,,
导航路况信息显示,●,-,-,-,-,-,●,-,-,-,-,-,●
宽度(mm),1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780,1780
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,,
天窗类型,,-,,-,-,,,,,,-,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●,●
外观套件,,-,-,-,-,-,,,-,,-,-,
外后视镜功能,,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,,
备胎放置方式,-,-,-,-,-,-,-,,-,-,,,
地图品牌,,-,-,-,-,-,,-,-,-,-,-,
后雨刷,-,-,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1535,1537,1535,1519,1519,1519,1519,1535,1526,1535,1537,1535,1535
后轮胎规格,,,,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,,,,,
后悬架类型,,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,471,471,471,471,471,471
后制动器类型,,,,,,,,,,,,,
变速箱类型,电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),电子无级变速箱(E-CVT),无级变速箱(CVT),无级变速箱(CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),E-CVT无级变速,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,-,-,●,●,●,●,●,●,●,●
发动机特有技术,VVT-i,VVT-i,VVT-i,VVT-iW,VVT-iW,VVT-iW,VVT-iW,VVT-i,VVT-iW,VVT-iW,VVT-i,VVT-i,VVT-i
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,8ZR,8ZR,8ZR,M15C,M15C,M15C,M15C,8ZR,9NR,9NR,8ZR,8ZR,8ZR
发动机启停技术,-,-,-,-,-,-,-,-,●,●,-,-,-
发动机,1.8L 98马力 L4,1.8L 98马力 L4,1.8L 98马力 L4,1.5L 121马力 L3,1.5L 121马力 L3,1.5L 121马力 L3,1.5L 121马力 L3,1.8L 98马力 L4,1.2T 116马力 L4,1.2T 116马力 L4,1.8L 98马力 L4,1.8L 98马力 L4,1.8L 98马力 L4
压缩比,13,13,13,-,-,-,-,13,10,10,13,13,13
厂商指导价(元),14.88万,13.38万,13.98万,11.38万,11.88万,12.78万,13.38万,13.78万,12.98万,13.58万,12.98万,13.58万,14.88万
厂商,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田
卫星导航系统,●,-,-,-,-,-,●,-,-,-,-,-,●
助力类型,,,,,,,,,,,,,
副驾驶座垫式气囊,-,-,-,-,-,-,-,-,●,●,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,
前轮距(mm),1531,1531,1531,1531,1531,1531,1531,1531,1527,1531,1531,1531,1531
前轮胎规格,,,,,,,,,,,,,
前电动机最大扭矩(N·m),185,185,185,-,-,-,-,185,-,-,185,185,185
前电动机最大功率(kW),70,70,70,-,-,-,-,70,-,-,70,70,70
前方碰撞预警,●,●,●,-,●,●,●,●,●,●,●,●,●
前方感知摄像头,,,,-,-,-,-,,-,-,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,,
前/后驻车雷达,-,-,-,-,-,-,-,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,,,,,
全液晶仪表盘,●,-,●,-,-,●,●,●,-,-,-,●,●
供油方式,多点电喷,多点电喷,多点电喷,直喷,直喷,直喷,直喷,多点电喷,直喷,直喷,多点电喷,多点电喷,多点电喷
低速行车警告,●,●,●,-,-,-,-,●,-,-,●,●,●
仪表盘屏幕材质,,,,-,-,-,-,,-,-,,,
主座椅调节方式,,,,,,,,,,,,,
主动刹车/主动安全系统,●,●,●,-,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,-,-,-,-,-,主●&nbsp;/&nbsp;副-,-,-,-,-,-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,
上市时间,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2023.03,2024.07,2024.03,2024.03,2024.07,2024.07,2024.07
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●
三电系统质保,,,,-,-,-,-,,-,-,,,
WLTC综合油耗(L/100km),4.32,4.07,4.07,5.43,5.43,5.43,5.43,4.32,5.95,5.95,4.07,4.07,4.32
USB/Type-C接口数量,,,,,,,,,,,,,
OTA升级,●,-,-,-,-,-,●,-,●,●,-,-,●
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●
ETC装置,○,○,○,○,○,○,○,○,○,○,○,○,○
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,-,-,-,-,-,,-,-,-,-,-,
