Feature,57688,57689,57690,57691,57692,57693,57694,60677,61531,62311,62418,62419
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1720,1720,1720,1720,1720,1720,1720,1720,1720,1720,1720,1720
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,,
多功能方向盘,-,-,●,●,●,●,●,●,○,●,○,○
外后视镜功能,-,-,-,-,-,-,-,-,-,-,-,-
备胎规格,无,无,无,无,无,无,无,无,无,无,无,无
四驱形式,-,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,●,-,-,●,●,●,-,●,-,-
后轮距(mm),1420,1420,1420,1420,1420,1420,1420,1420,-,1420,-,-
后轮胎规格,195R15C,195R15C,215/65 R16,215/65 R16,215/65 R16,215/65 R16,215/65 R16,215/65 R16,195/70 R15LT,215/65 R16,195/70 R15LT,195/70 R15
后电动机最大扭矩(N·m),300,300,300,300,300,300,300,300,220,300,220,220
后电动机最大功率(kW),90,90,90,90,90,90,90,90,60,90,60,60
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,,,,,,,,,-,,-,-
后悬架类型,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架,钢板弹簧非独立悬架
后座出风口,●,●,●,●,●,●,●,●,-,●,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,鼓式,鼓式,鼓式,盘式,盘式,盘式,盘式,鼓式,鼓式,盘式,鼓式,盘式
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),15.99万,16.19万,16.99万,17.29万,17.49万,18.29万,18.69万,18.19万,13.99万,18.39万,14.19万,14.69万
厂商,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-,-
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,
前轮距(mm),1445,1445,1445,1445,1445,1445,1445,1445,-,1445,-,-
前轮胎规格,195R15C,195R15C,215/65 R16,215/65 R16,215/65 R16,215/65 R16,215/65 R16,215/65 R16,195/70 R15LT,215/65 R16,195/70 R15LT,195/70 R15
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架,双横臂扭杆弹簧独立悬架,双横臂式扭杆弹簧独立悬架
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,盘式,通风盘式,盘式,通风盘式
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,前●&nbsp;/&nbsp;后-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,●,●,●,●,-,-,●,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,-,,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-,-,-,-
侧滑门形式,,,,,,,,,,,,
主座椅调节方式,,,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副-
中控彩色屏幕,-,-,,-,-,,,,,,,
中控屏幕尺寸,-,-,,-,-,,,,-,,-,-
中央差速器结构,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2022.06,2022.06,2022.06,2022.06,2022.06,2022.06,2022.06,2022.11,2023.02,2023.04,2023.04,2023.04
上坡辅助,-,-,-,●,●,●,●,-,-,●,-,-
USB/Type-C接口数量,,,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_y,401,401,401,401,401,401,401,401,260,401,300,250
NEDC纯电续航里程(km)_x,401,401,401,401,401,401,401,401,260,401,300,250
LED日间行车灯,●,●,●,●,●,●,●,●,-,●,-,-
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,-,●,-,-
CLTC纯电续航里程(km)_y,-,-,-,-,-,-,-,-,-,-,-,230
CLTC纯电续航里程(km)_x,-,-,-,-,-,-,-,-,-,-,-,230
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
