Feature,67204,67205,67206,68974,68975,68976,68977,68978,68979
能源类型_x,油电混合,汽油,油电混合,汽油,汽油,油电混合,油电混合,油电混合,油电混合
胎压监测功能,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车,中型车
系统综合功率(kW),145,-,172,-,-,145,145,145,172
系统综合功率(Ps),197,-,234,-,-,197,197,197,234
简称,E-CVT无级变速,CVT无级变速(模拟10挡),E-CVT无级变速,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
第二排座椅调节,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,
空气质量监测,-,-,●,-,-,-,●,●,●
离去角(°),16,16,16,16,16,16,16,16,16
疲劳驾驶提示,-,-,-,-,-,-,-,-,-
电芯品牌,,-,,-,-,,,,
电池类型,,-,,-,-,,,,
电机类型,永磁/同步,-,永磁/同步,-,-,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,前置,-,前置,-,-,前置,前置,前置,前置
电动机总马力(Ps),113,-,136,-,-,113,113,113,136
电动机总扭矩(N·m),206,-,208,-,-,206,206,206,208
电动机总功率(kW),83,-,100,-,-,83,83,83,100
电动机(Ps),113,-,136,-,-,113,113,113,136
电动座椅记忆功能,-,-,,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,●,●,●,●,●,●,●,●,●
液晶仪表尺寸,,,,,,,,,
油箱容积(L),49,60,49,60,60,49,49,49,49
气缸数(个),4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4,4,4,4
最高车速(km/h),180,205,180,205,205,180,180,180,180
最大马力(Ps),152,173,185,173,173,152,152,152,185
最大满载质量(kg),2120,2070,2145,2070,2070,2120,2120,2120,2145
最大扭矩转速(rpm),4400-5200,4600-5000,3400-5200,4600-5000,4600-5000,4400-5200,4400-5200,4400-5200,3400-5200
最大扭矩(N·m)_y,188,206,221,206,206,188,188,188,221
最大扭矩(N·m)_x,-,206,-,206,206,-,-,-,-
最大功率转速(rpm),6000,6600,6000,6600,6600,6000,6000,6000,6000
最大功率(kW)_y,112,127,136,127,127,112,112,112,136
最大功率(kW)_x,145,127,172,127,127,145,145,145,172
最大净功率(kW),112,127,136,127,127,112,112,112,136
无钥匙进入功能,,,,,,,,,
无钥匙启动系统,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,●,-,-,-,-,-,-
方向盘材质,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,●,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,
整车质保,,,,,,,,,
整备质量(kg),1635,1595,1680,1570,1580,1625,1640,1670,1655
接近角(°),14,14,14,14,14,14,14,14,14
排量(mL),1987,1987,2487,1987,1987,1987,1987,1987,2487
换挡形式,,,,,,,,,
挡位个数,无级变速,10,无级变速,10,10,无级变速,无级变速,无级变速,无级变速
扬声器数量,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-
手机无线充电功能,,,,-,,,,,
手机互联/映射,,,,,,,,,
手机APP远程功能,,,,,,,,,
感应雨刷功能,-,-,,-,-,-,-,-,-
座椅材质,,,,,,,,,
座位数(个),,,,,,,,,
并线辅助,-,-,●,-,-,-,●,●,●
巡航系统,,,,,,,,,
导航路况信息显示,●,●,●,-,-,-,●,●,●
宽度(mm),1850,1850,1850,1850,1850,1850,1850,1850,1850
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,
天窗类型,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,
备胎规格,,,,,,,,,
备胎放置方式,,,,,,,,,
声纹识别,●,●,●,-,-,-,●,●,●
地图品牌,,,,-,-,-,,,
后雨刷,-,-,-,-,-,-,-,-,-
后轮距(mm),1595,1595,1595,1605,1605,1605,1595,1595,1595
后轮胎规格,,,,,,,,,
后方碰撞预警,-,-,●,-,-,-,●,●,●
后排独立空调,-,-,-,-,-,-,-,-,-
后排杯架,●,●,●,●,●,●,●,●,●
后排座椅放倒形式,,,,-,,,,,
后悬架类型,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,
可见即可说,●,●,●,-,-,-,●,●,●
变速箱类型,电子无级变速箱(E-CVT),无级变速箱(CVT),电子无级变速箱(E-CVT),无级变速箱(CVT),无级变速箱(CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,CVT无级变速(模拟10挡),E-CVT无级变速,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),E-CVT无级变速,E-CVT无级变速,E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●,●,●,●
发动机特有技术,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,M20G,M20E,A25H,M20E,M20E,M20G,M20G,M20G,A25H
发动机启停技术,-,●,-,●,●,-,-,-,-
发动机,2.0L 152马力 L4,2.0L 173马力 L4,2.5L 185马力 L4,2.0L 173马力 L4,2.0L 173马力 L4,2.0L 152马力 L4,2.0L 152马力 L4,2.0L 152马力 L4,2.5L 185马力 L4
压缩比,-,-,14,-,-,-,-,-,14
厂商指导价(元),21.68万,20.88万,25.68万,17.88万,19.88万,20.68万,22.68万,23.68万,23.68万
厂商,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田,一汽丰田
卫星导航系统,●,●,●,-,-,-,●,●,●
助力类型,,,,,,,,,
副驾驶位后排可调节按钮,●,●,●,-,●,●,●,●,●
副座椅调节方式,,,,,,,,,
前轮距(mm),1585,1585,1585,1595,1595,1595,1585,1585,1585
前轮胎规格,,,,,,,,,
前电动机最大扭矩(N·m),206,-,208,-,-,206,206,206,208
前电动机最大功率(kW),83,-,100,-,-,83,83,83,100
前方碰撞预警,●,●,●,●,●,●,●,●,●
前排座椅功能,,,,-,,,,,
前悬架类型,,,,,,,,,
前制动器类型,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,-,-,-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内后视镜功能,,,,,,,,,
全液晶仪表盘,●,●,●,-,-,-,●,●,●
倒车车侧预警系统,-,-,●,-,-,-,●,●,●
侧窗多层隔音玻璃,,,,-,-,-,,,
供油方式,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射
低速行车警告,●,-,●,-,-,●,●,●,●
主座椅调节方式,,,,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,
中控屏幕尺寸,,,,,,,,,
上市时间,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07,2024.07
上坡辅助,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,-,-,-,●,●,●
WLTC综合油耗(L/100km),4.31,6,4.57,6,6,4.31,4.31,4.54,4.36
USB/Type-C接口数量,,,,,,,,,
OTA升级,●,●,●,-,-,-,●,●,●
LED日间行车灯,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,●,●,●,-,-,-,●,●,●
HUD抬头尺寸,,,,-,-,-,,,
ETC装置,●,●,●,●,●,●,●,●,●
DOW开门预警,-,-,●,-,-,-,●,●,●
ABS防抱死,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,-,-,-,,,
