Feature,61105,62158,62159,62160,63835,63836
电动后备厢,-,-,-,-,-,-
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-,-
液晶仪表尺寸,,,,,,
油箱容积(L),43,50,50,50,43,43
气缸数(个),4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L
每缸气门数(个),4,4,4,4,4,4
最高车速(km/h),180,180,180,180,180,180
最大马力(Ps),152,171,171,171,152,152
最大满载质量(kg),1860,1820,1820,1820,1860,1860
最大扭矩转速(rpm),4400-5200,4600-5000,4600-5000,4600-5000,4400-5200,4400-5200
最大扭矩(N·m)_y,188,205,205,205,188,188
最大扭矩(N·m)_x,-,205,205,205,-,-
最大功率转速(rpm),6000,6600,6600,6600,6000,6000
最大功率(kW)_y,112,126,126,126,112,112
最大功率(kW)_x,144,126,126,126,144,144
最大净功率(kW),112,126,126,126,112,112
无钥匙进入功能,,,,,,
无钥匙启动系统,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-
方向盘材质,,,,,,
方向盘换挡,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-
方向盘位置调节,,,,,,
整车质保,,,,,,
整备质量(kg),1445,1365,1390,1395,1415,1440
接近角(°),12,13,13,13,12,12
排量(mL),1987,1987,1987,1987,1987,1987
换挡形式,,,,,,
挡位个数,无级变速,10,10,10,无级变速,无级变速
扬声器数量,,,,,,
扬声器品牌名称,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-
手机互联/映射,,,,,,
手机APP远程功能,,,,,,
感应雨刷功能,-,-,-,-,-,-
座椅材质,,,,,,
座位数(个),,,,,,
并线辅助,-,-,-,-,-,-
巡航系统,,,,,,
导航路况信息显示,●,-,-,●,-,-
宽度(mm),1780,1780,1780,1780,1780,1780
官方0-100km/h加速(s),-,-,-,-,-,-
安全带未系提醒,,,,,,
天窗类型,,-,,,-,
大灯高度可调,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-
多媒体/充电接口,,,,,,
多功能方向盘,●,●,●,●,●,●
外后视镜功能,,,,,,
备胎规格,,,,,,
后雨刷,-,-,-,-,-,-
后轮距(mm),1535,1535,1535,1535,1535,1535
后轮胎规格,,,,,,
后排独立空调,-,-,-,-,-,-
后排杯架,●,-,●,●,-,●
后排座椅放倒形式,,,,,,
后悬架类型,,,,,,
后座出风口,●,●,●,●,●,●
后备厢容积(L),-,-,-,-,-,-
后制动器类型,,,,,,
变速箱类型,电子无级变速箱(E-CVT),无级变速箱(CVT),无级变速箱(CVT),无级变速箱(CVT),电子无级变速箱(E-CVT),电子无级变速箱(E-CVT)
变速箱,E-CVT无级变速,CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),CVT无级变速(模拟10挡),E-CVT无级变速,E-CVT无级变速
发动机电子防盗,●,●,●,●,●,●
发动机特有技术,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE,VVT-iE
发动机布局,横置,横置,横置,横置,横置,横置
发动机型号,M20F,M20C,M20C,M20C,M20F,M20F
发动机,2.0L 152马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 171马力 L4,2.0L 152马力 L4,2.0L 152马力 L4
压缩比,14,13,13,13,14,14
厂商指导价(元),16.98万,13.98万,15.18万,15.88万,14.98万,16.18万
厂商,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田,广汽丰田
卫星导航系统,●,-,-,●,-,-
助力类型,,,,,,
副驾驶位后排可调节按钮,-,-,-,-,-,-
副座椅调节方式,,,,,,
前轮距(mm),1531,1531,1531,1531,1531,1531
前轮胎规格,,,,,,
前电动机最大扭矩(N·m),206,-,-,-,206,206
前电动机最大功率(kW),83,-,-,-,83,83
前方碰撞预警,●,●,●,●,●,●
前排座椅功能,-,-,-,-,-,-
前悬架类型,,,,,,
前制动器类型,,,,,,
前/后驻车雷达,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●
内后视镜功能,,,,,,
全液晶仪表盘,●,-,●,●,-,●
供油方式,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射,混合喷射
低速行车警告,●,-,-,-,●,●
主座椅调节方式,,,,,,
主动刹车/主动安全系统,●,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副-,-,-,主●&nbsp;/&nbsp;副-,-,-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,
中控屏幕尺寸,,,,,,
上市时间,2023.07,2023.03,2023.03,2023.03,2023.07,2023.07
上坡辅助,●,●,●,●,●,●
三电系统质保,-,-,-,-,-,-
WLTC综合油耗(L/100km),4.33,5.58,6.22,6.22,4.08,4.33
USB/Type-C接口数量,,,,,,
OTA升级,●,-,-,●,-,-
LED日间行车灯,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●
ETC装置,○,○,○,○,○,○
ABS防抱死,●,●,●,●,●,●
4G/5G网络,,-,-,,-,-
