Feature,61972,61979,62073
环保标准_x,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●
燃油标号,95号,95号,95号
满载最小离地间隙(mm),176,176,176
温度分区控制,●,●,●
液晶仪表尺寸,,,
油箱容积(L),55,55,55
气缸数(个),4,4,4
气缸排列形式,L,L,L
毫米波雷达数量,,,
每缸气门数(个),4,4,4
最高车速(km/h),230,230,230
最小转弯半径(m),5.7,5.7,5.7
最大马力(Ps),265,254,254
最大满载质量(kg),2173,2163,2113
最大扭矩转速(rpm),2000-4000,1800-4800,1800-4800
最大扭矩(N·m)_y,380,350,350
最大扭矩(N·m)_x,380,350,350
最大功率转速(rpm),5500,5500,5500
最大功率(kW)_y,195,187,187
最大功率(kW)_x,195,187,187
最大净功率(kW),-,-,-
无钥匙进入功能,,,
无钥匙启动系统,●,●,●
方向盘记忆,-,-,-
方向盘材质,,,
方向盘换挡,●,●,-
方向盘加热,-,-,-
方向盘位置调节,,,
整车质保,,,
整备质量(kg),1798,1788,1738
摄像头数量,,,
接近角(°),16,18.4,18.4
排量(mL),1969,1969,1969
换挡形式,,,
挡位个数,8,8,8
扬声器数量,,,
扬声器品牌名称,,,
手机无线充电功能,,,
手机互联/映射,,,
手机APP远程功能,,,
感应雨刷功能,,,
感应后备厢,●,●,●
座椅材质,,,
座位数(个),,,
并线辅助,●,●,●
巡航系统,,,
导航路况信息显示,●,●,●
宽度(mm),1879,1879,1879
官方0-100km/h加速(s),6.5,-,-
安全带未系提醒,,,
天窗类型,,,
大灯高度可调,●,●,●
大灯延时关闭,●,●,●
多媒体/充电接口,,,
多功能方向盘,●,●,●
外观套件,,-,-
外后视镜功能,,,
备胎规格,,,
地图品牌,,,
四驱形式,,,-
后雨刷,-,-,-
后轮距(mm),1618,1623,1623
后轮胎规格,,,
后方碰撞预警,●,●,●
后排独立空调,-,-,-
后排杯架,●,●,●
后排座椅放倒形式,,,
后排侧隐私玻璃,●,●,-
后悬架类型,,,
后座出风口,●,●,●
后备厢容积(L),336-1070,336-1070,336-1070
后制动器类型,,,
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,8挡手自一体,8挡手自一体,8挡手自一体
发动机电子防盗,●,●,●
发动机布局,横置,横置,横置
发动机型号,JLH-4G20TDH,JLH-4G20TDC,JLH-4G20TDC
发动机启停技术,●,●,●
发动机,2.0T 265马力 L4,2.0T 254马力 L4,2.0T 254马力 L4
厂商指导价(元),22.68万,20.28万,18.88万
厂商,领克,领克,领克
卫星导航系统,●,●,●
助力类型,,,
副驾驶位后排可调节按钮,●,●,●
副座椅调节方式,,,
前轮距(mm),1593,1598,1598
前轮胎规格,,,
前方碰撞预警,●,●,●
前排座椅功能,,,
前悬架类型,,,
前制动器类型,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●
制动力分配(EBD/CBC等),●,●,●
内置行车记录仪,●,○,○
内后视镜功能,,,
全液晶仪表盘,●,●,●
倒车车侧预警系统,●,●,●
侧窗多层隔音玻璃,,,
供油方式,直喷,直喷,直喷
主座椅调节方式,,,
主动降噪,-,●,●
主动刹车/主动安全系统,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,
中控屏幕尺寸,,,
中央差速器结构,,,-
上市时间,2023.03,2023.03,2023.03
上坡辅助,●,●,●
Wi-Fi热点,●,●,●
WLTC综合油耗(L/100km),8.5,7.7,7.7
USB/Type-C接口数量,,,
OTA升级,●,●,●
LED日间行车灯,●,●,●
ISOFIX儿童座椅接口,●,●,●
HUD抬头数字显示,●,●,●
DOW开门预警,●,●,●
ABS防抱死,●,●,●
4G/5G网络,,,
