Feature,65890,65894,65895,65896,65897
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●
内置行车记录仪,-,-,●,●,●
内后视镜功能,,,,,
全液晶仪表盘,●,●,●,●,●
倒车车侧预警系统,●,●,●,●,●
信号灯识别,-,-,●,●,●
侧窗多层隔音玻璃,,,,,
低速行车警告,●,●,●,●,●
仪表盘屏幕材质,,,,,
主座椅调节方式,,,,,
主动闭合式进气格栅,●,●,●,●,●
主动刹车/主动安全系统,●,●,●,●,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,
中控屏幕类型,,,,,
中控屏幕尺寸,,,,,
中控屏幕分辨率,,,,,
中控屏幕像素密度,,,,,
上市时间,2023.11,2023.11,2023.11,2023.11,2023.11
上坡辅助,●,●,●,●,●
三电系统质保,,,,,
Wi-Fi热点,●,●,●,●,●
V2X通讯,-,-,●,●,●
USB/Type-C接口数量,,,,,
OTA升级,●,●,●,●,●
LED日间行车灯,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●
ETC装置,-,○,○,○,●
DOW开门预警,●,●,●,●,●
CLTC纯电续航里程(km)_y,500,602,602,702,632
CLTC纯电续航里程(km)_x,500,602,602,702,632
ABS防抱死,●,●,●,●,●
4G/5G网络,,,,,
