Feature,1016633,1016634,1016635,1016636,1016637,1016638,1016639,1016640,1017181,1017182,1017183
车内中控锁,●,●,●,●,●,●,●,●,●,●,●
车内PM2.5过滤装置,-,-,-,-,-,-,-,-,-,-,-
车体结构,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式,非承载式
货箱尺寸(mm),1750x1400x320,2015x1400x320,1750x1400x320,2015x1400x320,1760x1400x1185,2025x1400x1185,1760x1400x1185,2025x1400x1185,2015x1350x320,2015x1350x320,2025x1400x1270
语音识别控制系统,-,-,-,-,-,-,-,-,-,-,-
行车电脑显示屏幕,,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,-,-,-,-,-,-,-,-,-,-,-
自动驻车,-,-,-,-,-,-,-,-,-,-,-
自动头灯,-,-,-,-,-,-,-,-,-,-,-
能源类型_y,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
能源类型_x,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动,纯电动
胎压监测功能,-,-,-,-,-,-,-,-,-,-,-
缺气保用轮胎,-,-,-,-,-,-,-,-,-,-,-
缸盖材料,-,-,-,-,-,-,-,-,-,-,-
缸体材料,-,-,-,-,-,-,-,-,-,-,-
级别,微卡,微卡,微卡,微卡,微卡,微卡,微卡,微卡,微卡,微卡,微卡
简称,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-
空载最小离地间隙(mm),-,-,-,-,-,-,-,-,152,152,-
空调温度控制方式,,,,,,,,,,,
离去角(°),31,27,31,27,30,30,30,30,27,27,30
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-
电芯品牌,,,,,,,,,,,
电池能量密度(Wh/kg),113,113,116,116,113,113,116,116,113,116,116
电池能量(kWh),12.31,12.31,15.12,15.12,12.31,12.31,15.12,15.12,12.31,15.12,15.12
电池类型,,,,,,,,,,,
电池慢充电量范围(%)_y,0-100,0-100,0-100,0-100,0-100,0-100,0-100,0-100,0-100,0-100,0-100
电池慢充电量范围(%)_x,0-100,0-100,0-100,0-100,0-100,0-100,0-100,0-100,0-100,0-100,0-100
电池慢充时间(小时)_y,6-8,6-8,6-8,6-8,6-8,6-8,6-8,6-8,6-8,6-8,6-8
电池慢充时间(小时)_x,6-8,6-8,6-8,6-8,6-8,6-8,6-8,6-8,6-8,6-8,6-8
电机类型,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步,永磁/同步
电机布局,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置,后置
电动机总马力(Ps),41,41,41,41,41,41,41,41,41,41,41
电动机总扭矩(N·m),130,130,130,130,130,130,130,130,130,130,130
电动机总功率(kW),30,30,30,30,30,30,30,30,30,30,30
电动机(Ps),41,41,41,41,41,41,41,41,41,41,41
电动座椅记忆功能,-,-,-,-,-,-,-,-,-,-,-
电动后备厢,-,-,-,-,-,-,-,-,-,-,-
牵引力控制(ASR/TCS/TRC等),-,-,-,-,-,-,-,-,-,-,-
燃油标号,-,-,-,-,-,-,-,-,-,-,-
满载最小离地间隙(mm),-,-,-,-,-,-,-,-,140,140,-
温度分区控制,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,-,-,-,-,-,-,-,-,-,-,-
气缸数(个),-,-,-,-,-,-,-,-,-,-,-
气缸排列形式,-,-,-,-,-,-,-,-,-,-,-
每缸气门数(个),-,-,-,-,-,-,-,-,-,-,-
最高车速(km/h),70,70,70,70,70,70,70,70,70,70,70
最大马力(Ps),41,41,41,41,41,41,41,41,41,41,41
最大载重质量(kg),540,540,540,540,475,475,475,475,510,510,405
最大爬坡度(%),20,20,20,20,20,20,20,20,20,20,20
最大满载质量(kg),1525,1525,1550,1550,1525,1525,1550,1550,1525,1550,1550
最大扭矩转速(rpm),-,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m)_y,-,-,-,-,-,-,-,-,-,-,-
最大扭矩(N·m)_x,-,-,-,-,-,-,-,-,-,-,-
最大功率转速(rpm),-,-,-,-,-,-,-,-,-,-,-
最大功率(kW)_y,30,30,30,30,30,30,30,30,30,30,30
最大功率(kW)_x,30,30,30,30,30,30,30,30,30,30,30
最大净功率(kW),-,-,-,-,-,-,-,-,-,-,-
无钥匙进入功能,-,-,-,-,-,-,-,-,-,-,-
无钥匙启动系统,-,-,-,-,-,-,-,-,-,-,-
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,-,-,-,-,-,-,-,-,-,-,-
整车质保,,,,,,,,,,,
整备质量(kg),855,855,880,880,920,920,945,945,885,910,1015
接近角(°),43,43,43,43,43,43,43,43,43,43,43
排量(mL),0,0,0,0,0,0,0,0,0,0,0
换电,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持
挡位个数,1,1,1,1,1,1,1,1,1,1,1
扬声器数量,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,-,-,-,-,-,-,-,-,-,-,-
手机互联/映射,-,-,-,-,-,-,-,-,-,-,-
感应雨刷功能,-,-,-,-,-,-,-,-,-,-,-
快充功能,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持,不支持
座椅材质,,,,,,,,,,,
座位数(个),,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-
巡航系统,-,-,-,-,-,-,-,-,-,-,-
导航路况信息显示,-,-,-,-,-,-,-,-,-,-,-
宽度(mm),1480,1480,1480,1480,1480,1480,1480,1480,1480,1480,1480
官方0-100km/h加速(s),-,-,-,-,-,-,-,-,-,-,-
安全带未系提醒,,,,,,,,,,,
天窗类型,-,-,-,-,-,-,-,-,-,-,-
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,-,-,-,-,-,-,-,-,-,-,-
多媒体/充电接口,,,,,,,,,,,
多功能方向盘,-,-,-,-,-,-,-,-,-,-,-
外后视镜功能,-,-,-,-,-,-,-,-,-,-,-
备胎规格,-,-,-,-,-,-,-,-,-,-,-
后雨刷,-,-,-,-,-,-,-,-,-,-,-
后轮距(mm),1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290
后轮胎规格,,,,,,,,,,,
后电动机最大扭矩(N·m),130,130,130,130,130,130,130,130,130,130,130
后电动机最大功率(kW),30,30,30,30,30,30,30,30,30,30,30
后电动机型号,TZ155X03002,TZ155X03002,TZ155X03002,TZ155X03002,TZ155X03002,TZ155X03002,TZ155X03002,TZ155X03002,TZ155X03002,TZ155X03002,TZ155X03002
后排独立空调,-,-,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱,电动车单速变速箱
发动机电子防盗,-,-,-,-,-,-,-,-,-,-,-
发动机布局,-,-,-,-,-,-,-,-,-,-,-
发动机型号,-,-,-,-,-,-,-,-,-,-,-
发动机,-,-,-,-,-,-,-,-,-,-,-
厂商指导价(元),6.68万,6.74万,7.14万,7.20万,6.98万,7.04万,7.44万,7.50万,7.04万,7.50万,7.70万
厂商,北汽雷驰,北汽雷驰,北汽雷驰,北汽雷驰,北汽雷驰,北汽雷驰,北汽雷驰,北汽雷驰,北汽雷驰,北汽雷驰,北汽雷驰
卫星导航系统,-,-,-,-,-,-,-,-,-,-,-
助力类型,,,,,,,,,,,
副座椅调节方式,,,,,,,,,,,
前轮距(mm),1290,1290,1290,1290,1290,1290,1290,1290,1290,1290,1290
前轮胎规格,,,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,,,
前制动器类型,,,,,,,,,,,
前/后驻车雷达,-,-,-,-,-,-,-,-,-,-,-
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-,-,-,-,-,-
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●
供油方式,-,-,-,-,-,-,-,-,-,-,-
主座椅调节方式,,,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-,-,-,-
中控彩色屏幕,-,-,-,-,-,-,-,-,-,-,-
中控屏幕尺寸,-,-,-,-,-,-,-,-,-,-,-
上市时间,2023.08,2023.08,2023.08,2023.08,2023.08,2023.08,2023.08,2023.08,2023.10,2023.10,2023.10
上坡辅助,-,-,-,-,-,-,-,-,-,-,-
三电系统质保,,,,,,,,,,,
USB/Type-C接口数量,-,-,-,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km),120,120,140,140,120,120,140,140,120,140,125
LED日间行车灯,-,-,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●
